id,year,emptenure,empten,workexp,expr,schooling,educ,oj,oldjob,size,firmsize,_merge
6,2004,,9,,27,,12,,1,,5,master only (1)
9,2005,0,,15,15,14,14,1,1,5,5,matched (3)
9,2006,1,,16,16,14,14,1,1,5,5,matched (3)
9,2007,2,,17,17,14,14,1,1,5,5,matched (3)
9,2008,3,,18,18,14,14,1,1,5,5,matched (3)
9,2009,4,,19,19,14,14,1,1,5,5,matched (3)
9,2011,6,,21,21,14,14,1,1,4,4,matched (3)
9,2012,7,,22,22,14,14,1,1,5,5,matched (3)
9,2014,9,,24,24,14,14,1,1,5,5,matched (3)
16,2004,0,0,15,15,16,16,1,0,5,5,matched (3)
30,2010,,0,,15,,14,,0,,2,master only (1)
47,2004,0,0,3,3,16,16,1,0,5,5,matched (3)
65,2008,0,0,38,38,12,12,1,0,4,4,matched (3)
68,2004,,10,,12,,12,,1,,4,master only (1)
80,2005,0,,41,41,12,12,1,1,4,4,matched (3)
80,2006,1,,42,42,12,12,1,1,4,4,matched (3)
82,2008,,10,,11,,12,,1,,2,master only (1)
83,2004,,0,,30,,12,,0,,2,master only (1)
86,2004,0,0,26,26,12,12,1,0,5,5,matched (3)
96,2004,0,0,6,6,12,12,1,0,4,4,matched (3)
101,2008,,13,,13,,16,,1,,4,master only (1)
117,2009,,0,,22,,12,,0,,3,master only (1)
138,2004,,,,8,,16,,1,,5,master only (1)
138,2008,,0,,12,,16,,0,,4,master only (1)
157,2004,0,0,19,19,12,12,1,0,2,2,matched (3)
163,2005,0,,38,38,12,12,1,1,2,2,matched (3)
163,2006,1,,39,39,12,12,1,1,4,4,matched (3)
163,2008,3,,41,41,12,12,1,1,3,3,matched (3)
163,2009,3,,41,41,12,12,1,1,4,4,matched (3)
168,2004,0,0,8,8,16,16,1,0,1,1,matched (3)
173,2004,0,0,42,42,12,12,1,0,5,5,matched (3)
183,2006,,3,,40,,14,,1,,1,master only (1)
192,2011,,25,,28,,14,,1,,4,master only (1)
201,2009,0,0,12,12,12,12,1,0,3,3,matched (3)
216,2004,,0,,39,,12,,0,,4,master only (1)
218,2004,0,0,33,33,16,16,1,0,4,4,matched (3)
218,2013,,9,,42,,16,,1,,2,master only (1)
245,2011,0,8,38,38,16,16,1,1,5,5,matched (3)
245,2012,1,9,39,39,16,16,1,1,5,5,matched (3)
275,2004,0,0,14,14,16,16,1,0,3,3,matched (3)
300,2004,,0,,42,,16,,0,,5,master only (1)
300,2005,,1,,43,,16,,1,,5,master only (1)
326,2009,,3,,40,,16,,1,,5,master only (1)
352,2005,0,,26,26,16,16,1,1,5,5,matched (3)
352,2006,1,,27,27,16,16,1,1,5,5,matched (3)
352,2007,2,,28,28,16,16,1,1,5,5,matched (3)
379,2004,0,0,18,18,16,16,1,0,4,4,matched (3)
379,2009,,5,,23,,16,,1,,3,master only (1)
384,2004,,22,,24,,16,,1,,5,master only (1)
391,2004,,16,,19,,16,,1,,5,master only (1)
393,2012,,3,,11,,16,,1,,4,master only (1)
433,2011,,24,,26,,12,,1,,4,master only (1)
453,2004,0,0,13,13,12,12,1,0,4,4,matched (3)
461,2013,2,3,12,12,16,16,1,1,2,2,matched (3)
463,2013,0,0,27,27,12,12,1,0,1,1,matched (3)
469,2006,,6,,18,,16,,1,,4,master only (1)
474,2011,,22,,24,,16,,1,,5,master only (1)
476,2004,0,0,29,29,12,12,1,0,5,5,matched (3)
476,2009,,1,,34,,12,,1,,3,master only (1)
479,2012,,7,,24,,18,,1,,5,master only (1)
513,2013,,20,,25,,12,,1,,1,master only (1)
514,2005,0,,37,37,12,12,1,1,4,4,matched (3)
517,2011,,3,,18,,16,,1,,5,master only (1)
529,2004,0,0,31,31,16,16,1,0,5,5,matched (3)
531,2004,0,0,2,2,18,18,1,0,4,4,matched (3)
531,2011,,0,,8,,18,,0,,4,master only (1)
532,2004,0,0,9,9,12,12,1,0,4,4,matched (3)
532,2005,0,0,9,9,12,12,1,0,2,2,matched (3)
532,2006,0,0,9,9,12,12,1,0,2,2,matched (3)
547,2004,0,0,14,14,16,16,1,0,4,4,matched (3)
555,2004,0,0,5,5,16,16,1,0,5,5,matched (3)
571,2004,0,0,37,37,14,14,1,0,3,3,matched (3)
577,2004,,37,,38,,12,,1,,5,master only (1)
588,2004,0,0,2,2,16,16,1,0,5,5,matched (3)
588,2012,,3,,8,,16,,1,,5,master only (1)
588,2013,,3,,8,,16,,1,,5,master only (1)
603,2004,0,0,44,44,12,12,1,0,5,5,matched (3)
615,2004,,17,,19,,12,,1,,4,master only (1)
616,2005,,15,,25,,12,,1,,2,master only (1)
616,2009,,18,,28,,12,,1,,3,master only (1)
617,2004,0,0,37,37,12,12,1,0,3,3,matched (3)
623,2005,0,,34,34,12,12,1,1,4,4,matched (3)
623,2006,1,,35,35,12,12,1,1,4,4,matched (3)
623,2007,1,,35,35,12,12,1,1,3,3,matched (3)
623,2008,2,,36,36,12,12,1,1,3,3,matched (3)
623,2009,3,,37,37,12,12,1,1,2,2,matched (3)
623,2010,4,,38,38,12,12,1,1,3,3,matched (3)
623,2011,5,,39,39,12,12,1,1,3,3,matched (3)
645,2004,,20,,26,,16,,1,,5,master only (1)
645,2005,,21,,27,,16,,1,,5,master only (1)
645,2006,,22,,28,,16,,1,,5,master only (1)
645,2007,,23,,29,,16,,1,,5,master only (1)
645,2008,,24,,30,,16,,1,,5,master only (1)
645,2009,,25,,31,,16,,1,,5,master only (1)
645,2010,,26,,32,,16,,1,,5,master only (1)
645,2011,,27,,33,,16,,1,,5,master only (1)
645,2012,,28,,34,,16,,1,,5,master only (1)
645,2013,,29,,35,,16,,1,,5,master only (1)
645,2014,,30,,36,,16,,1,,5,master only (1)
710,2004,,12,,13,,16,,1,,5,master only (1)
713,2006,0,0,0,0,16,16,1,0,2,2,matched (3)
749,2004,0,0,10,10,14,14,1,0,5,5,matched (3)
749,2005,,1,,11,,14,,1,,5,master only (1)
762,2004,0,0,22,22,16,16,1,0,5,5,matched (3)
767,2014,,27,,37,,14,,1,,2,master only (1)
778,2004,,26,,28,,16,,1,,5,master only (1)
778,2005,,27,,29,,16,,1,,5,master only (1)
778,2006,,28,,30,,16,,1,,5,master only (1)
778,2007,,29,,31,,16,,1,,5,master only (1)
778,2008,,30,,32,,16,,1,,5,master only (1)
805,2005,,22,,23,,16,,1,,5,master only (1)
814,2004,0,0,16,16,16,16,1,0,5,5,matched (3)
844,2009,,3,,4,,16,,1,,5,master only (1)
844,2010,,4,,5,,16,,1,,5,master only (1)
844,2011,,4,,5,,16,,1,,5,master only (1)
844,2012,,5,,6,,16,,1,,5,master only (1)
844,2013,,6,,7,,16,,1,,5,master only (1)
852,2007,0,5,6,6,16,16,1,1,3,3,matched (3)
852,2008,1,6,7,7,16,16,1,1,3,3,matched (3)
852,2009,2,7,8,8,16,16,1,1,3,3,matched (3)
852,2010,3,8,9,9,16,16,1,1,3,3,matched (3)
852,2011,4,9,10,10,16,16,1,1,3,3,matched (3)
852,2012,5,10,11,11,16,16,1,1,3,3,matched (3)
852,2013,6,11,12,12,16,16,1,1,3,3,matched (3)
852,2014,7,12,13,13,16,16,1,1,3,3,matched (3)
857,2004,0,0,37,37,16,16,1,0,2,2,matched (3)
862,2004,0,0,15,15,12,12,1,0,3,3,matched (3)
862,2005,0,0,15,15,12,12,1,0,3,3,matched (3)
862,2006,0,0,15,15,12,12,1,0,3,3,matched (3)
867,2009,,13,,40,,9,,1,,2,master only (1)
867,2011,,15,,42,,9,,1,,3,master only (1)
867,2013,,16,,43,,9,,1,,3,master only (1)
904,2012,,12,,15,,18,,1,,3,master only (1)
918,2010,0,0,12,12,12,12,1,0,3,3,matched (3)
918,2011,0,0,12,12,12,12,1,0,2,2,matched (3)
918,2012,0,0,12,12,12,12,1,0,2,2,matched (3)
923,2004,0,0,8,8,12,12,1,0,4,4,matched (3)
923,2014,0,0,17,17,12,12,1,0,3,3,matched (3)
924,2004,,27,,39,,9,,1,,3,master only (1)
952,2013,0,0,34,34,16,16,1,0,2,2,matched (3)
964,2006,1,,42,42,12,12,1,1,5,5,matched (3)
964,2007,2,,43,43,12,12,1,1,5,5,matched (3)
976,2004,0,0,2,2,9,9,1,0,4,4,matched (3)
1002,2009,,6,,33,,16,,1,,3,master only (1)
1002,2014,,0,,37,,16,,0,,4,master only (1)
1003,2007,,22,,23,,16,,1,,5,master only (1)
1007,2004,,14,,17,,16,,1,,5,master only (1)
1007,2005,,15,,18,,16,,1,,4,master only (1)
1016,2013,,0,,46,,12,,0,,2,master only (1)
1022,2004,,2,,33,,16,,1,,1,master only (1)
1025,2006,,31,,33,,12,,1,,2,master only (1)
1039,2004,0,0,43,43,12,12,1,0,5,5,matched (3)
1050,2009,,19,,29,,12,,1,,4,master only (1)
1050,2010,,20,,30,,12,,1,,4,master only (1)
1050,2011,,21,,31,,12,,1,,4,master only (1)
1050,2012,,22,,32,,12,,1,,5,master only (1)
1050,2013,,23,,33,,12,,1,,5,master only (1)
1051,2004,0,0,34,34,9,9,1,0,1,1,matched (3)
1062,2011,,21,,22,,16,,1,,4,master only (1)
1076,2011,,3,,13,,12,,1,,2,master only (1)
1076,2012,,4,,14,,12,,1,,2,master only (1)
1076,2014,,6,,16,,12,,1,,2,master only (1)
1077,2005,0,0,8,8,12,12,1,0,4,4,matched (3)
1077,2012,0,0,10,10,12,12,1,0,5,5,matched (3)
1085,2004,0,0,3,3,12,12,1,0,5,5,matched (3)
1094,2005,,0,,35,,12,,0,,5,master only (1)
1104,2004,0,0,9,9,16,16,1,0,4,4,matched (3)
1120,2005,0,,45,45,12,12,1,1,2,2,matched (3)
1125,2004,,0,,33,,12,,0,,4,master only (1)
1132,2004,,30,,32,,12,,1,,5,master only (1)
1185,2004,,30,,0,,12,,1,,4,master only (1)
1217,2004,,,,21,,12,,1,,5,master only (1)
1217,2005,,,,22,,12,,1,,5,master only (1)
1225,2012,,0,,41,,12,,0,,2,master only (1)
1246,2007,,35,,35,,12,,1,,4,master only (1)
1246,2011,,2,,39,,12,,1,,2,master only (1)
1257,2006,,,,12,,12,,1,,4,master only (1)
1257,2011,,,,16,,12,,1,,4,master only (1)
1257,2012,4,,16,16,12,12,1,1,4,4,matched (3)
1257,2013,4,,16,16,12,12,1,1,4,4,matched (3)
1257,2014,5,,17,17,12,12,1,1,4,4,matched (3)
1270,2005,,0,,42,,9,,0,,2,master only (1)
1274,2008,,35,,37,,16,,1,,5,master only (1)
1281,2005,0,,20,20,14,14,1,1,5,5,matched (3)
1281,2006,1,,21,21,14,14,1,1,5,5,matched (3)
1306,2004,,25,,26,,16,,1,,4,master only (1)
1312,2004,0,0,2,2,18,18,1,0,5,5,matched (3)
1350,2010,,24,,26,,12,,1,,5,master only (1)
1354,2005,0,,22,22,14,14,1,1,3,3,matched (3)
1370,2005,0,,36,36,16,16,1,1,2,2,matched (3)
1372,2006,,,,26,,12,,1,,2,master only (1)
1372,2007,,,,27,,12,,1,,2,master only (1)
1402,2004,,23,,25,,16,,1,,4,master only (1)
1402,2005,,24,,26,,16,,1,,4,master only (1)
1405,2004,,20,,31,,16,,1,,4,master only (1)
1407,2004,,8,,25,,12,,1,,4,master only (1)
1436,2013,,12,,42,,14,,1,,2,master only (1)
1450,2004,0,0,13,13,12,12,1,0,5,5,matched (3)
1459,2004,,20,,21,,16,,1,,3,master only (1)
1471,2007,1,2,44,44,9,9,1,1,2,2,matched (3)
1471,2008,2,3,45,45,9,9,1,1,2,2,matched (3)
1477,2009,,10,,33,,12,,1,,2,master only (1)
1486,2011,,30,,39,,12,,1,,5,master only (1)
1488,2011,0,0,7,7,14,14,1,0,3,3,matched (3)
1488,2012,0,0,7,7,14,14,1,0,4,4,matched (3)
1508,2010,,18,,32,,12,,1,,3,master only (1)
1508,2011,,19,,33,,12,,1,,3,master only (1)
1508,2013,,21,,35,,12,,1,,3,master only (1)
1519,2004,0,0,14,14,14,14,1,0,3,3,matched (3)
1525,2004,0,0,1,1,18,18,1,0,2,2,matched (3)
1529,2004,0,0,6,6,18,18,1,0,4,4,matched (3)
1530,2004,0,0,38,38,12,12,1,0,5,5,matched (3)
1535,2004,,17,,18,,14,,1,,4,master only (1)
1542,2004,0,0,25,25,16,16,1,0,2,2,matched (3)
1546,2004,0,0,28,28,12,12,1,0,5,5,matched (3)
1546,2013,,7,,37,,12,,1,,4,master only (1)
1571,2009,,1,,46,,9,,1,,3,master only (1)
1613,2004,,13,,28,,16,,1,,2,master only (1)
1613,2005,,14,,29,,16,,1,,1,master only (1)
1613,2006,,15,,30,,16,,1,,2,master only (1)
1613,2007,,16,,31,,16,,1,,1,master only (1)
1613,2008,,17,,32,,16,,1,,1,master only (1)
1613,2009,,18,,33,,16,,1,,1,master only (1)
1613,2010,,19,,34,,16,,1,,1,master only (1)
1613,2011,,20,,35,,16,,1,,1,master only (1)
1613,2012,,21,,36,,16,,1,,1,master only (1)
1613,2013,,22,,37,,16,,1,,1,master only (1)
1613,2014,,23,,38,,16,,1,,1,master only (1)
1644,2012,,0,,19,,12,,0,,3,master only (1)
1651,2007,0,0,44,44,12,12,1,0,2,2,matched (3)
1655,2004,,29,,38,,12,,1,,3,master only (1)
1655,2005,,30,,39,,12,,1,,3,master only (1)
1666,2004,0,0,6,6,16,16,1,0,4,4,matched (3)
1671,2004,,7,,11,,12,,1,,3,master only (1)
1685,2005,0,,14,14,12,12,1,1,4,4,matched (3)
1705,2004,0,0,3,3,16,16,1,0,3,3,matched (3)
1718,2010,,1,,16,,12,,1,,5,master only (1)
1726,2012,,0,,31,,12,,0,,4,master only (1)
1726,2014,,2,,33,,12,,1,,4,master only (1)
1733,2004,,10,,12,,12,,1,,5,master only (1)
1738,2005,0,,33,33,16,16,1,1,2,2,matched (3)
1738,2007,2,,35,35,16,16,1,1,2,2,matched (3)
1739,2004,,38,,34,,16,,1,,3,master only (1)
1745,2006,,17,,38,,12,,1,,3,master only (1)
1745,2007,,18,,39,,12,,1,,3,master only (1)
1745,2008,,19,,40,,12,,1,,3,master only (1)
1745,2009,,20,,41,,12,,1,,3,master only (1)
1745,2010,,21,,42,,12,,1,,2,master only (1)
1745,2011,,22,,43,,12,,1,,3,master only (1)
1745,2012,,23,,44,,12,,1,,2,master only (1)
1745,2013,,24,,45,,12,,1,,2,master only (1)
1746,2005,,15,,31,,9,,1,,2,master only (1)
1781,2005,0,,36,36,12,12,1,1,2,2,matched (3)
1781,2007,2,,38,38,12,12,1,1,2,2,matched (3)
1781,2008,3,,39,39,12,12,1,1,2,2,matched (3)
1781,2009,4,,40,40,12,12,1,1,2,2,matched (3)
1803,2006,,4,,24,,12,,1,,3,master only (1)
1809,2013,,10,,11,,12,,1,,4,master only (1)
1812,2009,,5,,9,,12,,1,,4,master only (1)
1820,2009,,12,,30,,12,,1,,4,master only (1)
1836,2005,0,,4,4,16,16,1,1,3,3,matched (3)
1844,2009,,5,,22,,12,,1,,3,master only (1)
1844,2010,,6,,23,,12,,1,,3,master only (1)
1844,2011,,7,,24,,12,,1,,3,master only (1)
1844,2012,,8,,25,,12,,1,,3,master only (1)
1844,2013,,9,,26,,12,,1,,3,master only (1)
1859,2005,0,,39,39,12,12,1,1,2,2,matched (3)
1859,2006,1,,40,40,12,12,1,1,2,2,matched (3)
1859,2009,4,,43,43,12,12,1,1,2,2,matched (3)
1859,2012,7,,46,46,12,12,1,1,2,2,matched (3)
1859,2013,8,,47,47,12,12,1,1,2,2,matched (3)
1875,2009,,8,,16,,18,,1,,5,master only (1)
1875,2010,,9,,17,,18,,1,,5,master only (1)
1878,2005,,23,,43,,12,,1,,2,master only (1)
1885,2010,,5,,19,,14,,1,,2,master only (1)
1885,2013,,8,,22,,14,,1,,3,master only (1)
1885,2014,,0,,23,,14,,0,,4,master only (1)
1909,2009,,6,,13,,16,,1,,2,master only (1)
1909,2010,,6,,13,,16,,1,,1,master only (1)
1909,2011,,7,,14,,16,,1,,1,master only (1)
1909,2012,,8,,15,,16,,1,,2,master only (1)
1909,2013,,8,,15,,16,,1,,2,master only (1)
1909,2014,,9,,16,,16,,1,,1,master only (1)
1917,2013,,20,,19,,12,,1,,3,master only (1)
1919,2006,,13,,25,,12,,1,,2,master only (1)
1930,2008,,5,,36,,9,,1,,4,master only (1)
1949,2005,0,,26,26,9,9,1,1,4,4,matched (3)
1950,2014,,35,,41,,12,,1,,4,master only (1)
1959,2005,0,,13,13,12,12,1,1,2,2,matched (3)
1959,2006,1,,14,14,12,12,1,1,2,2,matched (3)
1959,2007,2,,15,15,12,12,1,1,1,1,matched (3)
1959,2008,3,,16,16,12,12,1,1,1,1,matched (3)
1959,2009,4,,17,17,12,12,1,1,2,2,matched (3)
1959,2010,5,,18,18,12,12,1,1,1,1,matched (3)
2030,2005,0,,47,47,12,12,1,1,4,4,matched (3)
2055,2006,,0,,39,,14,,0,,4,master only (1)
2055,2011,,4,,43,,14,,1,,4,master only (1)
2055,2012,1,5,44,44,14,14,1,1,4,4,matched (3)
2067,2004,,21,,25,,16,,1,,4,master only (1)
2093,2004,,,,35,,18,,1,,3,master only (1)
2093,2005,0,,36,36,18,18,1,1,2,2,matched (3)
2093,2006,1,,37,37,18,18,1,1,2,2,matched (3)
2102,2004,,9,,42,,9,,1,,3,master only (1)
2193,2004,0,0,43,43,12,12,1,0,4,4,matched (3)
2193,2006,,1,,45,,12,,1,,3,master only (1)
2205,2010,,19,,27,,12,,1,,5,master only (1)
2205,2013,,21,,29,,12,,1,,4,master only (1)
2221,2005,0,,20,20,12,12,1,1,3,3,matched (3)
2221,2007,2,,22,22,12,12,1,1,3,3,matched (3)
2221,2008,3,,23,23,12,12,1,1,3,3,matched (3)
2221,2009,4,,24,24,12,12,1,1,3,3,matched (3)
2225,2004,,,,28,,12,,1,,5,master only (1)
2226,2013,,1,,39,,16,,1,,3,master only (1)
2280,2006,1,,33,33,12,12,1,1,4,4,matched (3)
2280,2008,3,,35,35,12,12,1,1,4,4,matched (3)
2280,2009,4,,36,36,12,12,1,1,4,4,matched (3)
2280,2010,5,,37,37,12,12,1,1,4,4,matched (3)
2280,2011,6,,38,38,12,12,1,1,4,4,matched (3)
2280,2012,7,,39,39,12,12,1,1,4,4,matched (3)
2280,2013,8,,40,40,12,12,1,1,4,4,matched (3)
2280,2014,9,,41,41,12,12,1,1,4,4,matched (3)
2281,2005,0,,30,30,14,14,1,1,2,2,matched (3)
2281,2006,1,,31,31,14,14,1,1,2,2,matched (3)
2281,2008,3,,33,33,14,14,1,1,2,2,matched (3)
2281,2009,4,,34,34,14,14,1,1,2,2,matched (3)
2282,2009,,6,,27,,12,,1,,4,master only (1)
2282,2011,,8,,29,,12,,1,,4,master only (1)
2282,2012,,9,,30,,12,,1,,4,master only (1)
2282,2014,,11,,32,,12,,1,,4,master only (1)
2298,2004,0,0,15,15,12,12,1,0,3,3,matched (3)
2316,2009,,16,,17,,14,,1,,4,master only (1)
2316,2010,,17,,18,,14,,1,,4,master only (1)
2316,2011,,18,,19,,14,,1,,4,master only (1)
2316,2012,,19,,20,,14,,1,,4,master only (1)
2316,2013,,20,,21,,14,,1,,4,master only (1)
2316,2014,,21,,22,,14,,1,,4,master only (1)
2325,2004,0,0,2,2,14,14,1,0,5,5,matched (3)
2326,2010,,14,,16,,12,,1,,4,master only (1)
2326,2011,,15,,17,,12,,1,,4,master only (1)
2346,2004,0,0,5,5,18,18,1,0,5,5,matched (3)
2350,2010,,3,,27,,12,,1,,5,master only (1)
2369,2004,,,,34,,12,,1,,4,master only (1)
2369,2005,,,,35,,12,,1,,3,master only (1)
2369,2006,,,,36,,12,,1,,4,master only (1)
2369,2007,,,,37,,12,,1,,2,master only (1)
2369,2008,,,,38,,12,,1,,3,master only (1)
2377,2004,0,0,37,37,12,12,1,0,1,1,matched (3)
2388,2004,,8,,15,,16,,1,,5,master only (1)
2388,2005,,9,,16,,16,,1,,5,master only (1)
2388,2007,,1,,18,,16,,1,,3,master only (1)
2388,2008,,2,,19,,16,,1,,3,master only (1)
2398,2004,0,0,25,25,12,12,1,0,3,3,matched (3)
2399,2004,,21,,28,,16,,1,,5,master only (1)
2426,2005,0,,29,29,12,12,1,1,5,5,matched (3)
2448,2004,,,,32,,12,,1,,4,master only (1)
2448,2010,,3,,38,,12,,1,,4,master only (1)
2456,2004,,,,20,,16,,1,,3,master only (1)
2463,2006,,0,,34,,14,,0,,2,master only (1)
2464,2004,0,0,21,21,12,12,1,0,5,5,matched (3)
2473,2005,0,,15,15,12,12,1,1,5,5,matched (3)
2473,2009,,3,,19,,12,,1,,2,master only (1)
2496,2010,,7,,12,,18,,1,,1,master only (1)
2502,2006,,9,,11,,14,,1,,4,master only (1)
2502,2007,,10,,12,,14,,1,,4,master only (1)
2502,2008,,11,,13,,14,,1,,4,master only (1)
2505,2004,0,0,1,1,14,14,1,0,5,5,matched (3)
2512,2004,,0,,29,,16,,0,,3,master only (1)
2513,2012,0,0,42,42,12,12,1,0,3,3,matched (3)
2513,2013,0,0,42,42,12,12,1,0,3,3,matched (3)
2539,2013,,0,,41,,12,,0,,2,master only (1)
2604,2004,0,0,3,3,16,16,1,0,5,5,matched (3)
2604,2005,0,0,3,3,16,16,1,0,2,2,matched (3)
2604,2006,0,0,3,3,16,16,1,0,2,2,matched (3)
2604,2007,0,0,3,3,16,16,1,0,2,2,matched (3)
2617,2005,0,,41,41,12,12,1,1,4,4,matched (3)
2640,2004,0,0,0,0,16,16,1,0,3,3,matched (3)
2640,2005,0,0,0,0,16,16,1,0,,,matched (3)
2640,2012,,6,,6,,16,,1,,3,master only (1)
2640,2014,,8,,8,,16,,1,,3,master only (1)
2649,2005,0,,44,44,12,12,1,1,1,1,matched (3)
2702,2004,,,,37,,14,,1,,4,master only (1)
2731,2005,0,,44,44,9,9,1,1,3,3,matched (3)
2731,2006,1,,45,45,9,9,1,1,2,2,matched (3)
2731,2007,2,,46,46,9,9,1,1,3,3,matched (3)
2808,2004,0,0,32,32,14,14,1,0,3,3,matched (3)
2808,2005,0,0,32,32,14,14,1,0,4,4,matched (3)
2819,2004,0,0,41,41,12,12,1,0,4,4,matched (3)
2831,2007,2,,39,39,9,9,1,1,2,2,matched (3)
2831,2011,0,0,42,42,9,9,1,0,2,2,matched (3)
2844,2004,0,0,22,22,16,16,1,0,3,3,matched (3)
2844,2005,,1,,23,,16,,1,,3,master only (1)
2844,2006,,2,,24,,16,,1,,3,master only (1)
2844,2008,,4,,26,,16,,1,,4,master only (1)
2860,2004,0,0,42,42,12,12,1,0,3,3,matched (3)
2869,2004,0,0,38,38,16,16,1,0,5,5,matched (3)
2869,2008,,4,,42,,16,,1,,3,master only (1)
2894,2004,,2,,9,,16,,1,,4,master only (1)
2916,2007,2,,38,38,12,12,1,1,2,2,matched (3)
2916,2008,3,,39,39,12,12,1,1,2,2,matched (3)
2916,2009,4,,40,40,12,12,1,1,2,2,matched (3)
2916,2010,5,,41,41,12,12,1,1,1,1,matched (3)
2916,2011,6,,42,42,12,12,1,1,1,1,matched (3)
2916,2013,8,,44,44,12,12,1,1,1,1,matched (3)
2916,2014,9,,45,45,12,12,1,1,1,1,matched (3)
2930,2004,,23,,23,,16,,1,,4,master only (1)
2931,2004,,10,,24,,12,,1,,4,master only (1)
2940,2005,0,,38,38,12,12,1,1,1,1,matched (3)
2940,2006,1,,39,39,12,12,1,1,2,2,matched (3)
2990,2004,,4,,34,,16,,1,,3,master only (1)
2990,2005,,5,,35,,16,,1,,3,master only (1)
3003,2006,1,,30,30,12,12,1,1,2,2,matched (3)
3003,2007,2,,31,31,12,12,1,1,3,3,matched (3)
3020,2004,,15,,17,,12,,1,,4,master only (1)
3020,2006,,17,,19,,12,,1,,2,master only (1)
3020,2007,,18,,20,,12,,1,,,master only (1)
3020,2008,,19,,21,,12,,1,,2,master only (1)
3024,2012,7,,27,27,12,12,1,1,1,1,matched (3)
3034,2010,,23,,29,,12,,1,,4,master only (1)
3054,2004,0,0,21,21,14,14,1,0,3,3,matched (3)
3054,2010,,1,,27,,14,,1,,4,master only (1)
3056,2009,,0,,13,,16,,0,,4,master only (1)
3056,2010,,1,,14,,16,,1,,4,master only (1)
3056,2014,,5,,18,,16,,1,,5,master only (1)
3074,2012,,24,,26,,12,,1,,5,master only (1)
3093,2013,,27,,30,,16,,1,,4,master only (1)
3105,2013,,24,,35,,12,,1,,1,master only (1)
3106,2004,,4,,32,,12,,1,,3,master only (1)
3108,2005,0,,25,25,12,12,1,1,4,4,matched (3)
3108,2006,0,,25,25,12,12,1,1,5,5,matched (3)
3108,2007,1,,26,26,12,12,1,1,4,4,matched (3)
3108,2008,2,,27,27,12,12,1,1,5,5,matched (3)
3108,2009,2,,27,27,12,12,1,1,4,4,matched (3)
3108,2010,3,,28,28,12,12,1,1,5,5,matched (3)
3108,2011,4,,29,29,12,12,1,1,5,5,matched (3)
3108,2012,5,,30,30,12,12,1,1,5,5,matched (3)
3108,2013,6,,31,31,12,12,1,1,5,5,matched (3)
3112,2013,0,4,14,14,18,18,1,1,5,5,matched (3)
3112,2014,0,4,14,14,18,18,1,1,5,5,matched (3)
3152,2004,0,0,2,2,18,18,1,0,5,5,matched (3)
3154,2009,,0,,37,,12,,0,,2,master only (1)
3154,2011,,2,,39,,12,,1,,2,master only (1)
3154,2013,,4,,41,,12,,1,,2,master only (1)
3154,2014,,5,,42,,12,,1,,2,master only (1)
3169,2004,,23,,39,,16,,1,,3,master only (1)
3185,2004,,0,,15,,12,,0,,5,master only (1)
3190,2009,,26,,28,,12,,1,,4,master only (1)
3190,2010,,27,,29,,12,,1,,4,master only (1)
3190,2011,,28,,30,,12,,1,,4,master only (1)
3190,2012,,29,,31,,12,,1,,4,master only (1)
3190,2013,,30,,32,,12,,1,,4,master only (1)
3190,2014,,31,,33,,12,,1,,4,master only (1)
3216,2006,,12,,17,,12,,1,,3,master only (1)
3227,2005,0,,38,38,9,9,1,1,3,3,matched (3)
3227,2006,1,,39,39,9,9,1,1,2,2,matched (3)
3230,2006,1,,29,29,12,12,1,1,5,5,matched (3)
3230,2008,3,,31,31,12,12,1,1,5,5,matched (3)
3230,2009,4,,32,32,12,12,1,1,3,3,matched (3)
3230,2010,5,,33,33,12,12,1,1,5,5,matched (3)
3230,2011,6,,34,34,12,12,1,1,5,5,matched (3)
3230,2012,7,,35,35,12,12,1,1,5,5,matched (3)
3230,2013,8,,36,36,12,12,1,1,5,5,matched (3)
3230,2014,9,,37,37,12,12,1,1,5,5,matched (3)
3242,2007,,27,,33,,12,,1,,1,master only (1)
3264,2006,,17,,43,,12,,1,,4,master only (1)
3275,2005,0,,18,18,16,16,1,1,4,4,matched (3)
3294,2004,,32,,33,,12,,1,,5,master only (1)
3298,2013,,22,,28,,12,,1,,2,master only (1)
3302,2004,,43,,45,,12,,1,,4,master only (1)
3308,2005,0,,37,37,12,12,1,1,1,1,matched (3)
3309,2004,0,0,11,11,16,16,1,0,4,4,matched (3)
3320,2004,0,0,14,14,12,12,1,0,4,4,matched (3)
3333,2005,0,,5,5,9,9,1,1,2,2,matched (3)
3359,2004,0,0,30,30,16,16,1,0,2,2,matched (3)
3359,2005,0,0,30,30,16,16,1,0,1,1,matched (3)
3392,2011,,8,,44,,12,,1,,5,master only (1)
3395,2008,,11,,39,,12,,1,,3,master only (1)
3395,2011,,14,,42,,12,,1,,1,master only (1)
3399,2005,0,,31,31,9,9,1,1,1,1,matched (3)
3399,2006,,,,32,,9,,1,,1,master only (1)
3399,2007,2,,33,33,9,9,1,1,1,1,matched (3)
3399,2008,3,,34,34,9,9,1,1,1,1,matched (3)
3399,2009,4,,35,35,9,9,1,1,1,1,matched (3)
3401,2006,1,,44,44,9,9,1,1,2,2,matched (3)
3404,2004,,2,,4,,16,,1,,5,master only (1)
3408,2006,,0,,12,,16,,0,,2,master only (1)
