id,year,emptenure,empten,workexp,expr,schooling,educ,oj,oldjob,size,firmsize,_merge
12269,2009,17,17,20,20,12,12,1,1,,4,matched (3)
12270,2009,16,16,19,19,16,16,1,1,,4,matched (3)
12271,2009,32,32,33,33,16,16,1,1,,4,matched (3)
12275,2009,20,20,22,22,16,16,1,1,,5,matched (3)
12281,2009,,,41,41,12,12,1,1,,3,matched (3)
12285,2009,0,0,19,19,14,14,1,0,,4,matched (3)
12286,2009,12,12,28,28,12,12,1,1,,5,matched (3)
12293,2009,,,14,14,12,12,1,1,,1,matched (3)
12293,2010,0,,15,15,12,12,1,1,3,3,matched (3)
12293,2011,1,,16,16,12,12,1,1,3,3,matched (3)
12293,2012,2,,17,17,12,12,1,1,2,2,matched (3)
12293,2013,3,,18,18,12,12,1,1,1,1,matched (3)
12293,2014,4,,19,19,12,12,1,1,2,2,matched (3)
12294,2009,9,9,15,15,12,12,1,1,,2,matched (3)
12300,2009,5,5,25,25,12,12,1,1,,2,matched (3)
12305,2009,9,9,11,11,16,16,1,1,,5,matched (3)
12314,2009,7,7,17,17,12,12,1,1,,4,matched (3)
12315,2009,16,16,21,21,16,16,1,1,,3,matched (3)
12316,2009,23,23,31,31,16,16,1,1,,5,matched (3)
12323,2010,,20,,23,,12,,1,,5,master only (1)
12323,2014,,24,,27,,12,,1,,5,master only (1)
12328,2010,0,,45,45,12,12,1,1,4,4,matched (3)
12328,2011,1,,46,46,12,12,1,1,2,2,matched (3)
12330,2009,,,25,25,12,12,1,1,,4,matched (3)
12330,2010,0,,26,26,12,12,1,1,3,3,matched (3)
12333,2009,1,1,16,16,14,14,1,1,,3,matched (3)
12337,2010,11,11,1,0,12,12,1,1,2,2,matched (3)
12341,2009,,23,,36,,12,,1,,3,master only (1)
12342,2009,41,41,43,43,12,12,1,1,,5,matched (3)
12345,2009,16,16,18,18,16,16,1,1,,4,matched (3)
12346,2009,7,7,30,30,16,16,1,1,,2,matched (3)
12354,2009,13,13,28,28,16,16,1,1,,4,matched (3)
12363,2009,1,1,,,16,16,1,1,,3,matched (3)
12366,2009,10,10,17,17,16,16,1,1,,1,matched (3)
12377,2009,30,30,,,16,16,1,1,,2,matched (3)
12395,2009,3,3,,,14,14,1,1,,5,matched (3)
12404,2013,,28,,33,,16,,1,,2,master only (1)
12408,2009,0,0,3,3,16,16,1,0,,3,matched (3)
12408,2011,0,0,3,3,16,16,1,0,4,4,matched (3)
12416,2009,5,5,42,42,12,12,1,1,,5,matched (3)
13001,2009,1,1,12,12,12,12,1,1,,4,matched (3)
13004,2014,0,0,5,4,18,18,0,0,3,3,matched (3)
13007,2009,0,0,8,8,16,16,1,0,,5,matched (3)
13013,2011,,4,,7,,14,,1,,3,master only (1)
13013,2014,,0,,8,,14,,0,,2,master only (1)
13019,2009,0,0,,,16,16,1,0,,4,matched (3)
13030,2009,5,5,16,16,12,12,1,1,,4,matched (3)
13035,2012,,4,,10,,14,,1,,2,master only (1)
13037,2009,8,8,12,12,16,16,1,1,,2,matched (3)
13039,2009,8,8,11,11,16,16,1,1,,5,matched (3)
13039,2010,,9,,12,,16,,1,,5,master only (1)
13039,2011,,10,,13,,16,,1,,5,master only (1)
13040,2009,,2,,7,,16,,1,,5,master only (1)
13047,2009,,,7,7,18,18,1,1,,4,matched (3)
13047,2010,0,,8,8,18,18,1,1,4,4,matched (3)
13047,2011,1,,9,9,18,18,1,1,4,4,matched (3)
13047,2012,2,,10,10,18,18,1,1,4,4,matched (3)
13047,2013,3,,11,11,18,18,1,1,4,4,matched (3)
13047,2014,4,,12,12,18,18,1,1,4,4,matched (3)
13055,2010,,2,,23,,14,,1,,3,master only (1)
13055,2011,,3,,24,,14,,1,,3,master only (1)
13065,2009,,6,,7,,16,,1,,5,master only (1)
13065,2013,,10,,11,,16,,1,,5,master only (1)
13067,2009,2,2,4,4,14,14,1,1,,5,matched (3)
13079,2009,0,0,4,4,18,18,1,0,,5,matched (3)
13081,2009,1,1,31,31,16,16,1,1,,3,matched (3)
13086,2009,9,9,,,12,12,1,1,,4,matched (3)
13089,2009,7,7,8,8,12,12,1,1,,5,matched (3)
13096,2009,3,3,4,4,16,16,1,1,,5,matched (3)
13096,2014,,8,,9,,16,,1,,5,master only (1)
13098,2009,,3,,7,,16,,1,,5,master only (1)
13098,2012,,6,,10,,16,,1,,5,master only (1)
13098,2013,,7,,11,,16,,1,,5,master only (1)
13098,2014,,8,,12,,16,,1,,5,master only (1)
13099,2009,17,17,37,37,12,12,1,1,,1,matched (3)
13106,2009,10,10,15,15,16,16,1,1,,3,matched (3)
13106,2010,,11,,16,,16,,1,,3,master only (1)
13106,2011,,12,,17,,16,,1,,3,master only (1)
13106,2013,,14,,19,,16,,1,,3,master only (1)
13106,2014,,15,,20,,16,,1,,3,master only (1)
13107,2009,3,3,,,16,16,1,1,,4,matched (3)
13115,2009,27,27,,,16,16,1,1,,5,matched (3)
13118,2009,2,2,33,33,16,16,1,1,,5,matched (3)
13125,2010,0,,5,5,18,18,1,1,4,4,matched (3)
13125,2012,2,,7,7,18,18,1,1,4,4,matched (3)
13127,2011,,1,,3,,16,,1,,5,master only (1)
13128,2009,11,11,24,24,14,14,1,1,,3,matched (3)
13129,2009,,19,,21,,16,,1,,5,master only (1)
13129,2011,,21,,23,,16,,1,,5,master only (1)
13129,2012,,22,,24,,16,,1,,5,master only (1)
13129,2013,,23,,25,,16,,1,,5,master only (1)
13129,2014,,24,,26,,16,,1,,5,master only (1)
13136,2012,,1,,17,,16,,1,,4,master only (1)
13139,2009,,10,,24,,16,,1,,2,master only (1)
13139,2010,,11,,25,,16,,1,,2,master only (1)
13139,2011,,12,,26,,16,,1,,2,master only (1)
13139,2012,,13,,27,,16,,1,,2,master only (1)
13151,2009,7,7,9,9,16,16,1,1,,4,matched (3)
13151,2010,,8,,10,,16,,1,,4,master only (1)
13153,2012,,1,,35,,12,,1,,2,master only (1)
13160,2009,,,,9,,14,,1,,2,master only (1)
13165,2009,1,1,3,3,18,18,1,1,,5,matched (3)
13173,2009,42,42,,,12,12,1,1,,2,matched (3)
13190,2009,1,1,,,16,16,1,1,,5,matched (3)
13191,2009,4,4,24,24,16,16,1,1,,2,matched (3)
13207,2009,5,5,6,6,16,16,1,1,,4,matched (3)
13217,2013,,1,,2,,16,,1,,2,master only (1)
13217,2014,,2,,3,,16,,1,,2,master only (1)
13243,2011,,16,,16,,12,,1,,2,master only (1)
13256,2009,4,4,23,23,16,16,1,1,,5,matched (3)
13264,2010,,3,,6,,14,,1,,2,master only (1)
13269,2009,0,0,6,6,16,16,1,0,,2,matched (3)
13285,2009,,2,,3,,16,,1,,5,master only (1)
13302,2009,6,6,7,7,18,18,1,1,,5,matched (3)
13305,2009,1,1,25,25,14,14,1,1,,5,matched (3)
13315,2009,16,16,17,17,12,12,1,1,,4,matched (3)
13320,2009,5,5,22,22,12,12,1,1,,4,matched (3)
13324,2012,1,,3,2,14,14,1,1,5,5,matched (3)
13330,2009,6,6,16,16,12,12,1,1,,2,matched (3)
13350,2012,,2,,4,,14,,1,,4,master only (1)
13350,2013,,3,,5,,14,,1,,4,master only (1)
13359,2009,6,6,29,29,16,16,1,1,,2,matched (3)
13361,2011,,1,,18,,12,,1,,2,master only (1)
13366,2009,6,6,26,26,16,16,1,1,,5,matched (3)
13383,2009,8,8,23,23,12,12,1,1,,5,matched (3)
13386,2009,5,5,,,16,16,1,1,,2,matched (3)
13387,2010,,18,,20,,16,,1,,5,master only (1)
13389,2009,,12,,10,,16,,1,,2,master only (1)
13389,2010,,0,,11,,16,,0,,4,master only (1)
13389,2011,,1,,12,,16,,1,,4,master only (1)
13391,2009,3,3,,,16,16,1,1,,5,matched (3)
13395,2009,,13,,24,,12,,1,,2,master only (1)
13395,2011,,15,,26,,12,,1,,2,master only (1)
13410,2009,3,3,26,26,12,12,1,1,,2,matched (3)
13416,2009,6,6,43,43,9,9,1,1,,2,matched (3)
13419,2009,7,7,7,7,12,12,1,1,,2,matched (3)
13419,2012,,2,,10,,12,,1,,3,master only (1)
13419,2013,,3,,11,,12,,1,,3,master only (1)
13427,2013,,7,,11,,16,,1,,5,master only (1)
13427,2014,,8,,12,,16,,1,,4,master only (1)
13431,2010,0,0,5,5,16,16,1,0,3,3,matched (3)
13449,2013,,0,,10,,12,,0,,5,master only (1)
13450,2013,,4,,6,,,,1,,2,master only (1)
13453,2009,20,20,39,39,12,12,1,1,,4,matched (3)
13454,2009,5,5,,,12,12,1,1,,2,matched (3)
13469,2010,,5,,7,,12,,1,,5,master only (1)
13469,2012,,6,,8,,12,,1,,5,master only (1)
13471,2009,10,10,40,40,14,14,1,1,,4,matched (3)
13482,2009,22,22,25,25,16,16,1,1,,5,matched (3)
13500,2009,5,5,21,21,12,12,1,1,,3,matched (3)
13501,2009,,0,,36,,14,,0,,4,master only (1)
13508,2009,20,20,24,24,16,16,1,1,,2,matched (3)
13508,2010,,21,,25,,16,,1,,2,master only (1)
13514,2011,,,,22,,12,,1,,1,master only (1)
13514,2012,,,,23,,12,,1,,1,master only (1)
13514,2013,3,,24,24,12,12,1,1,2,2,matched (3)
13514,2014,4,,25,25,12,12,1,1,1,1,matched (3)
13516,2009,6,6,12,12,12,12,1,1,,4,matched (3)
13520,2010,,2,,17,,12,,1,,2,master only (1)
13520,2012,,4,,19,,12,,1,,2,master only (1)
13520,2014,,0,,20,,12,,0,,1,master only (1)
13522,2009,3,3,36,36,12,12,1,1,,1,matched (3)
13528,2014,,0,,6,,14,,0,,2,master only (1)
13538,2009,,3,,7,,12,,1,,,master only (1)
13538,2010,,4,,8,,12,,1,,2,master only (1)
13538,2012,,6,,10,,12,,1,,2,master only (1)
13538,2013,,7,,11,,12,,1,,3,master only (1)
13541,2010,,11,,12,,16,,1,,4,master only (1)
14002,2011,,1,,10,,12,,1,,5,master only (1)
14002,2013,,0,,12,,12,,0,,2,master only (1)
14002,2014,,0,,13,,12,,0,,4,master only (1)
14005,2009,2,2,8,8,16,16,1,1,,5,matched (3)
14010,2009,,,15,15,14,14,1,1,,5,matched (3)
14010,2010,0,,16,16,14,14,1,1,5,5,matched (3)
14015,2009,,3,,,,16,,1,,5,master only (1)
14016,2009,0,0,44,44,12,12,1,0,,4,matched (3)
14018,2009,12,12,29,29,12,12,1,1,,2,matched (3)
14027,2009,3,3,5,5,12,12,1,1,,4,matched (3)
14036,2014,0,1,9,9,16,16,1,1,5,5,matched (3)
14038,2013,,33,,31,,16,,1,,,master only (1)
14044,2009,3,3,8,8,16,16,1,1,,5,matched (3)
14051,2010,0,,14,14,16,16,1,1,3,3,matched (3)
14051,2011,1,,15,15,16,16,1,1,3,3,matched (3)
14051,2012,2,,16,16,16,16,1,1,2,2,matched (3)
14057,2009,15,15,32,32,16,16,1,1,,5,matched (3)
14060,2009,19,19,31,31,9,9,1,1,,2,matched (3)
14063,2009,0,0,11,11,16,16,1,0,,4,matched (3)
14068,2009,,1,,6,,16,,1,,3,master only (1)
14068,2010,,2,,7,,16,,1,,3,master only (1)
14068,2011,,3,,8,,16,,1,,3,master only (1)
14068,2012,,4,,9,,16,,1,,3,master only (1)
14070,2009,14,14,30,30,16,16,1,1,,4,matched (3)
14078,2010,,1,,9,,14,,1,,4,master only (1)
14081,2009,0,0,,,9,9,1,0,,1,matched (3)
14084,2009,,,,2,,16,,1,,5,master only (1)
14084,2010,,,,3,,16,,1,,5,master only (1)
14084,2011,,,,4,,16,,1,,5,master only (1)
14084,2012,,,,5,,16,,1,,5,master only (1)
14084,2013,,,,6,,16,,1,,5,master only (1)
14084,2014,,,,7,,16,,1,,5,master only (1)
14088,2010,,12,,14,,16,,1,,5,master only (1)
14088,2011,,13,,15,,16,,1,,5,master only (1)
14088,2013,,15,,17,,16,,1,,5,master only (1)
14092,2014,,0,,16,,16,,0,,4,master only (1)
14093,2009,7,7,28,28,16,16,1,1,,5,matched (3)
14093,2013,,1,,32,,16,,1,,4,master only (1)
14093,2014,,2,,33,,16,,1,,4,master only (1)
14098,2009,2,2,4,4,16,16,1,1,,5,matched (3)
14102,2011,,1,,3,,18,,1,,5,master only (1)
14102,2012,,2,,4,,18,,1,,5,master only (1)
14102,2013,,3,,5,,18,,1,,5,master only (1)
14108,2009,10,10,15,15,14,14,1,1,,5,matched (3)
14113,2009,13,13,35,35,16,16,1,1,,4,matched (3)
14114,2009,,,,7,,12,,1,,4,master only (1)
14114,2010,,,,8,,12,,1,,4,master only (1)
14114,2011,,,,9,,12,,1,,4,master only (1)
14114,2013,,,,11,,12,,1,,4,master only (1)
14137,2009,5,5,,,16,16,1,1,,3,matched (3)
14142,2010,,0,,2,,16,,0,,5,master only (1)
14142,2011,,1,,3,,16,,1,,5,master only (1)
14144,2009,1,1,6,6,16,16,1,1,,3,matched (3)
14145,2009,,13,,17,,12,,1,,2,master only (1)
14145,2011,,1,,19,,12,,1,,2,master only (1)
14145,2013,,0,,21,,12,,0,,4,master only (1)
14155,2009,,1,,2,,16,,1,,4,master only (1)
14156,2009,5,5,6,6,16,16,1,1,,5,matched (3)
14157,2009,,13,,,,16,,1,,1,master only (1)
14158,2009,,0,,13,,9,,0,,3,master only (1)
14163,2009,2,2,,,12,12,1,1,,2,matched (3)
14166,2009,,15,,17,,16,,1,,5,master only (1)
14166,2010,,16,,18,,16,,1,,5,master only (1)
14166,2011,,17,,19,,16,,1,,5,master only (1)
14166,2014,,1,,22,,16,,1,,3,master only (1)
14167,2013,2,2,4,3,16,16,1,1,5,5,matched (3)
14167,2014,3,3,5,4,16,16,1,1,4,4,matched (3)
14171,2009,,3,,,,9,,1,,2,master only (1)
14173,2009,2,2,39,39,9,9,1,1,,3,matched (3)
14184,2009,7,7,20,20,12,12,1,1,,3,matched (3)
14184,2010,,8,,21,,12,,1,,2,master only (1)
14184,2011,,9,,22,,12,,1,,3,master only (1)
14184,2012,,10,,23,,12,,1,,3,master only (1)
14184,2013,,11,,24,,12,,1,,3,master only (1)
14184,2014,,12,,25,,12,,1,,2,master only (1)
14185,2009,1,1,,,16,16,1,1,,2,matched (3)
14190,2009,1,1,26,26,12,12,1,1,,5,matched (3)
14190,2012,,4,,29,,12,,1,,5,master only (1)
14190,2014,,6,,31,,12,,1,,5,master only (1)
14194,2009,11,11,12,12,12,12,1,1,,5,matched (3)
14196,2009,,,27,27,14,14,1,1,,5,matched (3)
14196,2010,0,,28,28,14,14,1,1,5,5,matched (3)
14197,2009,,,47,47,12,12,1,1,,2,matched (3)
14202,2009,1,1,12,12,12,12,1,1,,1,matched (3)
14212,2009,,4,,,,16,,1,,5,master only (1)
14217,2013,,0,,13,,14,,0,,5,master only (1)
14232,2009,18,18,26,26,14,14,1,1,,3,matched (3)
14236,2009,4,4,19,19,14,14,1,1,,2,matched (3)
14237,2009,,15,,17,,12,,1,,3,master only (1)
14237,2010,,16,,18,,12,,1,,3,master only (1)
14237,2011,,17,,19,,12,,1,,3,master only (1)
14241,2011,1,,28,28,16,16,1,1,1,1,matched (3)
14241,2013,,,,30,,16,,1,,1,master only (1)
14246,2009,,5,,,,16,,1,,4,master only (1)
14247,2009,14,14,21,21,12,12,1,1,,5,matched (3)
14259,2012,,3,,7,,16,,1,,4,master only (1)
14259,2013,,4,,8,,16,,1,,4,master only (1)
14261,2009,,,,29,,14,,1,,,master only (1)
14261,2010,0,,29,29,14,14,1,1,3,3,matched (3)
14277,2009,,8,,13,,12,,1,,2,master only (1)
14285,2009,3,3,4,4,16,16,1,1,,5,matched (3)
14287,2009,5,5,10,10,14,14,1,1,,5,matched (3)
14287,2013,,1,,13,,14,,1,,5,master only (1)
14298,2009,,18,,23,,12,,1,,5,master only (1)
14298,2011,,20,,25,,12,,1,,4,master only (1)
14298,2012,,20,,25,,12,,1,,4,master only (1)
14298,2014,,22,,27,,12,,1,,4,master only (1)
14301,2009,3,3,4,4,16,16,1,1,,5,matched (3)
14302,2009,3,3,21,21,16,16,1,1,,2,matched (3)
14305,2009,4,4,25,25,12,12,1,1,,4,matched (3)
14305,2010,,5,,26,,12,,1,,2,master only (1)
14305,2011,,6,,27,,12,,1,,,master only (1)
14305,2012,,7,,28,,12,,1,,4,master only (1)
14305,2013,,8,,29,,12,,1,,5,master only (1)
14305,2014,,9,,30,,12,,1,,5,master only (1)
14308,2009,13,13,26,26,12,12,1,1,,2,matched (3)
14313,2012,,0,,0,,16,,0,,2,master only (1)
14326,2009,4,4,32,32,12,12,1,1,,2,matched (3)
14331,2009,,0,,1,,14,,0,,4,master only (1)
14341,2009,0,0,,,16,16,1,0,,5,matched (3)
14369,2011,,2,,19,,12,,1,,2,master only (1)
14371,2009,1,1,11,11,12,12,1,1,,1,matched (3)
14373,2009,0,0,44,44,9,9,1,0,,3,matched (3)
14376,2009,4,4,42,42,12,12,1,1,,2,matched (3)
14380,2009,0,0,6,6,16,16,1,0,,2,matched (3)
14390,2013,2,2,4,3,14,14,1,1,4,4,matched (3)
14390,2014,3,3,5,4,14,14,1,1,4,4,matched (3)
14397,2009,5,5,17,17,16,16,1,1,,2,matched (3)
14401,2009,,0,,12,,18,,0,,2,master only (1)
14411,2009,0,0,30,30,16,16,1,0,,2,matched (3)
14416,2010,,0,,2,,14,,0,,5,master only (1)
14416,2011,0,0,2,2,14,14,1,0,5,5,matched (3)
14416,2012,,0,,2,,14,,0,,5,master only (1)
14418,2009,31,31,,,12,12,1,1,,2,matched (3)
14422,2009,,,,,14,14,1,1,,5,matched (3)
14426,2009,,1,,10,,12,,1,,1,master only (1)
14426,2011,,3,,12,,12,,1,,1,master only (1)
14427,2009,9,9,12,12,16,16,1,1,,4,matched (3)
14436,2009,16,16,18,18,16,16,1,1,,3,matched (3)
14436,2010,,17,,19,,16,,1,,2,master only (1)
14436,2011,,18,,20,,16,,1,,3,master only (1)
14436,2013,,20,,22,,16,,1,,2,master only (1)
14440,2009,27,27,31,31,12,12,1,1,,3,matched (3)
14440,2011,,29,,33,,12,,1,,5,master only (1)
14441,2009,,5,,7,,12,,1,,2,master only (1)
14441,2010,,6,,8,,12,,1,,2,master only (1)
14441,2012,,0,,10,,12,,0,,4,master only (1)
14441,2013,,1,,11,,12,,1,,2,master only (1)
14441,2014,,2,,12,,12,,1,,2,master only (1)
14443,2011,,10,,12,,12,,1,,4,master only (1)
14443,2013,,12,,14,,12,,1,,4,master only (1)
14447,2009,,3,,4,,14,,1,,2,master only (1)
14447,2010,,4,,5,,14,,1,,5,master only (1)
14447,2012,,6,,7,,14,,1,,4,master only (1)
14447,2014,,8,,9,,14,,1,,5,master only (1)
14451,2009,22,22,23,23,12,12,1,1,,5,matched (3)
14465,2009,17,17,40,40,12,12,1,1,,2,matched (3)
14470,2012,,1,,6,,14,,1,,5,master only (1)
14470,2014,,3,,8,,14,,1,,5,master only (1)
14474,2009,25,25,26,26,16,16,1,1,,5,matched (3)
14474,2010,,0,,27,,16,,0,,5,master only (1)
14474,2011,,1,,28,,16,,1,,5,master only (1)
14474,2012,,2,,29,,16,,1,,5,master only (1)
14474,2014,,4,,31,,16,,1,,5,master only (1)
14480,2009,39,39,42,42,12,12,1,1,,4,matched (3)
14481,2013,,2,,4,,16,,1,,4,master only (1)
14484,2009,,,,19,,14,,1,,4,master only (1)
14484,2010,,,,20,,14,,1,,2,master only (1)
14484,2011,,,,21,,14,,1,,2,master only (1)
14495,2009,29,29,43,43,12,12,1,1,,5,matched (3)
14499,2013,,0,,11,,12,,0,,3,master only (1)
14499,2014,,0,,12,,12,,0,,3,master only (1)
14507,2009,,,24,24,16,16,1,1,,3,matched (3)
14507,2010,0,,25,25,16,16,1,1,3,3,matched (3)
14507,2011,1,,26,26,16,16,1,1,3,3,matched (3)
14507,2012,2,,27,27,16,16,1,1,2,2,matched (3)
14507,2013,3,,28,28,16,16,1,1,3,3,matched (3)
14507,2014,4,,29,29,16,16,1,1,2,2,matched (3)
14514,2011,,0,,14,,16,,0,,5,master only (1)
14514,2013,,2,,16,,16,,1,,4,master only (1)
14514,2014,,3,,17,,16,,1,,5,master only (1)
14516,2009,1,1,4,4,12,12,1,1,,2,matched (3)
14529,2009,6,6,35,35,12,12,1,1,,4,matched (3)
14529,2013,,10,,39,,12,,1,,4,master only (1)
14533,2010,0,,11,11,12,12,1,1,4,4,matched (3)
14537,2009,,7,,10,,12,,1,,1,master only (1)
14537,2010,,8,,11,,12,,1,,1,master only (1)
14537,2011,,9,,12,,12,,1,,1,master only (1)
14537,2012,,10,,13,,12,,1,,1,master only (1)
15001,2009,2,2,,,16,16,1,1,,5,matched (3)
15002,2009,,4,,16,,12,,1,,1,master only (1)
15002,2010,,4,,16,,12,,1,,1,master only (1)
15005,2009,24,24,25,25,16,16,1,1,,5,matched (3)
15006,2009,1,1,2,2,14,14,1,1,,5,matched (3)
15011,2009,2,2,29,29,12,12,1,1,,2,matched (3)
15013,2009,15,15,23,23,12,12,1,1,,5,matched (3)
15013,2011,,17,,25,,12,,1,,3,master only (1)
15015,2009,32,32,33,33,16,16,1,1,,5,matched (3)
15017,2011,,25,,27,,16,,1,,5,master only (1)
15017,2013,,27,,29,,16,,1,,5,master only (1)
15017,2014,,28,,30,,16,,1,,5,master only (1)
15020,2010,,0,,22,,18,,0,,5,master only (1)
15021,2009,9,9,20,20,16,16,1,1,,5,matched (3)
15023,2009,11,11,6,6,14,14,1,1,,5,matched (3)
15024,2009,1,1,38,38,16,16,1,1,,1,matched (3)
15029,2009,2,2,,,18,18,1,1,,1,matched (3)
15030,2009,22,22,24,24,16,16,1,1,,5,matched (3)
15031,2009,17,17,19,19,16,16,1,1,,5,matched (3)
15034,2009,,,15,15,14,14,1,1,,5,matched (3)
15035,2009,23,23,25,25,16,16,1,1,,5,matched (3)
15035,2013,,27,,29,,16,,1,,5,master only (1)
15036,2009,19,19,21,21,14,14,1,1,,5,matched (3)
15045,2009,34,34,35,35,16,16,1,1,,5,matched (3)
15046,2009,,0,,22,,12,,0,,4,master only (1)
15046,2010,,1,,23,,12,,1,,4,master only (1)
15046,2011,,2,,24,,12,,1,,4,master only (1)
15053,2009,28,28,36,36,16,16,1,1,,5,matched (3)
15055,2009,33,33,35,35,12,12,1,1,,5,matched (3)
15058,2009,13,13,12,12,16,16,1,1,,5,matched (3)
15058,2010,,14,,13,,16,,1,,5,master only (1)
15058,2011,,15,,14,,16,,1,,5,master only (1)
15061,2009,0,0,,,12,12,1,0,,3,matched (3)
15065,2009,4,4,44,43,16,16,1,1,,4,matched (3)
15068,2010,,4,,6,,14,,1,,2,master only (1)
15068,2011,,5,,7,,14,,1,,2,master only (1)
15068,2012,,6,,8,,14,,1,,2,master only (1)
15068,2013,,7,,9,,14,,1,,2,master only (1)
15071,2009,11,11,24,24,12,12,1,1,,2,matched (3)
15073,2009,24,24,30,30,16,16,1,1,,2,matched (3)
15077,2009,20,20,25,25,12,12,1,1,,4,matched (3)
15080,2009,1,1,15,15,14,14,1,1,,3,matched (3)
15083,2009,4,4,5,5,16,16,1,1,,5,matched (3)
15088,2013,,,,11,,16,,1,,3,master only (1)
15088,2014,,,,12,,16,,1,,3,master only (1)
15091,2009,36,36,37,37,12,12,1,1,,5,matched (3)
15092,2009,14,14,20,20,18,18,1,1,,5,matched (3)
9,2010,5,,20,,14,,1,,5,,using only (2)
9,2013,8,,23,,14,,1,,5,,using only (2)
27,2004,2,,44,,12,,1,,4,,using only (2)
46,2011,9,,44,,12,,1,,4,,using only (2)
71,2006,11,,13,,16,,1,,4,,using only (2)
71,2012,17,,19,,16,,1,,4,,using only (2)
83,2011,0,,37,,12,,0,,4,,using only (2)
86,2009,3,,31,,12,,1,,5,,using only (2)
89,2004,42,,44,,12,,1,,5,,using only (2)
96,2007,2,,8,,12,,1,,4,,using only (2)
96,2012,7,,13,,12,,1,,4,,using only (2)
97,2006,1,,24,,12,,1,,5,,using only (2)
97,2007,2,,25,,12,,1,,5,,using only (2)
112,2010,3,,6,,12,,1,,4,,using only (2)
131,2006,23,,31,,12,,1,,3,,using only (2)
135,2014,15,,16,,16,,1,,5,,using only (2)
163,2007,2,,40,,12,,1,,4,,using only (2)
163,2011,1,,43,,12,,1,,4,,using only (2)
163,2012,2,,44,,12,,1,,4,,using only (2)
163,2013,3,,45,,12,,1,,4,,using only (2)
201,2011,1,,13,,12,,1,,3,,using only (2)
201,2013,2,,14,,12,,1,,3,,using only (2)
273,2009,7,,22,,12,,1,,1,,using only (2)
278,2008,17,,18,,14,,1,,5,,using only (2)
283,2007,24,,25,,16,,1,,5,,using only (2)
288,2008,15,,33,,16,,1,,1,,using only (2)
293,2010,13,,40,,12,,1,,5,,using only (2)
326,2006,0,,37,,16,,0,,5,,using only (2)
353,2005,39,,40,,12,,1,,5,,using only (2)
368,2005,5,,9,,14,,1,,5,,using only (2)
368,2010,0,,14,,14,,0,,2,,using only (2)
368,2011,0,,15,,14,,0,,2,,using only (2)
368,2012,1,,16,,14,,1,,2,,using only (2)
368,2013,2,,17,,14,,1,,2,,using only (2)
378,2014,1,,15,,16,,1,,2,,using only (2)
408,2005,10,,38,,9,,1,,3,,using only (2)
408,2007,12,,40,,9,,1,,3,,using only (2)
408,2010,15,,43,,9,,1,,3,,using only (2)
434,2004,4,,32,,16,,1,,4,,using only (2)
434,2007,7,,35,,16,,1,,5,,using only (2)
461,2009,1,,10,,16,,1,,2,,using only (2)
461,2011,0,,10,,16,,1,,2,,using only (2)
461,2012,1,,11,,16,,1,,3,,using only (2)
466,2010,0,,25,,16,,0,,1,,using only (2)
466,2011,0,,26,,16,,0,,2,,using only (2)
469,2014,14,,26,,16,,1,,4,,using only (2)
472,2012,1,,37,,16,,1,,5,,using only (2)
510,2005,26,,27,,16,,1,,2,,using only (2)
510,2007,28,,29,,16,,1,,2,,using only (2)
514,2006,1,,38,,12,,1,,4,,using only (2)
538,2009,9,,11,,16,,1,,5,,using only (2)
538,2010,10,,12,,16,,1,,5,,using only (2)
541,2012,37,,40,,12,,1,,2,,using only (2)
541,2014,0,,42,,12,,0,,4,,using only (2)
546,2007,7,,11,,16,,1,,5,,using only (2)
546,2011,10,,14,,16,,1,,5,,using only (2)
549,2007,15,,16,,14,,1,,4,,using only (2)
565,2009,17,,19,,12,,1,,5,,using only (2)
565,2010,18,,20,,12,,1,,5,,using only (2)
574,2011,0,,27,,12,,0,,2,,using only (2)
575,2005,0,,26,,12,,0,,5,,using only (2)
579,2011,4,,6,,16,,1,,5,,using only (2)
589,2013,0,,39,,14,,0,,5,,using only (2)
589,2014,1,,40,,14,,1,,5,,using only (2)
598,2004,12,,11,,16,,1,,5,,using only (2)
611,2010,26,,38,,16,,1,,5,,using only (2)
652,2009,3,,35,,14,,1,,4,,using only (2)
660,2004,8,,27,,12,,1,,4,,using only (2)
669,2008,19,,21,,16,,1,,5,,using only (2)
671,2013,22,,23,,16,,1,,5,,using only (2)
677,2013,10,,18,,16,,1,,5,,using only (2)
691,2010,1,,26,,12,,1,,5,,using only (2)
715,2007,8,,38,,14,,1,,2,,using only (2)
784,2011,10,,25,,12,,1,,5,,using only (2)
784,2013,12,,27,,12,,1,,5,,using only (2)
793,2004,28,,31,,14,,1,,5,,using only (2)
814,2011,7,,23,,16,,1,,5,,using only (2)
817,2012,17,,19,,16,,1,,5,,using only (2)
818,2012,1,,36,,16,,1,,1,,using only (2)
850,2006,1,,25,,12,,1,,3,,using only (2)
862,2008,2,,17,,12,,1,,4,,using only (2)
862,2011,5,,20,,12,,1,,4,,using only (2)
862,2012,6,,21,,12,,1,,4,,using only (2)
862,2014,8,,23,,12,,1,,4,,using only (2)
904,2008,8,,11,,18,,1,,3,,using only (2)
917,2004,5,,45,,12,,1,,3,,using only (2)
918,2008,0,,11,,12,,0,,3,,using only (2)
958,2004,21,,23,,12,,1,,4,,using only (2)
958,2013,30,,32,,12,,1,,5,,using only (2)
