id,marital,sex,earnmost,workstatus,owner,ind,size,employed,regular,occ,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,head,year,age
30099,1,2,0,3,2,16,4,5,5,4,5,4,88888,888888,950,88888,0,20,20,0,0,2005,61
30100,1,1,1,1,2,5,5,5,2,5,2,1,473,888888,888888,88888,233,22,48,999,1,2005,48
30101,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,33
30102,1,1,1,1,1,15,1,1,8,10,5,1,350,888888,888888,88888,380,24,45,0,1,2005,53
30106,1,1,1,1,1,5,1,1,8,8,1,1,360,888888,888888,88888,50,21,38,999,1,2005,34
30108,1,2,0,3,2,5,1,6,8,12,5,1,10,888888,888888,88888,0,7,10,999,0,2005,40
30109,1,1,1,1,1,5,2,3,8,8,5,1,375,888888,888888,88888,0,20,50,999,1,2005,61
30110,1,1,1,1,9,5,3,5,2,5,5,1,600,888888,888888,88888,10,5,50,2,1,2005,60
30111,1,1,1,1,2,5,5,5,2,5,2,1,627,888888,888888,88888,193,24,50,15,1,2005,56
30113,1,1,1,1,2,10,4,5,4,7,5,1,259,888888,888888,88888,18,16,999,999,1,2005,61
30114,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,41
30115,1,1,1,1,2,5,5,5,2,3,1,1,550,888888,888888,88888,200,25,7,2,1,2005,49
30117,1,2,0,1,2,16,4,5,5,7,9,1,50,888888,888888,88888,0,15,20,0,0,2005,38
30119,1,1,1,1,2,5,5,5,1,6,3,1,520,888888,888888,88888,240,20,45,5,1,2005,46
30120,1,1,1,1,2,5,4,5,1,8,1,1,380,888888,888888,88888,85,21,50,10,1,2005,31
30122,1,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,74
30124,1,1,1,1,1,7,2,1,8,4,5,1,200,888888,888888,88888,0,25,72,999,1,2005,68
30126,1,1,1,1,3,15,1,5,2,10,1,1,600,888888,888888,88888,0,25,40,0,1,2005,73
30127,1,1,1,1,1,12,9,5,2,9,2,1,450,888888,888888,88888,120,20,14,999,1,2005,46
30128,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,60
30129,1,1,1,1,2,12,5,5,4,9,2,1,180,888888,888888,88888,30,20,35,999,1,2005,63
30130,1,1,1,1,1,4,1,1,8,8,5,5,88888,888888,888888,300,0,20,999,999,1,2005,61
30131,1,2,0,3,2,6,5,5,5,3,2,4,88888,888888,820,88888,0,6,20,999,0,2005,41
30136,1,1,1,1,2,6,5,5,2,6,1,1,400,888888,888888,88888,150,23,40,999,1,2005,42
30137,1,1,1,1,2,6,5,5,1,3,1,1,290,888888,888888,88888,100,20,55,10,1,2005,34
30138,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,24
30139,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,39
30141,1,1,1,1,4,17,6,5,2,6,2,1,510,888888,888888,88888,189,23,8,2,1,2005,50
30142,1,2,0,3,3,99,4,5,5,4,1,3,88888,6240,888888,88888,20,10,20,0,0,2005,65
30143,1,1,1,1,2,6,5,5,2,3,3,1,426,888888,888888,88888,210,27,14,7,1,2005,53
30146,1,1,1,1,2,10,5,5,1,7,3,1,250,888888,888888,88888,80,20,36,0,1,2005,37
30147,1,2,0,3,3,16,5,5,5,4,1,1,75,888888,888888,88888,15,12,30,0,0,2005,45
30148,1,1,1,1,1,4,2,5,2,10,1,1,359,888888,888888,88888,134,20,45,1,1,2005,50
30149,1,2,0,3,1,16,2,5,5,4,1,4,88888,888888,720,88888,0,16,9,0,0,2005,56
30150,1,1,1,1,1,16,1,1,8,4,9,1,99999,888888,888888,88888,99999,23,50,0,1,2005,58
30151,1,2,0,3,3,99,3,5,5,12,1,1,35,888888,888888,88888,0,10,12,999,0,2005,48
30152,1,2,0,1,2,5,4,5,5,8,1,1,100,888888,888888,88888,0,24,72,0,0,2005,30
30153,1,1,1,1,2,13,4,5,1,7,1,9,88888,888888,888888,88888,30,25,60,999,1,2005,35
30154,1,1,1,1,2,4,5,5,1,6,3,1,550,888888,888888,88888,160,20,40,0,1,2005,55
30155,1,2,0,3,1,6,1,5,5,3,9,1,100,888888,888888,88888,0,20,6,0,0,2005,27
30156,1,2,0,3,1,6,1,3,8,3,5,9,88888,888888,888888,88888,99999,18,999,999,0,2005,52
30157,1,2,0,3,2,16,4,5,5,4,2,4,88888,888888,800,88888,0,3,10,999,0,2005,35
30159,1,2,0,3,3,14,4,5,5,10,1,1,95,888888,888888,88888,8,12,25,3,0,2005,59
30160,1,1,1,1,2,11,5,5,4,5,1,1,475,888888,888888,88888,318,20,55,15,1,2005,57
30161,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,57
30162,1,2,0,3,1,16,1,3,8,6,1,9,88888,888888,888888,88888,99999,20,36,999,0,2005,36
30163,1,2,0,1,1,16,2,5,1,5,1,1,250,888888,888888,88888,60,22,999,5,0,2005,51
30165,1,1,1,1,2,12,4,5,2,99,2,1,870,888888,888888,88888,573,23,40,999,1,2005,58
30166,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,59
30167,1,2,0,9,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,63
30168,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,34
30169,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,56
30170,1,1,1,1,2,16,4,5,3,5,1,1,1800,888888,888888,88888,0,25,8,0,1,2005,55
30172,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,68
30173,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,56
30174,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,67
30175,1,1,1,1,4,17,6,5,2,5,9,1,99999,888888,888888,88888,99999,22,39,999,1,2005,48
30176,1,2,0,3,1,6,2,5,5,3,5,1,60,888888,888888,88888,5,15,5,999,0,2005,56
30177,1,1,1,1,2,16,4,5,1,11,2,1,160,888888,888888,88888,0,20,48,999,1,2005,64
30178,1,1,1,1,2,5,5,5,2,8,3,1,150,888888,888888,88888,70,21,38,0,1,2005,20
30180,1,1,1,3,1,9,1,1,8,12,1,1,250,888888,888888,88888,0,6,21,0,1,2005,68
30181,1,1,1,1,2,16,3,6,8,11,5,3,88888,9000,888888,88888,0,6,48,30,1,2005,55
30182,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,63
30184,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,46
30185,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,51
30186,1,2,0,3,2,6,2,6,8,3,1,3,88888,8000,888888,88888,0,20,32,0,0,2005,52
30187,1,2,0,3,2,7,3,5,5,4,2,1,50,888888,888888,88888,0,20,20,0,0,2005,48
30188,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,65
30189,1,1,1,1,2,5,5,5,1,7,3,1,300,888888,888888,88888,100,20,40,0,1,2005,55
30191,1,1,1,1,2,4,3,5,1,8,1,3,88888,16000,888888,88888,0,20,48,3,1,2005,34
30193,1,1,1,1,2,5,2,5,5,8,1,4,88888,888888,1050,88888,0,5,26,0,1,2005,62
30195,1,1,1,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,67
30196,1,1,1,1,2,16,2,5,3,4,1,1,425,888888,888888,88888,90,25,54,3,1,2005,52
30197,1,2,0,9,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,50
30200,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,66
30201,1,2,0,1,2,16,4,5,5,3,1,4,88888,888888,800,88888,2,22,35,999,0,2005,31
30203,1,1,1,1,2,7,3,5,1,4,1,1,278,888888,888888,88888,0,23,8,999,1,2005,42
30204,1,2,0,3,1,6,1,3,8,3,9,1,100,888888,888888,88888,0,20,48,999,0,2005,60
30206,1,2,0,3,1,9,1,1,8,3,5,1,100,888888,888888,88888,99999,22,40,0,0,2005,57
30208,1,1,1,1,1,16,1,1,8,4,5,1,200,888888,888888,88888,0,25,72,999,1,2005,45
30211,1,1,1,1,2,5,3,5,1,10,1,1,210,888888,888888,88888,50,24,16,3,1,2005,30
30212,1,2,0,3,1,7,2,5,5,4,1,4,88888,888888,950,88888,0,20,18,0,0,2005,40
30213,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,41
30214,1,1,1,1,2,4,4,5,2,8,3,1,400,888888,888888,88888,90,23,80,15,1,2005,35
30215,1,1,1,1,2,7,4,5,4,4,2,1,313,888888,888888,88888,0,26,60,0,1,2005,42
30216,1,2,0,3,2,9,2,5,5,6,1,4,88888,888888,900,88888,0,12,21,0,0,2005,52
30217,1,2,0,1,3,15,4,5,4,10,4,1,200,888888,888888,88888,60,21,50,0,0,2005,29
30218,1,2,0,3,1,16,1,5,5,6,5,4,88888,888888,1050,88888,9,18,20,0,0,2005,56
30219,1,1,1,1,1,4,2,3,8,5,5,1,700,888888,888888,88888,0,27,72,0,1,2005,42
30220,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,57
30221,1,1,1,1,1,6,2,1,8,3,1,1,830,888888,888888,88888,99999,22,65,999,1,2005,38
30222,1,2,0,3,4,10,6,5,5,6,2,4,88888,888888,800,88888,6,20,10,2,0,2005,54
30223,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,43
30224,1,2,0,1,1,7,1,3,8,4,5,1,100,888888,888888,88888,0,25,72,999,0,2005,56
30227,1,1,1,4,2,5,5,5,1,6,3,1,400,888888,888888,88888,150,99,999,999,1,2005,46
30230,1,1,1,1,2,5,4,5,2,5,1,1,450,888888,888888,88888,40,21,50,8,1,2005,49
30231,1,1,1,1,2,16,3,5,5,6,1,9,88888,888888,888888,88888,0,15,40,0,1,2005,66
30232,1,1,1,1,1,5,1,1,8,8,5,1,1000,888888,888888,88888,0,99,999,999,1,2005,54
30233,1,1,1,1,2,5,5,5,2,5,2,9,88888,888888,888888,88888,99999,20,50,0,1,2005,38
30236,1,1,1,1,1,4,1,1,8,8,5,9,88888,888888,888888,88888,0,20,54,0,1,2005,64
30240,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,68
30241,1,2,0,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,39
30243,1,1,1,1,3,16,4,5,2,6,1,1,500,888888,888888,88888,200,25,50,999,1,2005,-97986
30247,1,2,0,3,2,6,5,5,5,6,2,1,75,888888,888888,88888,0,15,6,0,0,2005,29
30249,1,1,0,1,4,14,6,5,2,10,3,1,460,888888,888888,88888,200,20,50,999,0,2005,46
30250,1,1,1,1,2,5,2,5,1,8,1,1,410,888888,888888,88888,60,20,45,15,1,2005,45
30251,1,1,1,1,2,16,4,5,1,4,2,1,600,888888,888888,88888,80,23,72,999,1,2005,30
30252,1,2,0,1,1,7,1,3,8,4,1,1,70,888888,888888,88888,0,24,30,0,0,2005,69
30255,1,1,1,1,1,4,2,5,2,8,1,1,425,888888,888888,88888,75,21,40,2,1,2005,50
30256,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,56
30258,1,1,1,1,2,16,5,5,2,4,3,1,400,888888,888888,88888,60,21,13,4,1,2005,40
30260,1,2,0,4,2,14,4,5,1,10,1,1,300,888888,888888,88888,0,20,40,0,0,2005,39
30261,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,29
30262,1,1,1,1,2,5,5,5,2,5,3,1,400,888888,888888,88888,0,20,40,0,1,2005,49
30263,1,2,0,1,4,15,6,5,1,10,2,1,350,888888,888888,88888,150,22,50,0,0,2005,34
30267,1,1,1,1,2,5,4,5,2,8,3,1,450,888888,888888,88888,200,31,25,4,1,2005,56
30268,1,1,1,1,2,13,5,5,2,5,2,1,600,888888,888888,88888,100,20,7,0,1,2005,48
30269,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,57
30270,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,45
30271,1,2,0,3,1,6,1,3,8,3,1,1,80,888888,888888,88888,0,20,25,0,0,2005,58
30272,1,1,1,1,2,4,1,5,5,8,1,3,88888,12000,888888,88888,0,25,45,0,1,2005,37
30273,1,2,0,1,2,4,1,5,2,8,1,1,200,888888,888888,88888,20,20,40,0,0,2005,37
30275,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,36
30276,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,37
30277,1,1,1,1,2,10,2,5,2,7,1,1,450,888888,888888,88888,0,24,48,999,1,2005,52
30278,1,2,0,3,2,6,2,5,5,3,1,1,40,888888,888888,88888,0,16,10,0,0,2005,33
30280,1,1,1,1,1,4,1,1,8,8,5,1,350,888888,888888,88888,0,27,49,1,1,2005,35
30283,1,2,0,3,2,8,5,5,5,6,1,1,65,888888,888888,88888,0,11,16,1,0,2005,41
30285,1,1,1,1,2,4,1,5,1,8,1,1,300,888888,888888,88888,50,20,45,0,1,2005,37
30287,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,38
30288,1,2,0,3,2,6,5,5,5,3,3,4,88888,888888,891,88888,0,20,20,0,0,2005,37
30290,1,2,0,3,3,14,4,5,5,4,5,4,88888,888888,800,88888,0,15,36,0,0,2005,48
30291,1,1,1,1,1,16,1,5,1,8,1,1,365,888888,888888,88888,0,24,8,0,1,2005,54
30293,1,2,0,3,2,6,5,6,8,3,1,1,50,888888,888888,88888,0,5,40,1,0,2005,53
30295,1,2,0,1,2,14,5,5,4,10,2,1,200,888888,888888,88888,0,8,14,2,0,2005,62
30297,1,1,1,1,2,12,4,5,2,6,3,1,290,888888,888888,88888,85,23,60,10,1,2005,32
30299,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,66
30300,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,59
30303,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,72
30307,1,1,1,1,2,8,5,5,1,6,3,1,700,888888,888888,88888,400,20,55,15,1,2005,44
30308,1,2,0,1,2,16,5,6,8,4,5,9,88888,888888,888888,88888,0,15,10,0,0,2005,54
30309,1,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,78
30311,1,1,1,1,2,12,4,5,2,6,9,1,99999,888888,888888,88888,99999,20,55,15,1,2005,46
30314,1,1,0,1,2,6,3,5,2,3,1,1,485,888888,888888,88888,120,25,38,3,0,2005,63
30315,1,2,0,1,2,8,5,5,1,3,3,1,350,888888,888888,88888,80,20,20,5,0,2005,42
30318,1,1,1,1,1,14,2,5,2,10,1,1,500,888888,888888,88888,0,23,50,10,1,2005,51
30322,1,1,1,1,2,10,5,5,2,7,3,1,350,888888,888888,88888,80,11,65,10,1,2005,46
30324,1,1,1,1,2,5,4,5,3,5,5,5,88888,888888,888888,1600,0,22,40,0,1,2005,61
30326,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,55
30331,1,1,1,1,1,16,1,2,8,10,5,9,88888,888888,888888,88888,99999,99,999,999,1,2005,67
30332,1,2,0,1,2,14,3,5,1,99,1,1,300,888888,888888,88888,60,23,40,5,0,2005,32
30334,1,1,1,1,2,8,5,5,1,6,2,1,750,888888,888888,88888,300,28,90,50,1,2005,37
30341,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,46
30342,1,1,1,1,3,15,4,5,9,10,1,4,88888,888888,22000,88888,0,5,12,0,1,2005,68
30343,1,2,1,1,3,12,3,5,2,5,1,1,280,888888,888888,88888,0,20,999,999,1,2005,51
30345,1,1,1,1,1,6,1,1,8,3,1,1,300,888888,888888,88888,0,25,60,0,1,2005,43
30350,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,71
30352,1,2,0,3,2,6,5,5,5,4,2,4,88888,888888,900,88888,0,12,4,0,0,2005,47
30353,1,2,0,1,2,6,1,5,2,3,1,1,85,888888,888888,88888,0,31,48,0,0,2005,55
30355,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,37
30356,1,1,1,3,3,18,1,2,8,10,5,5,88888,888888,888888,100,0,2,10,999,1,2005,69
30362,1,2,0,1,1,7,1,3,8,4,1,3,88888,999999,888888,88888,0,6,30,0,0,2005,62
30366,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,50
30367,1,2,0,1,1,16,1,3,8,4,1,1,380,888888,888888,88888,0,25,48,0,0,2005,57
30369,1,1,0,1,9,5,2,5,2,8,9,1,450,888888,888888,88888,50,24,72,0,0,2005,45
30371,1,1,1,1,1,9,1,5,1,3,5,9,88888,888888,888888,88888,0,99,999,999,1,2005,67
30373,1,1,0,1,1,16,1,1,8,4,5,1,200,888888,888888,88888,0,24,40,999,0,2005,46
30374,1,1,1,1,2,5,5,5,2,10,3,1,550,888888,888888,88888,300,22,40,2,1,2005,58
30376,1,1,1,1,1,5,1,1,8,8,5,1,250,888888,888888,88888,0,30,70,999,1,2005,38
30377,1,1,1,1,2,11,5,5,2,10,2,1,550,888888,888888,88888,100,22,60,25,1,2005,46
30380,1,1,1,1,1,7,1,1,8,4,5,1,280,888888,888888,88888,0,26,72,999,1,2005,69
30384,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,42
30385,1,2,0,3,2,6,4,5,5,3,1,1,70,888888,888888,88888,0,17,16,0,0,2005,60
30386,1,1,1,1,2,5,5,5,2,5,2,1,600,888888,888888,88888,200,22,60,999,1,2005,46
30387,1,2,0,3,1,14,2,6,8,4,5,4,88888,888888,1100,88888,0,18,10,0,0,2005,65
30390,1,2,0,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,33
30391,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,37
30392,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,30
30394,1,2,0,3,2,6,5,5,5,3,2,4,88888,888888,850,88888,0,15,20,1,0,2005,41
30395,1,1,1,1,2,5,5,5,2,6,3,1,500,888888,888888,88888,200,20,13,4,1,2005,35
30396,1,2,0,3,2,14,5,5,5,10,1,3,88888,10000,888888,88888,0,4,6,0,0,2005,39
30402,1,1,1,1,2,6,5,5,2,4,3,1,99999,888888,888888,88888,99999,20,60,20,1,2005,36
30403,1,2,0,3,2,7,5,5,5,99,1,4,88888,888888,900,88888,0,10,16,0,0,2005,43
30404,1,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,69
30407,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,41
30412,1,2,0,3,1,16,1,3,8,4,5,1,80,888888,888888,88888,0,20,999,999,0,2005,62
30420,1,2,0,3,1,15,1,4,8,10,5,9,88888,888888,888888,88888,0,15,5,0,0,2005,44
30421,1,2,0,1,2,6,2,5,5,6,1,4,88888,888888,1070,88888,12,22,35,0,0,2005,47
30422,1,1,1,1,1,16,1,5,4,10,1,1,250,888888,888888,88888,50,20,40,0,1,2005,62
30423,1,2,0,1,1,16,1,3,8,4,5,1,50,888888,888888,88888,0,25,48,0,0,2005,33
30424,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,63
30425,1,1,1,3,2,16,4,5,5,8,1,4,88888,888888,1000,88888,0,15,25,0,1,2005,66
30427,1,1,1,1,2,4,1,5,1,8,1,1,300,888888,888888,88888,0,25,8,0,1,2005,55
30428,1,1,1,1,2,6,1,5,1,3,1,1,500,888888,888888,88888,0,20,40,2,1,2005,38
30429,1,1,1,1,2,16,4,5,7,7,2,1,295,888888,888888,88888,0,21,40,0,1,2005,66
30430,1,2,0,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,46
30435,1,1,1,1,1,4,2,9,8,8,1,3,88888,15000,888888,88888,0,25,999,999,1,2005,60
30437,1,1,1,1,3,18,3,2,8,10,5,1,400,888888,888888,88888,100,25,48,0,1,2005,48
30440,1,1,1,1,2,4,5,5,4,10,2,1,500,888888,888888,88888,40,25,60,15,1,2005,49
30442,1,2,0,1,1,6,1,3,8,3,5,1,80,888888,888888,88888,0,28,56,999,0,2005,54
30443,1,2,0,3,2,7,1,5,5,3,1,4,88888,888888,800,88888,0,20,15,0,0,2005,68
30444,1,1,1,1,1,7,1,1,8,4,5,9,88888,888888,888888,88888,99999,99,999,999,1,2005,50
30445,1,1,1,1,2,4,5,5,2,8,3,1,400,888888,888888,88888,60,22,70,999,1,2005,32
30446,1,1,1,1,2,5,1,5,5,6,1,1,290,888888,888888,88888,0,20,30,0,1,2005,35
30449,1,2,0,3,2,16,2,5,5,6,1,4,88888,888888,850,88888,0,24,36,10,0,2005,28
30451,1,2,0,1,1,6,1,3,8,3,5,9,88888,888888,888888,88888,99999,26,999,999,0,2005,62
30452,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,37
30453,1,2,0,1,2,6,5,5,5,3,3,4,88888,888888,840,88888,0,21,22,2,0,2005,29
30454,1,1,1,1,1,7,2,5,2,4,1,1,300,888888,888888,88888,0,26,72,0,1,2005,37
30455,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,70
30457,1,1,1,1,2,6,3,5,2,5,1,1,420,888888,888888,88888,60,20,35,0,1,2005,53
30463,1,2,0,1,2,8,5,5,1,3,3,1,180,888888,888888,88888,60,22,40,0,0,2005,39
30464,1,2,0,3,2,16,3,5,5,4,1,4,88888,888888,800,88888,0,12,14,0,0,2005,47
30465,1,2,0,3,1,16,1,2,8,6,1,5,88888,888888,888888,96,0,20,30,0,0,2005,57
30466,1,2,0,3,2,6,4,5,5,3,1,4,88888,888888,800,88888,2,25,33,0,0,2005,42
30468,1,1,1,1,2,6,3,5,2,3,1,5,88888,888888,888888,600,0,25,65,999,1,2005,42
30469,1,2,0,3,2,6,3,5,5,99,1,1,40,888888,888888,88888,99999,3,12,0,0,2005,40
30470,1,1,1,1,1,6,2,1,8,3,5,1,430,888888,888888,88888,0,30,40,999,1,2005,47
30471,1,1,1,1,2,5,5,5,2,10,3,1,650,888888,888888,88888,300,20,60,20,1,2005,42
30472,1,2,0,3,2,6,4,5,5,3,2,4,88888,888888,900,88888,0,20,20,0,0,2005,46
30473,1,1,1,1,2,16,4,5,1,11,1,1,300,888888,888888,88888,0,20,40,5,1,2005,56
30474,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,46
30475,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,37
30476,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,45
30477,1,1,1,1,4,17,6,5,1,6,3,1,300,888888,888888,88888,100,20,45,5,1,2005,31
30478,1,1,1,1,2,11,4,5,2,9,1,1,425,888888,888888,88888,140,20,50,15,1,2005,41
30479,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,38
30486,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,65
30487,1,1,1,1,3,15,5,5,2,5,3,5,88888,888888,888888,1000,200,22,55,7,1,2005,58
30491,1,1,1,1,2,16,4,5,1,7,3,5,88888,888888,888888,400,60,24,48,10,1,2005,29
30494,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,67
30495,1,1,1,1,1,16,2,1,8,10,1,1,1240,888888,888888,88888,0,30,50,999,1,2005,61
30496,1,2,0,3,2,6,4,5,5,3,1,3,88888,10000,888888,88888,0,6,7,0,0,2005,59
30498,1,2,0,3,3,14,1,2,8,10,1,1,400,888888,888888,88888,0,20,30,0,0,2005,67
30499,1,1,1,1,3,16,5,6,8,4,1,4,88888,888888,1000,88888,0,14,2,999,1,2005,74
30500,1,1,1,1,2,8,4,5,3,6,1,5,88888,888888,888888,1489,0,20,40,0,1,2005,57
30501,1,1,1,1,3,15,3,5,2,10,1,1,870,888888,888888,88888,400,23,40,999,1,2005,68
30502,1,2,0,3,1,5,1,6,8,10,5,9,88888,888888,888888,88888,0,16,8,999,0,2005,49
30503,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,57
30504,1,1,1,1,2,6,4,5,2,5,1,5,88888,888888,888888,700,0,23,60,0,1,2005,45
30505,1,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,68
30507,1,1,1,1,2,4,5,5,1,10,3,1,500,888888,888888,88888,50,25,72,27,1,2005,48
30509,1,2,0,9,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,25
30510,1,2,0,3,2,5,2,5,2,6,1,1,80,888888,888888,88888,0,14,8,0,0,2005,49
30511,1,2,0,3,2,16,5,5,5,4,2,4,88888,888888,800,88888,0,15,5,0,0,2005,40
30512,1,1,1,1,2,5,5,5,1,6,3,1,390,888888,888888,88888,200,22,65,25,1,2005,35
30513,1,2,0,3,1,4,1,5,1,99,1,1,70,888888,888888,88888,0,20,10,999,0,2005,36
30514,1,2,0,1,2,6,5,5,5,3,3,1,165,888888,888888,88888,22,22,38,3,0,2005,54
30515,1,1,1,1,2,11,4,5,2,10,3,1,300,888888,888888,88888,110,21,45,5,1,2005,40
30516,1,2,0,3,2,18,1,5,5,6,1,4,88888,888888,850,88888,10,20,25,0,0,2005,46
30517,1,2,0,3,1,7,1,5,5,4,1,4,88888,888888,800,88888,50,16,16,0,0,2005,33
30519,1,1,1,1,1,18,1,2,8,10,5,9,88888,888888,888888,88888,0,20,35,0,1,2005,45
30520,1,1,1,1,2,4,5,5,2,5,2,1,500,888888,888888,88888,200,22,40,0,1,2005,58
30524,1,1,1,1,1,16,2,2,8,6,5,5,88888,888888,888888,1500,0,24,40,0,1,2005,71
30526,1,1,1,1,2,5,5,5,2,5,1,1,700,888888,888888,88888,0,20,42,2,1,2005,53
30527,1,1,0,1,2,6,5,5,1,3,1,1,160,888888,888888,88888,0,20,44,6,0,2005,29
30529,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,50
30530,1,1,1,1,1,5,1,6,8,6,1,1,650,888888,888888,88888,0,26,100,999,1,2005,40
