id,marital,sex,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,head,year,age
20001,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2007,43
20003,1,2,0,3,10,4,15,6,5,5,2,1,80,888888,888888,88888,0,20,30,999,0,2007,41
20005,1,2,0,3,4,2,16,5,5,5,1,4,88888,888888,800,88888,0,20,35,2,0,2007,38
20007,1,2,0,3,10,3,16,4,6,8,5,4,88888,888888,4000,88888,0,3,5,999,0,2007,34
20008,1,1,1,1,11,2,16,5,5,9,2,3,88888,8000,888888,88888,0,14,8,0,1,2007,72
20009,1,1,1,1,6,2,5,5,5,2,3,1,300,888888,888888,88888,50,20,40,2,1,2007,36
20011,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2007,66
20013,2,1,0,1,8,1,4,1,5,1,1,1,350,888888,888888,88888,65,20,40,1,0,2007,37
20015,1,1,1,1,9,2,11,5,5,2,3,1,600,888888,888888,88888,250,20,58,20,1,2007,33
20017,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2007,67
20018,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2007,63
20022,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2007,68
20023,1,2,1,1,6,3,18,5,5,1,3,1,303,888888,888888,88888,90,20,31,1,1,2007,28
20024,1,2,0,3,6,2,5,4,5,5,1,4,88888,888888,950,88888,0,20,22,0,0,2007,48
20026,2,2,1,1,3,1,6,1,1,8,5,9,88888,888888,888888,88888,99999,28,56,0,1,2007,60
20027,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2007,65
20029,1,2,0,3,6,1,5,1,4,8,1,4,88888,888888,1000,88888,0,15,16,0,0,2007,43
20030,2,1,0,1,12,1,16,1,1,8,1,4,88888,888888,700,88888,0,24,25,6,0,2007,33
20031,2,2,1,1,6,2,4,1,5,1,1,1,180,888888,888888,88888,52,22,35,0,1,2007,69
20032,1,2,0,1,4,1,16,2,3,8,1,1,150,888888,888888,88888,0,21,55,0,0,2007,38
20033,2,1,0,1,10,1,18,2,5,5,5,1,130,888888,888888,88888,0,99,999,999,0,2007,27
20035,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2007,59
20036,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2007,70
