id,marital,sex,head,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,workdaypermonth,workhourperweek,overworkperweek,paidoverworkperweek,year,age
57,1,2,1,1,1,6,1,14,1,3,8,5,1,126,888888,888888,88888,22,42,0,0,2012,47
58,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,68
59,1,1,1,1,1,5,2,10,5,5,2,2,1,760,888888,888888,88888,20,38,0,0,2012,53
60,1,1,1,1,1,7,2,10,5,5,1,3,1,456,888888,888888,88888,22,40,0,0,2012,52
62,1,2,0,0,1,4,2,7,3,5,5,9,4,88888,888888,840,88888,22,25,999,999,2012,43
63,1,2,0,1,1,5,4,14,6,5,2,3,1,543,888888,888888,88888,20,47,7,0,2012,57
65,1,1,1,1,1,3,2,6,5,5,2,3,1,350,888888,888888,88888,22,50,999,0,2012,40
66,1,1,1,1,1,8,9,16,3,5,2,1,1,270,888888,888888,88888,24,30,3,999,2012,43
67,1,1,1,1,1,8,2,16,4,5,5,1,9,88888,888888,888888,88888,15,22,0,0,2012,68
68,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,33
69,1,2,1,1,1,3,1,8,1,9,8,9,9,88888,888888,888888,88888,99,999,999,999,2012,60
70,1,2,0,0,3,99,4,15,2,5,7,5,4,88888,888888,1270,88888,4,3,0,0,2012,64
72,1,1,1,1,1,5,2,5,2,5,2,1,1,650,888888,888888,88888,26,76,999,999,2012,45
73,1,1,1,1,1,6,2,5,2,5,3,1,1,250,888888,888888,88888,20,45,999,999,2012,54
77,2,2,1,1,1,4,3,14,2,5,1,1,1,240,888888,888888,88888,6,48,7,3,2012,48
78,1,1,0,0,1,3,1,6,1,3,8,5,1,200,888888,888888,88888,22,48,999,999,2012,44
80,1,2,0,0,1,3,1,6,1,5,5,1,1,140,888888,888888,88888,25,52,999,999,2012,48
82,1,1,1,1,1,4,1,16,1,1,8,1,1,100,888888,888888,88888,20,48,999,999,2012,56
83,1,2,0,0,1,3,2,6,4,5,5,3,4,88888,888888,910,88888,18,20,0,0,2012,29
84,1,2,0,0,3,4,1,16,1,1,8,5,3,88888,5000,888888,88888,18,4,999,999,2012,41
85,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,59
86,1,2,0,0,3,4,1,16,2,5,5,1,4,88888,888888,1200,88888,20,10,0,0,2012,71
87,2,1,1,1,1,4,2,16,4,5,2,1,1,320,888888,888888,88888,26,9,1,0,2012,56
88,1,2,0,0,3,4,1,16,1,3,8,5,1,90,888888,888888,88888,25,8,0,0,2012,43
89,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,60
94,1,2,0,0,3,6,1,9,1,3,8,5,1,52,888888,888888,88888,2,2,0,0,2012,59
95,1,1,1,1,1,8,1,4,1,1,8,5,1,300,888888,888888,88888,25,40,999,0,2012,54
96,1,1,1,1,1,10,3,15,4,5,1,3,1,382,888888,888888,88888,26,45,0,0,2012,49
98,1,1,1,1,1,6,2,8,5,5,2,3,1,700,888888,888888,88888,20,60,20,0,2012,47
99,1,1,1,1,1,10,4,15,3,5,1,2,1,327,888888,888888,88888,99,999,999,999,2012,62
101,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,66
103,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,64
104,1,2,0,1,1,6,2,8,5,5,1,1,5,88888,888888,888888,1200,20,50,10,0,2012,45
106,1,1,1,1,1,3,1,6,1,1,8,5,1,250,888888,888888,88888,20,50,999,999,2012,27
107,1,1,1,0,1,4,2,9,4,5,5,1,1,60,888888,888888,88888,15,16,0,0,2012,69
108,1,2,0,0,3,6,2,6,3,5,5,1,4,88888,888888,950,88888,12,18,0,0,2012,44
109,1,2,1,1,3,4,1,7,1,3,8,1,4,88888,888888,1000,88888,8,6,999,999,2012,64
110,1,1,0,0,3,4,3,16,5,6,8,1,1,25,888888,888888,88888,20,5,999,999,2012,64
112,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,36
113,1,2,0,0,3,3,1,16,2,5,5,1,1,60,888888,888888,88888,8,16,0,0,2012,43
115,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,80
117,1,2,0,0,1,4,1,14,2,5,5,2,1,100,888888,888888,88888,13,21,0,999,2012,38
119,1,2,1,1,3,4,1,16,1,3,8,5,1,110,888888,888888,88888,22,40,999,999,2012,63
121,1,2,0,0,4,10,3,14,5,5,1,3,1,190,888888,888888,88888,20,8,999,999,2012,32
122,1,2,0,0,3,10,2,15,2,5,5,1,4,88888,888888,900,88888,7,6,0,0,2012,41
123,1,2,0,1,3,6,2,12,3,9,8,5,5,88888,888888,888888,700,20,6,0,0,2012,50
124,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,76
125,1,1,1,1,1,9,2,11,4,5,1,3,1,700,888888,888888,88888,20,60,40,5,2012,47
126,1,1,1,1,1,5,3,12,5,5,2,1,1,600,888888,888888,88888,25,60,10,10,2012,54
127,1,1,1,1,1,11,2,16,5,5,4,1,2,248,888888,888888,88888,26,54,0,0,2012,65
128,2,2,1,0,1,10,1,16,1,2,8,5,9,88888,888888,888888,88888,30,50,999,999,2012,46
130,1,1,1,1,1,3,2,5,1,9,8,9,1,500,888888,888888,88888,99,999,999,999,2012,73
132,1,1,1,1,1,8,1,4,9,1,8,5,1,400,888888,888888,88888,20,35,999,0,2012,52
135,1,1,1,0,1,6,2,16,5,5,4,2,1,164,888888,888888,88888,12,30,0,0,2012,60
137,1,2,1,1,1,10,2,14,5,5,1,2,1,230,888888,888888,88888,22,55,10,0,2012,54
138,1,1,1,0,1,9,2,9,3,5,1,1,1,300,888888,888888,88888,20,45,5,0,2012,33
139,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,74
140,1,2,0,0,3,8,2,10,3,6,8,5,1,60,888888,888888,88888,16,15,999,0,2012,40
141,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,61
144,1,2,0,0,1,3,2,6,3,5,5,1,4,88888,888888,1000,88888,20,30,0,0,2012,42
145,1,2,0,0,3,10,2,15,4,4,8,1,4,88888,888888,1455,88888,4,9,0,0,2012,58
147,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,77
148,1,2,0,0,3,8,1,18,2,6,8,5,1,10,888888,888888,88888,20,15,0,0,2012,34
149,1,2,0,0,1,3,2,6,5,5,5,2,4,88888,888888,900,88888,22,25,999,999,2012,59
150,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,67
151,1,1,1,0,1,9,2,11,4,5,2,1,1,200,888888,888888,88888,19,40,5,0,2012,34
154,1,1,1,1,1,9,2,11,2,5,2,1,1,400,888888,888888,88888,22,50,10,0,2012,42
157,1,1,1,1,1,10,2,11,5,5,1,1,1,400,888888,888888,88888,20,50,0,0,2012,42
159,1,2,0,0,1,6,4,17,6,5,1,3,1,450,888888,888888,88888,22,50,10,0,2012,43
161,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,67
162,1,2,0,0,3,4,9,7,3,5,5,1,4,88888,888888,950,88888,21,26,1,1,2012,40
163,1,2,0,0,3,4,3,16,5,6,8,5,4,88888,888888,850,88888,12,9,0,0,2012,60
164,1,1,1,1,1,10,2,16,5,5,7,1,1,500,888888,888888,88888,21,54,999,0,2012,61
166,1,2,0,0,1,6,2,8,4,5,5,3,1,65,888888,888888,88888,12,18,1,0,2012,41
168,1,1,0,0,3,10,3,14,3,5,5,1,4,88888,888888,900,88888,18,20,0,0,2012,70
170,1,2,0,0,3,6,2,5,4,5,5,1,4,88888,888888,1180,88888,15,15,999,999,2012,50
171,1,1,1,1,1,10,1,16,1,2,8,1,1,150,888888,888888,88888,30,63,999,999,2012,41
172,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,64
173,1,2,0,0,3,4,2,9,3,6,8,5,4,88888,888888,1000,88888,8,8,0,0,2012,44
176,1,1,1,1,1,3,1,6,1,1,8,5,1,2500,888888,888888,88888,26,78,999,999,2012,41
177,1,1,1,1,9,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,67
178,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,42
179,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,71
180,1,1,1,1,1,5,2,11,3,5,2,1,5,88888,888888,888888,700,20,45,5,0,2012,52
181,1,1,1,1,1,10,3,16,5,5,4,2,5,88888,888888,888888,800,20,50,999,0,2012,54
182,1,1,1,1,1,3,2,9,1,2,8,5,5,88888,888888,888888,200,15,4,999,0,2012,71
183,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,44
184,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,66
185,1,1,1,1,1,8,1,4,1,1,8,4,1,450,888888,888888,88888,21,48,999,999,2012,50
188,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,54
189,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,64
190,1,1,0,0,1,6,2,11,4,5,1,1,1,350,888888,888888,88888,20,40,2,0,2012,43
192,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,62
193,1,2,0,0,4,9,2,11,5,5,1,1,1,300,888888,888888,88888,20,45,1,1,2012,31
194,1,2,0,0,3,99,2,15,2,4,8,5,1,7,888888,888888,88888,7,10,0,0,2012,33
196,1,2,1,1,1,4,1,16,9,3,8,9,9,88888,888888,888888,88888,23,50,999,999,2012,52
198,2,2,0,0,3,10,1,15,1,4,8,5,4,88888,888888,1000,88888,15,5,999,0,2012,72
199,1,1,1,1,1,8,2,16,3,5,1,1,4,88888,888888,1800,88888,25,60,10,10,2012,29
200,1,1,1,1,1,99,4,17,6,5,4,3,1,157,888888,888888,88888,15,30,0,0,2012,64
201,1,2,0,0,3,4,2,16,4,5,5,5,4,88888,888888,1500,88888,3,4,0,0,2012,27
202,1,1,1,0,1,10,1,4,1,2,8,5,1,80,888888,888888,88888,20,40,999,999,2012,41
204,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,39
205,1,2,0,0,1,6,2,8,5,5,5,2,4,88888,888888,1210,88888,20,36,1,0,2012,50
206,1,1,1,1,1,7,4,10,6,5,1,3,1,410,888888,888888,88888,22,14,1,1,2012,42
207,1,1,1,1,1,6,2,16,5,5,2,1,1,540,888888,888888,88888,20,50,10,0,2012,48
208,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,69
209,1,1,1,1,1,3,1,16,2,1,8,1,1,450,888888,888888,88888,28,84,999,0,2012,43
210,1,1,1,1,1,4,1,7,1,1,8,5,1,99999,888888,888888,88888,25,999,999,999,2012,58
211,1,1,1,0,3,3,1,6,1,1,8,5,5,88888,888888,888888,80,99,999,999,999,2012,65
212,1,2,0,0,1,6,2,10,4,5,6,2,4,88888,888888,1600,88888,20,40,5,5,2012,43
213,1,1,1,1,1,3,2,5,4,5,2,3,1,320,888888,888888,88888,20,45,5,0,2012,33
214,1,1,1,1,1,8,2,16,2,5,2,1,1,370,888888,888888,88888,24,48,0,0,2012,43
215,1,1,1,1,1,10,4,15,6,5,7,2,1,155,888888,888888,88888,16,20,0,0,2012,61
217,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,77
221,1,1,1,1,1,10,2,5,3,5,2,2,1,700,888888,888888,88888,20,42,999,999,2012,64
224,1,1,1,1,1,11,2,16,4,5,4,2,4,88888,888888,960,88888,22,45,5,3,2012,62
225,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,70
226,1,2,0,0,3,6,3,14,2,5,5,1,4,88888,888888,900,88888,16,13,0,0,2012,53
230,1,2,0,0,4,6,4,17,6,5,1,2,1,99999,888888,888888,88888,20,40,0,0,2012,36
231,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,58
232,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,74
233,1,1,1,1,1,3,2,9,5,5,2,1,1,750,888888,888888,88888,22,50,3,0,2012,51
235,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,68
236,1,1,1,1,1,7,2,10,4,5,1,3,1,400,888888,888888,88888,23,43,8,8,2012,36
237,1,1,1,1,1,5,3,15,4,5,2,1,1,1250,888888,888888,88888,20,35,999,999,2012,66
238,1,2,0,0,4,6,2,12,4,5,2,1,1,215,888888,888888,88888,22,37,999,999,2012,34
240,1,2,0,0,1,6,3,16,1,5,1,1,1,200,888888,888888,88888,20,40,0,0,2012,65
241,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,79
243,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,71
245,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,41
246,1,2,0,0,3,6,2,10,2,5,1,1,1,183,888888,888888,88888,5,5,999,999,2012,73
247,1,1,1,1,1,6,2,12,4,5,2,2,1,800,888888,888888,88888,23,50,12,0,2012,41
248,1,1,1,1,1,3,1,6,1,1,8,5,9,88888,888888,888888,88888,99,999,999,999,2012,75
249,1,2,0,0,3,4,1,16,1,5,5,1,4,88888,888888,800,88888,18,6,999,999,2012,41
250,1,2,0,0,3,6,3,14,4,6,8,9,1,34,888888,888888,88888,10,9,0,999,2012,54
252,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,72
253,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,73
254,1,1,1,1,1,10,2,5,3,5,1,1,1,380,888888,888888,88888,20,59,19,19,2012,36
256,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,75
258,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,61
259,1,2,0,0,3,6,1,14,2,5,5,1,4,88888,888888,999,88888,2,999,999,999,2012,35
260,1,2,0,0,3,4,2,7,4,5,5,9,4,88888,888888,860,88888,15,12,999,999,2012,49
262,1,1,1,1,1,4,1,16,1,1,8,5,9,88888,888888,888888,88888,25,9,999,999,2012,36
264,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,70
265,1,2,1,1,1,6,2,16,4,5,7,1,1,480,888888,888888,88888,23,37,0,0,2012,60
266,1,2,0,0,1,4,1,16,2,3,8,1,1,270,888888,888888,88888,21,42,999,999,2012,63
268,1,2,0,0,1,3,1,6,2,1,8,5,1,200,888888,888888,88888,20,18,999,999,2012,61
269,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,68
270,1,2,0,0,1,6,2,11,4,5,6,2,5,88888,888888,888888,64,21,43,3,3,2012,42
271,1,1,1,1,1,7,2,10,5,5,1,3,1,630,888888,888888,88888,26,50,14,14,2012,47
273,1,2,1,1,1,3,2,8,5,5,1,3,1,350,888888,888888,88888,20,8,999,999,2012,56
274,1,2,0,0,1,4,1,16,1,1,8,5,1,100,888888,888888,88888,25,42,999,999,2012,67
275,1,1,1,1,1,8,9,4,2,5,1,1,1,350,888888,888888,88888,22,60,0,0,2012,33
276,1,1,1,0,1,4,2,9,5,5,5,1,4,88888,888888,850,88888,18,12,999,999,2012,66
277,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,39
278,1,2,0,0,4,8,1,6,1,3,8,9,9,88888,888888,888888,88888,10,2,999,0,2012,57
279,1,1,1,1,1,8,1,4,2,6,8,5,3,88888,14000,888888,88888,99,999,999,999,2012,40
281,1,1,1,1,1,1,1,1,1,1,8,5,5,88888,888888,888888,125,30,49,0,0,2012,69
285,1,2,0,1,3,4,3,14,2,5,5,1,4,88888,888888,860,88888,20,40,0,0,2012,61
287,1,2,0,1,1,4,2,16,4,5,5,9,4,88888,888888,850,88888,28,36,999,999,2012,47
288,1,2,0,0,3,3,1,6,9,1,8,5,1,30,888888,888888,88888,5,1,999,999,2012,64
289,1,1,1,1,1,5,2,5,4,5,2,2,1,438,888888,888888,88888,21,50,9,0,2012,45
290,1,1,1,1,1,8,1,99,1,1,8,5,9,88888,888888,888888,88888,99,999,999,999,2012,63
292,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,32
293,1,2,0,0,3,8,1,18,2,4,8,1,4,88888,888888,200,88888,13,6,0,0,2012,37
295,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,74
296,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,84
297,2,2,1,1,1,3,2,8,5,5,4,2,1,240,888888,888888,88888,20,32,0,0,2012,52
298,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,73
300,1,1,1,1,1,8,1,4,1,5,1,1,1,200,888888,888888,88888,24,50,999,999,2012,37
301,1,1,1,1,1,8,1,4,1,6,8,1,3,88888,12000,888888,88888,13,33,999,999,2012,67
302,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,32
303,1,2,0,0,1,3,9,16,4,5,5,1,1,101,888888,888888,88888,25,25,0,0,2012,48
304,1,2,1,1,1,4,2,16,4,5,5,1,4,88888,888888,800,88888,20,18,999,999,2012,68
305,1,1,1,1,1,10,4,17,5,5,1,3,1,350,888888,888888,88888,20,39,0,999,2012,38
306,1,1,1,1,1,8,2,5,4,5,2,9,1,250,888888,888888,88888,22,48,4,0,2012,51
307,1,1,1,1,1,4,1,7,1,1,8,5,3,88888,5000,888888,88888,25,40,999,999,2012,56
308,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,68
309,1,2,0,0,1,6,2,16,3,5,2,1,1,99999,888888,888888,88888,20,40,0,0,2012,40
310,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,70
311,1,1,1,1,1,3,2,5,2,9,8,9,1,333,888888,888888,88888,20,140,0,0,2012,38
312,1,1,1,1,1,5,2,11,3,5,2,1,5,88888,888888,888888,1080,21,999,999,999,2012,56
313,1,1,1,0,9,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,70
314,1,2,0,0,1,4,2,16,5,5,5,3,4,88888,888888,860,88888,17,22,999,999,2012,63
318,1,1,1,1,1,7,2,12,2,5,2,2,1,520,888888,888888,88888,21,40,0,0,2012,51
319,1,1,1,1,1,6,2,12,5,5,2,3,1,99999,888888,888888,88888,20,45,5,5,2012,54
320,1,2,0,0,3,10,3,14,3,5,5,1,4,88888,888888,1310,88888,10,12,0,0,2012,40
321,1,2,0,0,3,6,1,5,2,5,5,9,4,88888,888888,880,88888,20,90,999,0,2012,46
322,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,72
323,1,2,0,0,1,6,2,5,3,5,1,1,1,250,888888,888888,88888,22,71,4,0,2012,39
325,1,2,0,0,3,6,1,4,1,5,2,1,1,60,888888,888888,88888,25,30,999,999,2012,72
326,1,1,1,1,1,4,2,16,4,5,4,1,1,176,888888,888888,88888,20,40,0,0,2012,62
327,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,69
330,1,1,0,1,1,1,1,1,1,1,8,5,5,88888,888888,888888,500,26,50,0,0,2012,55
331,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,68
335,1,1,1,1,1,8,1,4,2,5,1,3,1,99999,888888,888888,88888,26,48,999,999,2012,38
336,1,1,1,1,1,10,3,15,3,5,1,3,1,350,888888,888888,88888,22,55,15,0,2012,56
337,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,76
338,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,69
339,1,1,1,1,1,10,2,4,5,5,2,2,1,500,888888,888888,88888,20,50,10,0,2012,44
342,1,2,0,0,3,6,2,8,5,5,5,2,4,88888,888888,1000,88888,18,24,999,999,2012,55
344,1,1,1,1,1,8,2,4,5,5,2,3,1,550,888888,888888,88888,21,50,10,0,2012,41
345,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,82
346,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,40
347,1,2,0,0,3,4,2,7,4,5,5,1,1,80,888888,888888,88888,23,27,0,0,2012,48
348,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,54
350,1,1,1,1,1,3,2,6,3,5,1,3,1,360,888888,888888,88888,26,60,6,0,2012,43
351,1,1,1,1,1,9,2,16,3,5,4,1,4,88888,888888,1100,88888,11,28,0,0,2012,68
352,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,50
353,1,1,1,1,1,3,2,5,5,5,1,1,1,400,888888,888888,88888,21,55,10,2,2012,39
355,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,28
356,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,47
357,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88,888,888,888,2012,75
358,1,1,1,1,1,8,2,5,4,5,2,3,1,350,888888,888888,88888,21,40,999,999,2012,38
359,1,1,1,1,1,5,2,13,5,5,2,2,1,625,888888,888888,88888,21,48,8,0,2012,51
360,1,1,1,1,1,5,2,13,5,5,2,3,1,580,888888,888888,88888,21,38,0,0,2012,53
361,1,1,1,1,1,3,2,6,4,5,4,1,1,240,888888,888888,88888,20,40,0,0,2012,64
