id,marital,sex,head,earnmost,edbg,workstatus,occ,owner,ind,size,employed,regular,empsinceyear,empsincemonth,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
12661,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,78
12662,1,2,0,1,2,1,10,3,15,4,5,1,1973,4,1,1,470,888888,888888,88888,190,22,40,0,2009,60
12663,1,2,0,1,2,1,8,2,5,5,5,5,9999,99,1,4,88888,888888,780,88888,5,23,50,10,2009,54
12664,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
12665,1,1,1,1,2,1,3,3,8,4,5,2,1986,1,2,1,360,888888,888888,88888,48,20,50,10,2009,49
12666,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
12667,1,2,0,0,2,1,6,2,6,2,5,5,2008,12,1,9,88888,888888,888888,88888,99999,20,45,5,2009,45
12668,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
12669,1,1,1,1,2,1,8,2,5,2,5,1,1989,4,1,1,300,888888,888888,88888,99999,21,60,20,2009,37
12670,1,1,0,0,2,1,10,1,13,2,1,8,1977,4,3,1,400,888888,888888,88888,99999,24,60,999,2009,-17562
12671,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,85
12672,1,2,0,0,2,1,1,1,1,1,3,8,1980,11,5,9,88888,888888,888888,88888,99999,26,50,999,2009,52
12673,1,1,1,1,2,1,1,1,1,1,1,8,1967,4,5,1,350,888888,888888,88888,0,28,60,25,2009,59
12674,1,1,1,1,2,1,1,1,1,1,1,8,1947,4,5,5,88888,888888,888888,250,0,20,40,0,2009,76
12675,1,1,1,1,2,1,5,4,15,6,5,2,2009,4,2,1,620,888888,888888,88888,270,22,45,0,2009,56
12676,1,2,0,0,2,3,6,1,16,1,3,8,2001,6,1,1,200,888888,888888,88888,90,25,18,999,2009,37
12677,1,2,0,0,2,3,4,2,16,5,5,5,2009,3,1,4,88888,888888,850,88888,3,25,24,0,2009,65
12678,1,1,1,1,2,1,6,2,6,3,5,2,2003,3,1,1,360,888888,888888,88888,130,22,55,15,2009,39
12679,1,1,0,0,2,1,6,1,16,1,1,8,2007,4,5,1,100,888888,888888,88888,0,4,24,999,2009,64
12680,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
12681,1,2,0,0,2,1,6,1,4,2,3,8,1998,9,5,1,200,888888,888888,88888,0,99,999,999,2009,51
12682,1,1,1,0,2,1,6,2,6,4,5,2,1983,3,1,1,418,888888,888888,88888,124,24,70,30,2009,48
12683,1,1,0,1,2,1,3,2,8,5,5,5,2003,9,2,4,88888,888888,1210,88888,0,12,21,2,2009,65
12684,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,60
12685,1,1,1,1,2,1,4,2,7,4,5,1,1997,4,1,1,320,888888,888888,88888,38,24,70,30,2009,34
12686,1,1,1,1,3,1,8,1,10,2,1,8,1997,12,5,1,380,888888,888888,88888,0,26,72,0,2009,55
12687,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,34
12688,1,2,0,0,2,1,3,2,6,2,5,5,1994,5,1,1,180,888888,888888,88888,20,25,43,1,2009,53
12689,1,2,0,0,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,54
12690,1,1,1,1,2,1,8,2,5,3,5,1,1971,4,3,1,350,888888,888888,88888,70,20,45,999,2009,56
12691,1,2,0,0,2,3,10,3,14,2,5,5,2007,7,1,4,88888,888888,1000,88888,6,17,30,2,2009,39
12692,1,1,0,0,2,1,4,2,7,3,5,2,1997,5,1,1,230,888888,888888,88888,80,22,45,999,2009,34
12693,1,1,1,1,2,1,3,1,9,1,1,8,1985,1,5,5,88888,888888,888888,200,0,20,10,999,2009,61
12694,1,2,0,0,2,1,10,2,14,2,5,1,2006,7,1,1,247,888888,888888,88888,25,20,53,13,2009,44
12695,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,56
12696,1,1,1,1,2,1,8,2,5,5,5,2,1994,4,3,1,350,888888,888888,88888,180,20,38,0,2009,35
12697,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
12698,1,2,0,0,2,3,3,2,6,2,5,5,2004,4,1,4,88888,888888,755,88888,0,20,20,999,2009,37
12699,1,2,0,0,2,3,4,1,16,2,4,8,1991,4,1,1,99999,888888,888888,88888,0,20,20,0,2009,53
12700,1,2,0,0,2,1,12,1,4,1,1,8,1988,8,1,5,88888,888888,888888,450,0,20,40,999,2009,56
12701,1,2,0,1,2,1,3,1,6,1,1,8,1990,11,1,5,88888,888888,888888,100,0,25,40,999,2009,56
12702,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,60
12703,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
12704,1,2,0,0,2,3,4,1,7,2,5,5,2002,5,1,4,88888,888888,850,88888,0,16,24,0,2009,45
12705,1,2,0,0,2,1,3,2,8,9,5,9,1989,10,3,1,320,888888,888888,88888,25,26,8,999,2009,53
12706,1,1,1,1,2,1,6,2,5,5,5,2,1986,4,3,1,320,888888,888888,88888,372,22,40,10,2009,44
12707,1,1,1,1,2,1,8,2,5,5,5,1,1974,4,3,1,540,888888,888888,88888,230,16,38,0,2009,50
12708,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
12709,1,2,0,1,2,1,10,3,14,4,5,1,2006,4,1,1,300,888888,888888,88888,70,20,40,0,2009,36
12710,1,2,0,0,2,1,6,4,17,6,5,1,1989,4,3,1,391,888888,888888,88888,150,20,40,0,2009,42
12711,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,59
12712,1,1,1,1,2,1,8,2,5,4,5,1,2001,9,3,1,320,888888,888888,88888,100,22,52,7,2009,32
12713,1,1,1,1,2,1,5,2,5,5,5,2,1973,4,2,1,99999,888888,888888,88888,450,22,40,0,2009,59
12714,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,77
12715,1,2,0,0,2,3,3,1,6,9,4,8,2008,10,5,1,20,888888,888888,88888,0,15,7,0,2009,31
12716,1,2,0,0,2,3,3,1,6,9,4,8,1970,5,5,9,88888,888888,888888,88888,0,5,2,999,2009,67
12717,1,1,1,1,3,1,7,9,10,3,5,3,1988,10,1,1,450,888888,888888,88888,40,22,40,10,2009,39
12718,1,1,1,1,2,1,8,2,3,4,5,1,1994,9,1,1,350,888888,888888,88888,99999,23,50,12,2009,46
12719,1,1,1,1,9,1,6,2,5,5,5,2,1972,4,3,5,88888,888888,888888,800,180,22,44,4,2009,57
12720,1,1,1,1,2,1,6,4,17,6,5,7,2006,10,2,1,270,888888,888888,88888,0,20,30,0,2009,63
12721,1,2,0,0,2,1,1,1,1,1,1,8,1987,8,5,1,150,888888,888888,88888,0,30,50,999,2009,45
12722,1,2,0,0,2,3,1,1,1,1,1,8,1969,10,5,9,88888,888888,888888,88888,0,99,999,999,2009,60
12723,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
12724,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
12725,1,2,0,0,2,3,10,3,14,2,5,5,2005,10,1,1,17,888888,888888,88888,2,16,999,0,2009,44
12726,1,2,0,0,2,1,10,2,8,5,5,1,9999,99,9,9,88888,888888,888888,88888,99999,20,30,0,2009,55
12727,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
12728,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,41
12729,1,2,0,0,2,3,4,2,7,2,5,5,1985,4,1,4,88888,888888,830,88888,0,15,12,0,2009,66
12730,1,1,1,1,2,1,8,2,5,5,5,2,1982,4,3,1,500,888888,888888,88888,400,22,50,10,2009,45
12731,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
12732,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,36
12733,1,2,0,0,3,3,10,2,14,2,5,5,2003,9,1,4,88888,888888,1000,88888,20,13,20,0,2009,63
12734,1,1,1,1,2,1,3,2,6,2,5,2,1983,9,1,1,400,888888,888888,88888,80,22,40,999,2009,50
12735,1,1,1,1,2,3,1,1,1,2,5,5,2006,3,1,4,88888,888888,750,88888,0,20,45,999,2009,66
12736,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,67
12737,1,1,1,1,2,1,8,2,4,3,5,1,2000,5,1,3,88888,16000,888888,88888,0,25,48,0,2009,36
12738,1,1,1,1,2,1,8,2,5,5,5,1,1966,4,3,1,196,888888,888888,88888,160,20,40,0,2009,61
12739,1,2,0,0,2,1,6,2,11,4,5,5,2004,6,1,4,88888,888888,950,88888,0,12,21,0,2009,27
12740,1,2,0,0,2,3,6,1,6,1,1,8,1959,10,5,9,88888,888888,888888,88888,99999,25,70,999,2009,71
12741,1,1,1,1,2,1,8,2,3,4,5,1,1996,4,3,1,300,888888,888888,88888,99999,20,36,10,2009,31
12742,1,1,1,1,2,1,8,2,5,5,5,1,2002,4,1,1,300,888888,888888,88888,340,6,12,999,2009,43
12743,1,1,1,1,2,1,6,2,5,3,5,2,2003,10,1,1,370,888888,888888,88888,85,21,50,10,2009,41
12744,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
12745,1,2,0,0,2,3,3,2,6,5,5,5,2008,7,2,1,130,888888,888888,88888,10,16,24,0,2009,36
12746,1,2,0,0,2,1,10,3,14,4,5,2,1977,7,1,1,350,888888,888888,88888,100,22,46,2,2009,50
12747,1,2,0,0,2,1,8,1,5,1,3,8,1976,2,5,1,80,888888,888888,88888,0,26,70,999,2009,56
12748,1,1,1,1,2,1,11,4,17,3,5,2,1983,4,1,1,470,888888,888888,88888,200,10,60,999,2009,44
12749,1,1,1,1,2,1,3,2,5,1,5,7,1959,3,1,1,223,888888,888888,88888,0,21,40,0,2009,65
12750,1,2,0,0,2,3,10,1,14,2,5,1,2007,11,1,1,180,888888,888888,88888,30,99,999,999,2009,31
12751,1,2,0,0,2,3,3,1,6,2,5,5,1994,4,1,1,80,888888,888888,88888,0,24,22,0,2009,43
12752,1,2,0,0,2,1,10,3,14,4,5,2,1985,4,3,1,280,888888,888888,88888,134,21,48,8,2009,57
12753,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
12754,1,1,0,0,2,1,3,1,6,1,1,8,1995,7,5,1,99999,888888,888888,88888,0,30,56,0,2009,67
12755,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,42
12756,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,54
12757,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,39
12758,1,2,0,0,2,3,6,1,14,1,3,8,9999,99,9,9,88888,888888,888888,88888,99999,99,999,999,2009,40
12759,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
12760,1,1,0,0,2,4,8,1,4,1,1,8,9999,99,1,9,88888,888888,888888,88888,0,99,999,999,2009,66
12761,1,2,0,0,2,1,6,2,4,5,5,1,1993,4,1,1,280,888888,888888,88888,114,5,50,10,2009,40
12762,1,2,0,0,2,1,8,2,5,4,5,2,1997,5,1,1,230,888888,888888,88888,20,22,35,0,2009,48
12763,1,1,0,0,2,1,6,2,5,4,5,1,2005,5,1,1,300,888888,888888,88888,60,22,12,4,2009,36
12764,1,1,1,1,2,1,8,2,5,4,5,2,9999,99,2,1,450,888888,888888,88888,18,20,45,5,2009,59
12765,1,1,0,0,2,1,5,1,4,1,1,8,1983,4,5,1,400,888888,888888,88888,0,25,40,999,2009,63
12766,1,2,0,0,2,3,6,1,16,2,5,5,2006,11,1,4,88888,888888,1000,88888,0,21,15,0,2009,40
12767,1,1,1,1,2,4,99,9,99,9,9,8,9999,99,9,9,88888,888888,888888,88888,99999,99,999,999,2009,31
12768,1,1,1,1,2,1,3,1,6,1,1,8,1990,5,1,1,400,888888,888888,88888,0,27,50,999,2009,39
12769,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
12770,1,2,0,0,2,1,6,1,16,1,5,1,2008,9,1,1,160,888888,888888,88888,0,24,44,0,2009,40
12771,1,2,0,0,2,1,4,1,16,1,3,8,1958,4,5,1,250,888888,888888,88888,0,25,55,999,2009,65
12772,1,1,1,1,2,1,8,2,5,3,5,1,2005,4,2,1,250,888888,888888,88888,40,20,40,0,2009,32
12773,1,1,0,0,2,1,8,1,5,2,3,8,1989,4,3,1,400,888888,888888,88888,80,26,72,999,2009,41
12774,1,1,1,1,2,1,10,1,18,1,6,8,2008,99,5,9,88888,888888,888888,88888,99999,16,40,0,2009,61
12775,1,2,0,0,2,3,3,2,6,5,5,5,9999,99,2,4,88888,888888,810,88888,0,20,25,999,2009,24
12776,1,2,0,0,2,3,6,2,8,5,5,5,1989,9,2,4,88888,888888,910,88888,0,20,30,0,2009,55
12777,1,2,0,0,2,1,6,2,7,3,5,5,9999,99,1,4,88888,888888,999999,88888,0,99,999,999,2009,68
12778,1,1,1,1,2,1,8,2,5,4,5,1,1976,3,3,1,500,888888,888888,88888,120,20,42,2,2009,50
12779,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
12780,1,2,0,0,2,1,3,2,6,5,5,5,2008,3,3,4,88888,888888,800,88888,0,22,7,1,2009,32
12781,1,2,0,0,2,3,10,1,14,2,5,5,2005,8,5,9,88888,888888,888888,88888,99999,15,12,999,2009,42
12782,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,-97982
12783,1,2,0,0,2,1,10,4,14,6,5,1,1985,4,3,1,225,888888,888888,88888,80,20,45,0,2009,44
12784,1,1,0,0,2,1,8,2,5,2,5,2,1983,9,1,3,88888,16450,888888,88888,89,22,54,7,2009,59
12785,1,2,0,0,2,1,4,2,14,2,5,5,2007,5,1,4,88888,888888,750,88888,0,22,42,3,2009,54
12786,1,1,1,1,2,1,9,2,12,5,5,2,1968,4,3,1,200,888888,888888,88888,0,20,35,0,2009,60
12787,1,1,0,0,2,3,1,1,1,1,1,8,2008,10,5,4,88888,888888,800,88888,0,12,15,999,2009,63
12788,1,2,0,0,2,1,3,1,6,1,9,8,1997,3,1,5,88888,888888,888888,130,0,25,54,999,2009,68
12789,1,1,1,1,2,1,8,2,16,4,5,7,1964,3,1,1,180,888888,888888,88888,30,21,37,3,2009,61
12790,1,1,0,0,2,1,8,2,5,2,5,1,1989,8,1,1,300,888888,888888,88888,60,20,42,0,2009,65
12791,1,2,0,0,2,1,10,4,17,6,5,2,1980,4,3,1,360,888888,888888,88888,130,22,45,5,2009,49
12792,1,1,1,1,2,1,8,2,5,2,5,5,2005,4,1,1,130,888888,888888,88888,0,20,18,0,2009,65
12793,1,1,0,0,2,1,4,1,7,1,1,8,1989,9,5,1,99999,888888,888888,88888,0,25,48,999,2009,66
12794,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
12795,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,41
12796,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,36
12797,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,76
12798,1,1,1,1,2,1,6,2,5,5,5,1,2007,8,3,1,280,888888,888888,88888,100,22,55,10,2009,38
12799,1,1,1,1,2,1,6,2,6,5,5,7,1991,9,3,1,99999,888888,888888,88888,99999,21,45,5,2009,61
12800,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,63
12801,1,1,1,1,2,1,10,2,5,5,5,2,1968,4,3,1,575,888888,888888,88888,290,20,48,8,2009,59
12802,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,65
12803,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
12804,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,56
12805,1,2,0,0,2,3,4,1,16,1,1,8,1988,7,5,9,88888,888888,888888,88888,0,24,14,999,2009,70
12806,1,1,1,1,2,1,8,2,4,3,5,1,9999,99,1,1,290,888888,888888,88888,60,25,48,0,2009,34
12807,1,2,0,0,2,1,10,4,15,6,5,1,2008,4,3,1,400,888888,888888,88888,250,20,40,2,2009,46
12808,1,1,0,0,2,4,8,2,5,4,5,1,1994,4,3,1,230,888888,888888,88888,65,23,50,5,2009,33
12809,1,1,1,1,2,1,8,2,4,2,5,1,2007,8,1,3,88888,9000,888888,88888,0,22,42,0,2009,56
12810,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,36
12811,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
12812,1,1,1,1,2,1,7,1,4,2,5,1,1996,4,1,1,350,888888,888888,88888,99999,28,10,2,2009,35
12813,1,1,1,1,2,1,8,1,4,1,1,8,1992,4,1,1,324,888888,888888,88888,80,25,48,0,2009,44
12814,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
12815,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
12816,1,1,1,1,2,1,9,2,12,3,5,2,1995,4,1,1,300,888888,888888,88888,40,22,50,10,2009,43
12817,1,1,1,1,2,1,6,2,5,3,5,2,1990,4,1,1,300,888888,888888,88888,80,16,28,0,2009,62
12818,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,40
12819,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,60
12820,1,1,1,1,2,1,10,3,15,5,5,1,2001,4,3,1,400,888888,888888,88888,60,20,999,999,2009,46
12821,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,81
12822,1,2,0,0,2,3,8,2,5,1,5,5,9999,99,1,1,40,888888,888888,88888,0,20,12,0,2009,39
12823,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
12824,1,1,1,1,2,1,8,2,5,3,5,2,2003,4,1,1,180,888888,888888,88888,50,23,50,8,2009,33
12825,1,1,1,1,2,1,3,1,6,1,1,8,1975,1,1,9,88888,888888,888888,88888,99999,20,50,999,2009,61
12826,1,2,0,0,2,3,3,1,6,1,3,8,2002,9,5,1,150,888888,888888,88888,0,26,30,999,2009,38
12827,1,2,0,0,2,1,1,1,1,1,3,8,1985,11,5,1,100,888888,888888,88888,20,30,56,999,2009,45
12828,1,1,1,1,2,1,8,1,16,2,5,2,1983,12,1,1,380,888888,888888,88888,0,26,64,10,2009,51
12829,1,1,1,1,2,1,4,1,7,2,1,8,1972,4,5,1,150,888888,888888,88888,0,99,999,999,2009,59
12830,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,79
12831,1,2,0,0,2,3,6,1,5,1,3,8,1991,4,1,5,88888,888888,888888,500,0,99,999,999,2009,44
12832,1,1,1,1,2,1,3,1,16,2,1,8,9999,99,5,1,340,888888,888888,88888,0,25,72,999,2009,44
12833,1,1,1,1,2,3,1,1,1,1,1,8,1960,4,5,9,88888,888888,888888,88888,0,99,999,999,2009,66
12834,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,46
12835,1,2,0,0,2,3,3,2,6,4,5,5,2006,99,1,1,10,888888,888888,88888,99999,10,20,999,2009,54
12836,1,1,0,0,9,1,10,9,18,1,5,5,2004,4,1,1,100,888888,888888,88888,0,22,999,999,2009,61
12837,1,2,0,0,2,1,10,4,14,6,5,5,2008,4,2,1,120,888888,888888,88888,14,20,35,0,2009,32
12838,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,53
12839,1,1,1,1,2,3,6,2,6,3,5,5,2008,7,1,3,88888,10000,888888,88888,0,10,22,0,2009,61
12840,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,39
12841,1,2,0,0,2,3,3,2,6,5,5,5,2003,10,1,4,88888,888888,960,88888,0,16,5,0,2009,38
12842,1,2,0,0,2,1,3,1,4,1,5,5,2007,3,1,9,88888,888888,888888,88888,99999,20,35,0,2009,40
12843,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,78
12844,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
12845,1,1,1,1,2,1,7,2,10,5,5,1,1989,2,3,1,380,888888,888888,88888,140,20,50,10,2009,40
12846,1,1,1,1,2,1,10,2,5,3,5,2,1983,9,1,1,230,888888,888888,88888,14,22,40,0,2009,48
12847,1,1,1,1,2,1,4,2,14,2,5,4,2007,9,9,4,88888,888888,800,88888,3,25,25,0,2009,69
12848,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
12849,1,2,0,0,2,1,8,2,5,4,5,1,1988,3,1,1,217,888888,888888,88888,78,22,40,2,2009,39
12850,1,2,1,1,2,1,12,2,14,4,5,1,1998,8,1,1,249,888888,888888,88888,81,20,38,999,2009,55
12851,1,2,0,0,2,3,4,2,14,3,5,5,2002,10,2,4,88888,888888,950,88888,0,20,15,999,2009,66
12852,1,1,1,1,2,1,8,9,5,5,5,1,2004,6,3,1,300,888888,888888,88888,90,22,50,9,2009,28
12853,1,1,1,1,2,1,7,2,10,3,5,1,1996,5,2,3,88888,16900,888888,88888,20,23,10,2,2009,50
12854,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
12855,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,34
12856,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,62
12857,1,1,1,1,2,1,3,2,6,4,5,2,1977,4,3,1,350,888888,888888,88888,116,25,78,30,2009,49
12858,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
12859,1,2,0,0,1,3,6,1,5,1,3,8,9999,99,1,1,350,888888,888888,88888,0,10,16,0,2009,42
12860,1,2,0,0,2,1,6,2,5,5,5,1,1970,4,3,1,300,888888,888888,88888,90,20,40,999,2009,57
12861,1,1,0,0,2,1,8,1,4,1,3,8,9999,99,1,1,99999,888888,888888,88888,8,24,50,999,2009,36
12862,1,1,0,0,2,1,10,2,5,5,5,4,1965,4,2,1,220,888888,888888,88888,40,20,40,0,2009,61
12863,1,2,0,0,2,1,4,2,7,3,5,1,2008,4,1,1,182,888888,888888,88888,13,25,48,999,2009,60
12864,1,1,1,1,2,1,7,2,10,3,5,1,1994,2,3,3,88888,10000,888888,88888,80,25,48,999,2009,40
12865,1,1,1,1,2,1,5,3,14,3,5,2,2002,5,2,1,500,888888,888888,88888,140,22,40,0,2009,60
12866,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,65
12867,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,29
12868,1,2,0,0,2,3,3,2,6,3,5,5,1985,5,1,4,88888,888888,680,88888,0,16,28,0,2009,63
12869,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,75
12870,1,2,0,0,2,3,4,2,16,2,5,5,2008,10,1,1,125,888888,888888,88888,0,20,30,0,2009,43
12871,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
12872,1,1,1,1,2,1,8,1,5,1,1,8,1976,4,5,5,88888,888888,888888,380,0,25,50,999,2009,56
12873,1,2,0,0,2,1,10,9,99,4,5,1,2008,4,3,1,200,888888,888888,88888,40,20,40,999,2009,28
12874,1,2,0,0,2,1,10,4,17,6,5,5,2007,4,1,4,88888,888888,890,88888,12,20,30,0,2009,45
12875,1,2,0,0,2,3,4,2,7,5,5,5,2008,9,2,4,88888,888888,800,88888,0,18,25,0,2009,45
12876,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
12877,1,1,1,1,2,1,10,2,4,5,5,1,1984,4,3,1,439,888888,888888,88888,242,21,40,5,2009,45
12878,1,2,0,0,2,3,10,3,15,1,5,5,2005,4,2,4,88888,888888,680,88888,0,20,4,999,2009,28
12879,1,2,0,0,2,1,6,1,5,2,5,1,2006,12,1,1,190,888888,888888,88888,20,21,50,10,2009,35
12880,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,39
12881,1,2,0,0,2,3,3,1,6,1,1,8,1990,10,5,9,88888,888888,888888,88888,99999,25,54,999,2009,48
12882,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
12883,1,2,0,0,2,1,6,1,3,2,5,1,2005,10,1,1,150,888888,888888,88888,40,20,30,0,2009,43
12884,1,2,0,0,2,1,4,2,16,1,5,5,2008,6,1,4,88888,888888,800,88888,0,16,20,0,2009,50
12885,1,1,1,1,2,1,8,1,5,1,3,8,1997,7,1,1,99999,888888,888888,88888,0,26,60,999,2009,37
12886,1,1,1,1,2,1,10,1,14,2,2,8,1989,5,5,1,900,888888,888888,88888,0,25,32,999,2009,66
12887,1,1,0,0,2,1,3,1,6,1,1,8,1970,2,1,1,85,888888,888888,88888,0,18,21,0,2009,75
12888,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
