id,marital,sex,head,earnmost,edbg,workstatus,occ,owner,ind,size,employed,regular,empsinceyear,empsincemonth,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
1,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
2,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,31
3,1,2,1,1,2,3,3,2,6,2,5,5,1990,2,1,1,70,888888,888888,88888,0,17,24,999,2009,58
4,1,1,1,1,5,1,10,2,4,5,5,1,1997,4,3,1,443,888888,888888,88888,103,24,65,25,2009,36
5,1,1,1,1,4,1,10,4,15,3,5,1,2003,4,2,1,400,888888,888888,88888,100,27,66,999,2009,43
6,1,1,1,1,4,1,10,2,5,5,5,1,1979,4,2,1,550,888888,888888,88888,300,22,60,20,2009,51
7,1,1,1,1,2,1,6,2,6,4,5,2,1968,10,2,1,490,888888,888888,88888,200,25,999,999,2009,61
8,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,33
9,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
10,1,1,1,1,4,3,10,1,16,1,2,8,1981,8,5,1,400,888888,888888,88888,0,29,70,999,2009,62
11,1,2,0,0,2,3,3,2,6,4,5,5,1999,6,2,4,88888,888888,900,88888,0,14,24,999,2009,36
12,1,2,0,0,3,3,3,2,6,2,5,5,2006,11,1,4,88888,888888,750,88888,0,23,23,0,2009,58
13,1,1,1,1,2,1,3,1,6,1,1,8,1992,3,1,1,250,888888,888888,88888,0,25,10,999,2009,46
14,1,1,1,1,2,1,7,9,5,4,5,5,9999,99,1,4,88888,888888,850,88888,0,23,13,5,2009,44
15,1,1,1,1,4,1,3,2,6,5,5,1,1976,4,3,1,443,888888,888888,88888,100,22,40,0,2009,54
16,1,2,0,0,2,1,4,1,16,1,3,8,2005,9,1,1,80,888888,888888,88888,0,25,999,999,2009,34
17,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,43
18,1,2,0,0,1,3,6,1,9,1,3,8,2006,7,5,1,85,888888,888888,88888,0,25,42,999,2009,60
19,1,1,1,1,3,1,8,1,4,1,1,8,1995,11,1,1,350,888888,888888,88888,0,26,60,999,2009,37
20,1,1,1,1,2,1,3,1,6,1,1,8,1983,99,1,1,250,888888,888888,88888,0,5,52,999,2009,54
21,1,1,1,1,1,1,8,1,4,1,1,8,9999,99,1,1,400,888888,888888,88888,0,22,40,999,2009,69
22,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,34
23,1,2,0,0,3,1,8,1,5,1,3,8,1982,4,1,1,100,888888,888888,88888,60,22,8,999,2009,53
24,1,2,0,0,3,1,6,3,14,5,5,2,1991,7,1,1,315,888888,888888,88888,20,20,40,0,2009,61
25,1,1,1,1,1,4,8,1,4,2,6,8,2006,2,1,9,88888,888888,888888,88888,0,20,40,999,2009,38
26,1,1,1,1,4,1,10,1,5,1,4,8,2009,3,5,1,455,888888,888888,88888,180,12,22,999,2009,62
27,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,38
28,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,54
29,1,2,0,0,2,1,8,3,5,5,6,8,2008,9,5,4,88888,888888,750,88888,0,17,30,999,2009,66
30,1,1,1,1,1,1,7,2,10,2,5,1,2007,6,1,1,310,888888,888888,88888,0,26,78,0,2009,30
31,1,1,1,1,2,1,5,2,5,3,5,3,1967,4,1,1,885,888888,888888,88888,0,22,66,26,2009,66
32,1,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,52
33,1,1,1,1,4,1,8,1,4,1,6,8,1989,4,5,5,88888,888888,888888,246,0,25,72,999,2009,57
34,1,1,1,1,4,3,7,3,14,2,6,8,2006,8,5,3,88888,7200,888888,88888,0,12,21,0,2009,63
35,1,2,0,0,4,3,6,1,6,1,3,8,9999,99,9,9,88888,888888,888888,88888,99999,99,999,999,2009,40
36,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
37,1,1,1,1,6,1,4,1,16,1,1,8,1988,3,5,9,88888,888888,888888,88888,0,24,50,999,2009,48
38,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
39,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,43
40,1,2,0,0,2,4,3,1,6,1,3,8,1980,6,5,1,100,888888,888888,88888,20,22,30,0,2009,69
41,1,1,1,1,2,1,7,2,10,5,5,1,2001,3,3,1,300,888888,888888,88888,90,20,60,25,2009,27
42,1,1,1,1,2,1,7,2,10,5,5,1,2001,11,3,1,320,888888,888888,88888,80,20,65,999,2009,39
43,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,69
44,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,28
45,1,2,0,0,2,3,6,2,8,5,5,6,2004,9,1,4,88888,888888,1300,88888,0,5,7,0,2009,42
46,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
47,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
48,1,2,0,0,6,3,12,9,99,3,5,9,9999,99,9,9,88888,888888,888888,88888,99999,6,5,0,2009,35
49,1,2,0,0,2,3,4,2,6,5,5,5,1997,6,3,4,88888,888888,900,88888,4,19,20,0,2009,56
50,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
51,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,82
52,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,38
53,1,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,72
54,1,1,1,1,2,1,7,2,10,4,5,4,2000,4,1,1,250,888888,888888,88888,0,22,55,8,2009,44
55,1,1,1,0,4,1,10,2,4,3,6,8,2006,2,5,3,88888,11000,888888,88888,0,10,24,1,2009,59
56,1,1,1,0,2,1,4,3,16,4,5,1,2006,4,1,4,88888,888888,910,88888,0,22,30,0,2009,70
57,1,2,0,0,2,1,6,1,14,1,3,8,1989,6,1,1,175,888888,888888,88888,0,22,42,0,2009,44
58,1,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,65
59,1,1,1,1,4,1,5,2,10,5,5,2,1982,4,2,1,710,888888,888888,88888,350,20,38,0,2009,50
60,1,1,1,1,2,1,7,2,10,5,5,1,9999,99,3,1,345,888888,888888,88888,200,23,40,0,2009,49
61,1,1,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,70
62,1,2,0,0,6,3,8,2,5,3,5,5,2007,4,1,4,88888,888888,740,88888,0,20,27,0,2009,40
63,1,2,0,1,6,1,10,4,14,6,5,2,1981,4,3,1,524,888888,888888,88888,221,20,40,2,2009,54
64,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
65,1,1,1,1,2,1,3,2,6,5,5,2,1990,4,3,1,99999,888888,888888,88888,99999,22,999,999,2009,37
66,1,1,1,0,2,1,8,2,16,3,5,2,2003,10,1,1,99999,888888,888888,88888,99999,99,999,999,2009,40
67,1,1,1,1,2,5,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,65
68,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,30
69,1,2,0,0,4,1,6,1,8,1,4,8,2006,6,5,9,88888,888888,888888,88888,0,99,999,999,2009,57
70,1,2,0,0,3,3,10,4,15,2,6,8,1998,4,2,4,88888,888888,2000,88888,0,12,36,999,2009,61
71,1,1,1,1,4,1,10,1,12,2,1,8,1998,3,1,1,500,888888,888888,88888,0,26,60,12,2009,38
72,1,1,1,1,6,1,5,2,5,2,5,2,1988,1,1,1,680,888888,888888,88888,40,26,78,0,2009,42
73,1,1,1,1,4,1,6,2,16,2,5,1,1987,12,1,1,360,888888,888888,88888,70,20,40,0,2009,51
74,1,1,1,0,2,1,7,2,10,4,5,9,2006,12,1,1,284,888888,888888,88888,34,24,105,2,2009,67
75,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,60
76,1,1,1,1,2,1,5,2,6,3,5,3,9999,99,1,1,1750,888888,888888,88888,0,22,25,0,2009,64
77,1,2,0,0,6,3,10,3,14,2,5,5,2002,4,1,4,88888,888888,900,88888,5,17,16,0,2009,45
78,1,1,0,0,4,1,3,1,6,1,3,8,1989,9,5,1,200,888888,888888,88888,60,22,48,0,2009,41
79,1,1,1,1,4,1,3,1,9,1,1,8,1983,4,5,1,600,888888,888888,88888,0,25,40,0,2009,51
80,1,2,0,0,3,1,3,1,6,1,5,5,2000,12,5,1,150,888888,888888,88888,0,26,45,0,2009,45
81,1,1,1,0,2,1,3,2,6,4,5,2,1988,9,1,1,350,888888,888888,88888,20,23,45,0,2009,44
82,1,1,1,1,2,1,4,1,16,1,1,8,1989,1,1,1,98,888888,888888,88888,0,10,3,0,2009,53
83,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,26
84,1,2,0,0,2,3,4,2,7,5,5,5,2007,10,2,1,70,888888,888888,88888,0,18,72,1,2009,38
85,1,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,56
86,1,2,0,0,3,3,4,2,16,5,5,5,1996,2,1,4,88888,888888,1000,88888,5,20,22,0,2009,68
87,1,1,1,1,4,1,8,2,16,2,5,2,2005,7,1,1,290,888888,888888,88888,0,25,8,2,2009,53
88,1,2,0,0,2,3,4,1,16,1,1,8,1989,4,5,1,90,888888,888888,88888,0,25,40,999,2009,40
89,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,57
90,1,2,1,1,4,3,6,1,11,1,1,8,1991,1,5,1,25,888888,888888,88888,0,20,15,999,2009,66
91,1,1,1,1,4,1,5,2,12,5,5,2,1983,4,3,1,99999,888888,888888,88888,99999,20,45,10,2009,49
92,1,1,1,0,4,1,10,2,5,5,5,1,1966,4,2,1,99999,888888,888888,88888,99999,20,8,0,2009,65
93,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,32
94,1,2,0,0,2,3,99,1,9,1,3,8,9999,99,5,9,88888,888888,888888,88888,0,1,1,999,2009,56
95,1,1,1,1,4,1,8,1,4,1,1,8,1985,4,4,1,280,888888,888888,88888,0,20,40,0,2009,51
96,1,1,1,1,4,1,10,3,15,4,5,1,1987,4,3,1,522,888888,888888,88888,117,24,48,0,2009,46
97,1,2,1,1,3,1,4,1,15,2,2,8,1981,4,5,1,200,888888,888888,88888,99999,25,48,0,2009,58
98,1,1,1,1,4,1,6,2,8,5,5,2,1989,4,3,1,720,888888,888888,88888,330,20,80,999,2009,44
99,1,1,1,1,4,1,10,4,15,6,5,9,1974,4,2,1,574,888888,888888,88888,99999,24,55,999,2009,59
100,1,1,1,1,5,1,5,1,16,1,2,8,1977,8,5,5,88888,888888,888888,1200,0,24,60,999,2009,62
101,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,63
102,1,1,1,1,4,1,10,1,11,1,2,8,1997,1,5,3,88888,32000,888888,88888,0,21,40,999,2009,45
103,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
104,1,2,0,1,4,1,6,2,8,5,5,2,1998,11,1,5,88888,888888,888888,1000,30,20,50,999,2009,42
105,1,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
106,1,1,1,1,6,1,3,2,12,3,5,1,2007,2,1,1,370,888888,888888,88888,40,22,60,20,2009,24
107,1,1,1,0,4,3,4,2,9,3,6,8,2008,12,1,5,88888,888888,888888,60,0,13,12,0,2009,66
108,1,2,0,0,2,1,6,2,16,5,5,5,2008,1,2,1,90,888888,888888,88888,1,20,20,0,2009,41
109,1,2,0,0,2,3,4,1,7,1,3,8,2005,4,5,4,88888,888888,1000,88888,0,8,6,999,2009,61
110,1,1,0,0,4,1,10,1,15,2,3,8,2008,9,1,1,860,888888,888888,88888,99999,99,999,999,2009,61
111,1,1,1,1,5,1,10,3,15,5,5,1,1968,4,2,1,833,888888,888888,88888,200,16,9,0,2009,69
112,1,2,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,33
113,1,2,0,0,4,3,3,1,6,2,5,5,2008,6,1,1,60,888888,888888,88888,0,13,17,999,2009,40
114,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,53
115,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,77
116,1,1,1,1,4,1,10,1,14,2,2,8,2004,2,5,5,88888,888888,888888,200,0,22,38,0,2009,60
117,1,2,0,0,2,1,4,1,14,2,5,2,2003,3,1,1,200,888888,888888,88888,30,20,37,2,2009,35
118,1,2,0,0,2,3,4,2,16,5,5,5,2004,2,2,4,88888,888888,900,88888,0,12,21,0,2009,50
119,1,2,0,0,3,1,4,1,16,1,3,8,1979,2,1,1,110,888888,888888,88888,0,23,40,0,2009,60
120,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,80
121,1,2,0,1,6,1,10,3,14,5,5,1,2000,4,3,1,300,888888,888888,88888,70,20,45,999,2009,29
122,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,38
123,1,2,0,1,2,3,6,1,12,1,1,8,2004,6,5,5,88888,888888,888888,1000,0,30,999,999,2009,47
124,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,73
125,1,1,1,1,4,1,9,2,11,4,5,1,1992,4,3,1,600,888888,888888,88888,200,22,50,15,2009,44
126,1,1,1,1,4,1,6,2,16,5,5,2,1985,2,1,1,600,888888,888888,88888,120,25,60,10,2009,51
127,1,1,1,1,4,1,11,2,16,5,5,4,2000,11,1,3,88888,10200,888888,88888,0,25,48,0,2009,62
128,1,2,0,0,4,3,10,1,16,1,1,8,2007,5,1,9,88888,888888,888888,88888,0,10,12,999,2009,43
129,1,1,1,1,2,1,4,2,7,4,5,1,2009,1,1,1,335,888888,888888,88888,18,25,60,999,2009,55
130,1,1,1,1,2,1,5,1,5,2,1,8,1979,2,1,5,88888,888888,888888,600,0,25,72,999,2009,70
131,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,82
132,1,1,1,1,2,1,6,1,4,1,6,8,9999,99,9,9,88888,888888,888888,88888,99999,99,999,999,2009,49
133,1,1,1,1,4,1,5,2,5,5,5,2,2006,7,2,1,555,888888,888888,88888,440,21,45,7,2009,54
134,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
135,1,1,1,0,4,1,7,2,16,5,5,4,2008,4,2,1,200,888888,888888,88888,7,14,120,999,2009,57
136,1,2,0,0,1,3,8,9,15,2,5,5,2006,11,1,9,88888,888888,888888,88888,99999,20,35,999,2009,48
137,1,2,0,0,3,1,10,2,14,5,5,2,2005,11,9,1,235,888888,888888,88888,42,20,40,999,2009,51
138,1,1,1,0,4,1,9,2,9,4,5,1,2007,8,1,5,88888,888888,888888,450,0,20,45,20,2009,30
139,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
140,1,2,0,0,6,3,8,2,10,4,6,8,2008,2,5,1,50,888888,888888,88888,0,12,5,999,2009,37
141,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,58
142,1,1,1,1,3,1,10,2,6,3,5,1,2008,1,1,1,425,888888,888888,88888,0,22,60,15,2009,30
143,1,1,1,1,2,1,8,1,5,1,1,8,1965,4,1,1,450,888888,888888,88888,0,20,999,999,2009,72
144,1,2,0,0,3,3,3,2,16,5,5,5,2004,11,1,4,88888,888888,1000,88888,0,6,8,0,2009,39
145,1,2,0,0,4,3,10,1,15,1,1,8,1984,10,5,4,88888,888888,3000,88888,0,8,3,0,2009,55
146,1,1,1,1,2,1,6,4,17,6,5,1,1976,4,1,1,380,888888,888888,88888,100,20,42,2,2009,52
147,1,1,1,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
148,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,31
149,1,2,0,0,2,1,3,2,6,5,5,5,1980,3,3,1,495,888888,888888,88888,95,20,25,0,2009,56
150,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
151,1,1,1,0,3,1,9,2,11,2,5,2,2000,10,1,1,250,888888,888888,88888,99999,22,50,10,2009,31
152,1,1,1,1,2,1,3,1,6,1,1,8,1989,3,5,1,650,888888,888888,88888,0,15,48,999,2009,57
153,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
154,1,1,1,1,4,1,9,2,12,3,5,2,1995,1,1,1,350,888888,888888,88888,80,22,50,10,2009,39
155,1,1,1,1,1,1,8,1,5,2,5,1,1987,4,1,1,350,888888,888888,88888,100,25,56,8,2009,61
156,1,2,0,0,1,1,4,2,7,2,6,8,1990,6,1,3,88888,5000,888888,88888,0,22,30,0,2009,63
157,1,1,1,1,4,1,10,2,5,5,5,1,1997,2,1,1,410,888888,888888,88888,120,22,60,0,2009,39
158,1,1,1,1,1,1,4,1,16,1,1,8,1962,3,5,1,155,888888,888888,88888,0,23,25,0,2009,74
159,1,2,0,0,6,1,6,4,17,6,5,2,1988,4,3,1,400,888888,888888,88888,120,20,50,10,2009,40
160,1,2,0,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,71
161,1,1,1,1,4,1,11,2,8,5,5,7,2003,5,2,1,200,888888,888888,88888,45,22,48,0,2009,64
162,1,2,0,0,2,3,4,2,7,3,5,5,2008,4,1,4,88888,888888,900,88888,0,20,30,0,2009,37
163,1,2,0,0,3,3,8,1,5,1,6,8,1993,4,5,1,11,888888,888888,88888,0,10,3,0,2009,57
164,1,1,1,1,4,1,10,2,14,4,5,2,2004,4,1,1,750,888888,888888,88888,0,22,50,10,2009,58
165,1,1,1,1,5,1,10,2,5,3,5,4,2008,1,5,1,800,888888,888888,88888,50,20,40,0,2009,61
166,1,2,0,0,2,3,6,2,8,4,5,6,2008,4,2,4,88888,888888,970,88888,0,15,20,0,2009,38
167,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,85
168,1,1,1,0,6,1,6,2,5,2,5,5,2007,4,1,4,88888,888888,740,88888,0,20,20,0,2009,67
169,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,29
170,1,2,0,0,3,3,10,2,5,4,5,5,2002,6,1,4,88888,888888,1160,88888,0,20,20,999,2009,47
171,1,1,1,1,4,1,10,1,16,1,3,8,1999,11,1,1,320,888888,888888,88888,60,30,9,0,2009,38
172,1,1,1,1,4,1,7,2,10,5,5,1,1993,3,3,1,250,888888,888888,88888,0,20,60,20,2009,61
173,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,41
174,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,30
175,1,2,0,0,2,1,4,2,16,5,5,5,2002,4,1,4,88888,888888,1000,88888,99999,12,9,0,2009,50
176,1,1,1,1,2,1,3,1,6,1,1,8,1989,4,5,5,88888,888888,888888,1200,0,25,78,999,2009,38
177,1,1,1,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,64
178,1,2,1,1,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,39
179,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
180,1,1,1,1,4,1,5,2,8,5,5,2,1982,4,1,1,670,888888,888888,88888,350,20,50,10,2009,49
181,1,1,1,1,5,1,10,3,16,5,5,4,2006,4,2,5,88888,888888,888888,1200,0,21,50,0,2009,51
182,1,1,1,1,5,1,99,1,9,1,2,8,1998,5,5,1,1600,888888,888888,88888,0,15,120,0,2009,68
183,1,2,0,0,3,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,41
184,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,63
185,1,1,1,1,2,1,8,1,4,1,1,8,2004,2,4,1,450,888888,888888,88888,0,20,48,999,2009,47
186,1,1,1,1,4,1,10,2,12,4,5,2,9999,99,2,1,800,888888,888888,88888,230,25,50,999,2009,57
187,1,1,1,1,4,1,4,4,17,6,5,1,1972,4,3,1,560,888888,888888,88888,228,20,42,2,2009,60
188,1,2,0,0,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,51
189,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,61
190,1,1,0,0,4,1,6,2,11,4,5,1,2007,11,1,1,360,888888,888888,88888,138,20,40,2,2009,40
191,1,1,1,1,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
192,1,1,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,59
193,1,2,0,1,5,1,9,2,11,5,5,1,2005,4,2,1,380,888888,888888,88888,125,20,55,16,2009,28
194,1,2,0,0,4,4,12,3,15,4,4,8,2006,7,1,1,6,888888,888888,88888,0,10,6,999,2009,30
195,1,2,0,0,6,3,4,1,16,1,1,8,1966,9,5,9,88888,888888,888888,88888,99999,20,20,0,2009,64
196,1,2,0,0,2,1,4,1,16,1,3,8,1997,12,5,9,88888,888888,888888,88888,0,22,999,999,2009,49
197,1,2,0,0,6,1,3,1,6,2,3,8,1978,11,1,1,99999,888888,888888,88888,0,24,60,999,2009,59
198,1,2,0,0,6,3,10,1,15,1,6,8,1980,4,1,4,88888,888888,4000,88888,0,15,8,999,2009,69
199,1,1,1,1,2,1,4,2,16,3,5,1,2006,12,3,1,350,888888,888888,88888,80,21,50,10,2009,26
200,1,1,1,1,2,1,6,4,99,6,5,4,2005,4,2,1,99999,888888,888888,88888,99999,15,30,0,2009,61
201,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,24
202,1,1,1,0,4,1,10,1,4,1,2,8,2001,4,5,1,80,888888,888888,88888,0,25,48,999,2009,38
203,1,1,1,1,4,9,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
204,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,36
205,1,2,0,0,4,1,6,2,8,5,5,4,2006,3,2,4,88888,888888,1160,88888,16,22,37,2,2009,47
206,1,1,1,1,2,1,7,4,10,6,5,1,1995,9,3,1,353,888888,888888,88888,120,22,58,3,2009,39
207,1,1,1,1,4,1,5,2,16,5,5,2,1986,3,1,1,530,888888,888888,88888,402,20,49,10,2009,45
208,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,66
209,1,1,1,1,4,1,3,1,16,2,1,8,1993,4,5,1,350,888888,888888,88888,0,26,60,0,2009,40
210,1,1,1,1,2,1,4,1,7,1,1,8,1976,9,5,1,250,888888,888888,88888,0,26,42,999,2009,55
211,1,1,1,0,4,1,3,1,6,1,1,8,2006,1,5,4,88888,888888,999999,88888,0,15,999,999,2009,62
212,1,2,0,0,2,1,6,2,18,5,5,6,2005,6,2,4,88888,888888,1530,88888,0,20,40,0,2009,40
213,1,1,1,1,4,1,8,2,5,4,5,2,2002,4,3,1,300,888888,888888,88888,50,20,40,0,2009,30
214,1,1,1,1,2,1,8,2,16,2,5,1,1995,3,3,1,370,888888,888888,88888,91,23,50,999,2009,40
215,1,1,1,1,4,1,10,4,15,6,5,1,1977,4,2,1,550,888888,888888,88888,200,22,45,3,2009,58
216,1,1,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,80
217,1,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,74
218,1,2,0,0,2,3,6,2,5,1,5,5,2008,12,1,4,88888,888888,1050,88888,0,18,35,999,2009,24
219,1,2,0,0,9,1,6,2,11,4,5,6,2008,12,1,3,88888,7000,888888,88888,99999,20,40,0,2009,30
220,1,2,0,0,1,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,77
221,1,1,1,1,4,1,10,2,5,3,5,2,2006,7,2,1,600,888888,888888,88888,0,22,42,7,2009,61
222,1,2,0,0,3,1,3,2,6,4,5,5,2002,6,3,4,88888,888888,969,88888,12,21,45,10,2009,49
223,1,2,0,0,2,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,78
224,1,1,1,1,2,1,11,2,16,4,5,4,2008,10,1,1,215,888888,888888,88888,12,22,45,5,2009,59
225,1,1,1,0,2,3,6,2,10,5,5,5,2006,6,2,4,88888,888888,880,88888,5,20,20,0,2009,67
226,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,50
227,1,2,1,1,4,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,68
228,1,1,1,1,3,1,10,2,5,5,5,1,2002,9,1,1,350,888888,888888,88888,60,22,43,3,2009,43
229,1,1,1,1,2,1,8,2,4,5,5,1,1973,4,3,1,650,888888,888888,88888,120,25,60,20,2009,53
230,1,2,1,1,4,4,6,4,17,6,5,1,1999,4,2,1,300,888888,888888,88888,80,20,40,0,2009,33
231,1,2,0,0,6,6,88,8,88,8,8,8,8888,88,8,8,88888,888888,888888,88888,88888,88,888,888,2009,55
