id,marital,sex,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,head,year,age
20036,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,71
20038,1,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,72
20039,2,1,1,1,10,1,5,1,2,8,5,5,88888,888888,888888,450,0,20,70,999,1,2008,37
20041,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,70
20042,1,2,0,3,10,3,14,2,5,5,1,4,88888,888888,860,88888,0,15,20,0,0,2008,41
20044,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,63
20046,2,1,1,1,7,2,10,4,5,1,3,1,343,888888,888888,88888,73,12,63,999,1,2008,58
20051,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,67
20052,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,69
20053,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,70
20054,1,1,1,1,3,2,6,1,5,7,1,1,333,888888,888888,88888,0,15,35,999,1,2008,66
20055,1,1,1,1,5,4,14,6,5,2,2,1,600,888888,888888,88888,200,21,50,10,1,2008,58
20060,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,61
20061,1,2,0,3,10,2,14,3,5,5,1,4,88888,888888,1300,88888,1,99,999,999,0,2008,46
20065,1,1,1,1,8,2,10,4,5,1,1,1,510,888888,888888,88888,38,25,8,0,1,2008,56
20070,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,72
20071,1,1,1,1,3,2,6,4,5,2,1,1,400,888888,888888,88888,150,21,50,10,1,2008,39
20074,1,1,1,1,11,4,17,6,5,1,1,1,400,888888,888888,88888,200,25,78,30,1,2008,58
20076,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,35
20077,1,1,0,1,3,1,6,1,1,8,5,1,550,888888,888888,88888,100,25,72,999,0,2008,49
20080,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,63
20081,1,1,1,1,8,2,13,4,5,1,2,1,250,888888,888888,88888,50,20,40,0,1,2008,28
20082,1,1,1,1,8,2,4,2,5,1,1,1,99999,888888,888888,88888,99999,24,44,0,1,2008,28
20083,1,1,1,1,8,2,5,2,5,1,1,1,250,888888,888888,88888,60,21,40,0,1,2008,50
20086,2,1,1,1,4,2,6,5,5,5,2,4,88888,888888,1050,88888,1,20,41,1,1,2008,55
20087,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,61
20090,1,2,0,3,4,3,16,4,5,5,1,4,88888,888888,800,88888,0,16,16,999,0,2008,63
20092,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,45
20093,1,2,0,1,3,2,8,5,5,1,3,1,100,888888,888888,88888,2,5,7,999,0,2008,33
20094,1,2,0,1,6,2,5,3,5,5,1,4,88888,888888,950,88888,0,20,40,0,0,2008,46
20095,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,63
20096,1,1,1,1,8,3,4,4,5,1,9,1,280,888888,888888,88888,10,20,40,3,1,2008,30
20097,1,1,1,1,6,2,12,5,5,2,1,1,450,888888,888888,88888,180,22,60,10,1,2008,45
20098,1,1,1,1,10,4,17,6,5,1,3,1,350,888888,888888,88888,100,22,45,5,1,2008,32
20099,1,1,1,3,8,2,12,4,5,5,5,4,88888,888888,770,88888,0,17,20,0,1,2008,67
20100,1,2,0,1,6,2,6,4,5,6,2,9,88888,888888,888888,88888,0,13,19,0,0,2008,48
20101,1,1,1,1,10,2,5,4,5,1,3,1,99999,888888,888888,88888,99999,22,55,999,1,2008,37
20102,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,59
20103,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,24
20104,2,2,0,1,4,2,16,3,6,8,1,3,88888,15000,888888,88888,0,15,32,0,0,2008,33
20106,1,2,0,3,4,2,6,5,5,5,2,4,88888,888888,925,88888,0,16,16,2,0,2008,36
20108,1,1,1,1,7,2,10,5,5,1,3,1,420,888888,888888,88888,120,22,75,35,1,2008,44
20109,1,2,0,3,6,1,5,2,3,8,5,1,85,888888,888888,88888,0,25,50,999,0,2008,65
20110,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,58
20111,1,2,0,3,4,2,16,9,5,5,1,4,88888,888888,800,88888,0,15,18,0,0,2008,50
20112,2,1,0,1,8,2,10,4,5,5,1,1,200,888888,888888,88888,1,20,40,999,0,2008,36
20113,1,2,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,62
20115,1,2,0,1,4,2,7,3,5,1,1,1,200,888888,888888,88888,4,20,40,0,0,2008,51
20117,1,1,1,1,8,2,6,4,5,2,1,1,580,888888,888888,88888,60,25,70,5,1,2008,40
20118,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,68
20119,1,2,0,3,6,2,8,5,5,4,3,4,88888,888888,1170,88888,5,20,33,3,0,2008,49
20120,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,33
20124,1,2,0,3,4,1,7,2,3,8,5,1,500,888888,888888,88888,0,25,84,999,0,2008,63
20127,1,2,0,1,10,4,17,6,5,5,2,4,88888,888888,900,88888,0,20,29,0,0,2008,47
20128,1,1,1,1,10,2,9,2,5,1,1,1,180,888888,888888,88888,20,24,7,0,1,2008,66
20129,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,64
20131,1,1,1,1,10,2,15,3,5,1,3,1,350,888888,888888,88888,0,22,50,10,1,2008,50
20134,2,1,0,1,10,2,12,5,5,4,1,1,280,888888,888888,88888,99999,20,40,999,0,2008,32
20135,2,1,1,1,9,2,11,5,5,1,3,1,300,888888,888888,88888,70,23,62,22,1,2008,31
20136,1,2,0,3,6,1,14,2,5,5,1,1,75,888888,888888,88888,5,22,20,999,0,2008,43
20137,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,32
20138,1,1,1,1,4,3,14,4,5,1,1,1,99999,888888,888888,88888,99999,21,45,5,1,2008,28
20141,1,2,0,3,6,1,14,2,5,5,1,1,70,888888,888888,88888,6,21,21,0,0,2008,48
20142,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,72
20143,1,2,0,3,3,1,6,2,1,8,5,4,88888,888888,820,88888,0,30,35,999,0,2008,49
20146,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,40
20148,1,2,0,1,6,4,17,6,5,1,2,1,500,888888,888888,88888,99999,20,60,20,0,2008,50
20149,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,59
20150,1,2,0,1,4,1,16,1,3,8,5,1,200,888888,888888,88888,0,22,55,999,0,2008,56
20151,1,1,1,1,10,1,16,1,6,8,5,3,88888,23000,888888,88888,0,20,40,999,1,2008,52
20152,1,1,1,1,7,2,10,2,5,1,1,3,88888,11739,888888,88888,0,23,90,999,1,2008,42
20153,1,2,0,3,3,2,6,5,5,5,2,4,88888,888888,800,88888,0,16,16,0,0,2008,35
20154,1,2,0,3,6,2,6,1,5,5,1,4,88888,888888,960,88888,16,18,14,0,0,2008,57
20155,2,1,1,1,8,2,5,4,5,1,1,1,300,888888,888888,88888,10,22,56,16,1,2008,32
20156,1,1,1,1,3,1,6,1,1,8,5,5,88888,888888,888888,190,0,24,30,999,1,2008,57
20157,1,1,1,1,7,2,10,2,5,1,1,1,260,888888,888888,88888,20,24,78,999,1,2008,41
20160,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,56
20163,1,1,1,1,3,2,6,3,5,1,3,1,250,888888,888888,88888,50,24,48,1,1,2008,59
20164,2,2,0,1,10,3,14,2,5,1,1,1,230,888888,888888,88888,60,24,42,999,0,2008,27
20165,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,58
20167,1,1,1,3,11,3,18,5,6,8,5,9,88888,888888,888888,88888,99999,15,16,999,1,2008,71
20168,1,1,1,1,10,1,16,1,1,8,1,1,500,888888,888888,88888,120,23,10,2,1,2008,34
20169,1,1,1,1,8,2,5,4,5,2,1,1,350,888888,888888,88888,180,20,40,999,1,2008,60
20170,1,2,0,1,6,2,16,5,5,3,5,1,900,888888,888888,88888,0,22,30,999,0,2008,60
20173,1,1,1,1,6,2,8,5,5,7,5,1,225,888888,888888,88888,0,15,25,0,1,2008,64
20174,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,67
20175,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,50
20178,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,24
20180,1,2,0,1,12,1,9,1,3,8,5,1,80,888888,888888,88888,0,7,20,0,0,2008,66
20181,1,2,0,1,4,2,6,5,5,5,1,4,88888,888888,950,88888,2,20,140,0,0,2008,55
20183,2,1,1,4,8,2,4,2,5,4,1,3,88888,14000,888888,88888,0,16,32,999,1,2008,60
20184,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,51
20186,1,1,1,1,8,1,4,1,6,8,5,4,88888,888888,2500,88888,0,10,20,0,1,2008,56
20187,1,1,1,1,7,2,8,5,5,7,2,1,310,888888,888888,88888,60,22,56,3,1,2008,59
20188,1,1,1,1,8,1,5,1,1,8,5,1,200,888888,888888,88888,0,25,56,0,1,2008,73
20189,1,2,0,3,4,1,7,1,5,5,1,4,88888,888888,1100,88888,2,20,25,0,0,2008,55
20191,1,2,0,1,3,3,6,4,5,5,3,4,88888,888888,810,88888,0,18,6,0,0,2008,34
20192,2,1,0,1,6,2,6,4,5,2,1,1,300,888888,888888,88888,200,20,50,6,0,2008,43
20193,1,2,0,3,6,1,5,1,4,8,5,1,55,888888,888888,88888,0,5,3,0,0,2008,64
20194,2,2,1,1,4,2,16,4,5,1,3,1,200,888888,888888,88888,30,20,40,1,1,2008,28
20195,1,2,1,1,6,2,8,5,5,4,2,4,88888,888888,950,88888,0,20,40,5,1,2008,50
20197,1,1,1,1,3,1,9,1,1,8,5,9,88888,888888,888888,88888,99999,20,40,999,1,2008,60
20199,2,2,0,1,3,2,6,3,5,2,1,1,275,888888,888888,88888,60,21,42,4,0,2008,28
20200,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,71
20201,1,1,1,1,3,9,6,3,5,2,9,1,270,888888,888888,88888,0,26,11,2,1,2008,36
20202,2,2,0,1,6,4,15,6,6,8,2,4,88888,888888,999999,88888,0,20,32,8,0,2008,33
20203,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,35
20204,1,1,1,1,3,1,6,1,1,8,5,1,300,888888,888888,88888,0,20,50,999,1,2008,65
20205,2,1,1,1,4,1,16,1,1,8,5,1,280,888888,888888,88888,0,26,60,999,1,2008,38
20206,1,1,1,1,6,2,8,5,5,1,2,1,200,888888,888888,88888,60,15,32,999,1,2008,61
20207,2,2,0,1,6,2,9,4,5,1,1,1,300,888888,888888,88888,30,20,45,5,0,2008,27
20208,1,2,1,1,4,1,16,1,1,8,5,1,200,888888,888888,88888,0,25,60,999,1,2008,51
20209,2,1,0,1,3,1,6,1,3,8,2,1,300,888888,888888,88888,30,25,72,999,0,2008,25
20211,1,2,0,1,10,3,14,3,5,1,2,1,180,888888,888888,88888,70,20,40,0,0,2008,32
20212,1,1,1,1,6,2,5,3,5,2,1,1,343,888888,888888,88888,69,22,50,999,1,2008,46
20214,1,2,0,3,3,2,6,4,5,5,5,4,88888,888888,850,88888,2,16,20,0,0,2008,38
20215,1,2,0,1,6,2,6,4,5,5,2,4,88888,888888,900,88888,3,22,38,10,0,2008,38
20217,1,1,1,1,6,2,8,5,5,2,3,1,420,888888,888888,88888,150,27,70,999,1,2008,31
20218,1,1,1,1,10,2,4,2,5,1,1,1,330,888888,888888,88888,70,24,65,999,1,2008,58
20219,1,2,0,3,6,1,4,2,3,8,5,1,80,888888,888888,88888,0,18,10,999,0,2008,43
20220,1,1,1,1,8,1,4,2,1,8,5,9,88888,888888,888888,88888,99999,22,42,999,1,2008,67
20221,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,42
20224,1,1,1,1,4,1,7,1,1,8,5,1,350,888888,888888,88888,0,25,999,999,1,2008,66
20226,2,1,1,1,8,1,5,1,1,8,1,1,150,888888,888888,88888,0,22,40,999,1,2008,42
20227,1,2,0,3,4,3,14,9,6,8,1,4,88888,888888,1000,88888,0,10,9,0,0,2008,43
20228,2,2,1,1,6,2,4,3,5,1,1,1,240,888888,888888,88888,38,22,42,2,1,2008,53
20230,1,2,0,3,6,2,8,4,5,5,1,4,88888,888888,1260,88888,0,16,18,0,0,2008,38
20235,2,2,0,1,6,2,13,4,6,8,5,5,88888,888888,888888,260,0,20,40,999,0,2008,27
20236,1,2,0,1,3,2,8,5,5,1,1,1,115,888888,888888,88888,20,28,45,0,0,2008,64
20239,2,2,0,1,3,2,9,2,5,5,1,4,88888,888888,1300,88888,0,12,24,999,0,2008,37
20240,1,1,1,1,6,3,16,1,5,2,1,1,112,888888,888888,88888,0,20,20,999,1,2008,71
20241,1,1,1,1,9,2,11,5,5,1,1,1,600,888888,888888,88888,280,20,50,999,1,2008,42
20242,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,73
20245,2,1,1,1,4,2,16,5,5,4,1,1,220,888888,888888,88888,34,26,50,4,1,2008,58
20246,1,1,0,1,4,2,99,4,5,1,1,1,240,888888,888888,88888,30,20,48,2,0,2008,26
20250,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,42
20251,1,2,1,3,6,3,12,5,5,6,2,1,320,888888,888888,88888,0,20,9,1,1,2008,34
20252,1,1,1,1,4,1,7,1,1,8,5,1,99999,888888,888888,88888,0,25,42,0,1,2008,73
20253,2,2,1,1,6,2,5,5,5,6,2,4,88888,888888,1700,88888,0,20,45,5,1,2008,41
20254,2,2,0,1,10,3,15,3,5,1,1,1,200,888888,888888,88888,40,24,55,6,0,2008,25
20255,1,2,0,3,8,2,5,3,5,5,1,4,88888,888888,880,88888,0,17,20,4,0,2008,52
20256,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,65
20258,1,2,0,1,10,3,15,3,5,4,3,1,250,888888,888888,88888,80,20,25,0,0,2008,39
20261,1,1,1,1,6,2,5,5,5,2,1,1,300,888888,888888,88888,150,20,45,5,1,2008,30
20263,1,1,1,1,10,4,15,6,5,2,2,1,450,888888,888888,88888,250,24,52,12,1,2008,41
20267,1,2,0,3,4,1,7,2,5,5,1,4,88888,888888,920,88888,0,20,20,999,0,2008,53
20268,1,2,0,3,4,1,7,1,5,5,5,1,40,888888,888888,88888,0,18,12,0,0,2008,48
20269,1,1,1,1,6,4,17,6,5,1,3,1,250,888888,888888,88888,120,20,8,999,1,2008,58
20272,1,2,0,1,6,2,12,5,5,6,1,4,88888,888888,1200,88888,0,20,40,0,0,2008,29
20273,1,1,1,1,8,2,4,1,5,2,1,1,300,888888,888888,88888,80,25,50,999,1,2008,38
20274,2,2,1,1,4,2,16,3,5,5,2,1,80,888888,888888,88888,0,20,20,0,1,2008,57
20275,1,1,1,1,10,3,14,4,5,1,3,1,270,888888,888888,88888,70,22,44,4,1,2008,42
20276,1,1,1,1,6,2,16,5,5,4,1,1,400,888888,888888,88888,39,20,50,10,1,2008,38
20278,1,1,1,1,3,2,6,5,5,2,2,1,500,888888,888888,88888,120,99,999,999,1,2008,37
20280,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,38
20283,1,1,1,1,5,2,8,5,5,2,3,5,88888,888888,888888,950,115,20,40,999,1,2008,47
20284,2,1,1,1,5,4,17,6,5,2,2,1,500,888888,888888,88888,150,20,50,2,1,2008,39
20285,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,41
20286,2,2,1,1,6,2,8,5,5,6,3,1,210,888888,888888,88888,97,20,42,3,1,2008,42
20287,1,1,1,1,8,2,4,2,5,2,4,1,420,888888,888888,88888,90,25,9,0,1,2008,42
20288,1,1,1,1,3,2,6,1,5,1,1,5,88888,888888,888888,550,0,99,999,999,1,2008,57
20290,1,1,1,1,5,2,8,5,5,2,3,1,900,888888,888888,88888,1000,20,60,999,1,2008,54
20291,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,56
20293,1,1,1,1,11,2,16,5,5,1,3,1,415,888888,888888,88888,76,26,58,9,1,2008,55
20294,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,71
20297,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,33
20299,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,68
20300,1,1,1,1,5,3,15,5,5,3,1,9,88888,888888,888888,88888,99999,22,42,0,1,2008,67
20303,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,70
20305,2,1,0,1,9,2,12,4,5,1,4,1,235,888888,888888,88888,70,20,40,999,0,2008,26
20306,2,1,0,1,7,2,10,5,5,1,3,1,250,888888,888888,88888,5,20,40,10,0,2008,26
20307,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,42
20308,1,1,1,1,10,1,16,2,2,8,1,1,600,888888,888888,88888,100,5,55,0,1,2008,62
20309,1,2,1,3,6,1,9,1,3,8,5,9,88888,888888,888888,88888,0,99,999,999,1,2008,73
20313,2,2,0,1,10,4,14,3,5,1,1,1,225,888888,888888,88888,30,25,45,5,0,2008,25
20315,1,1,1,1,6,2,6,3,5,2,1,1,500,888888,888888,88888,70,25,50,10,1,2008,58
20318,1,2,0,1,10,3,14,4,5,2,1,1,450,888888,888888,88888,60,22,8,0,0,2008,46
20320,2,2,0,1,4,1,14,2,5,1,1,1,120,888888,888888,88888,0,20,35,0,0,2008,28
20322,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,47
20324,1,2,0,3,6,2,6,2,5,5,1,4,88888,888888,1100,88888,0,13,15,2,0,2008,56
20325,1,2,0,1,6,2,4,5,5,1,3,1,375,888888,888888,88888,99999,21,55,15,0,2008,33
20326,1,1,1,1,7,2,10,5,5,5,3,1,375,888888,888888,88888,0,16,62,0,1,2008,61
20327,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,50
20328,2,2,1,1,4,2,16,1,5,1,2,1,210,888888,888888,88888,10,26,60,999,1,2008,26
20330,2,1,1,1,6,2,16,2,6,8,5,1,100,888888,888888,88888,0,10,24,0,1,2008,64
20331,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,69
20333,2,1,1,1,4,1,16,1,1,8,1,5,88888,888888,888888,564,0,24,55,999,1,2008,43
20334,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,40
20335,2,1,1,1,4,2,7,2,5,2,1,5,88888,888888,888888,408,0,22,65,0,1,2008,31
20338,2,1,0,1,10,4,15,6,5,1,2,1,320,888888,888888,88888,120,25,55,15,0,2008,35
20339,2,2,1,1,10,2,16,5,5,1,1,1,262,888888,888888,88888,12,23,60,0,1,2008,31
20340,1,2,1,1,6,2,12,4,5,6,2,4,88888,888888,1250,88888,0,15,26,2,1,2008,55
20341,1,1,1,1,5,3,15,5,5,2,2,1,799,888888,888888,88888,410,20,37,999,1,2008,57
20345,1,2,0,3,3,1,6,1,3,8,1,1,30,888888,888888,88888,0,24,30,0,0,2008,35
20346,2,1,1,1,10,1,14,1,3,8,1,1,210,888888,888888,88888,20,27,60,999,1,2008,65
20349,2,2,1,1,10,2,14,5,5,1,3,1,200,888888,888888,88888,50,23,60,10,1,2008,44
20350,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,73
20351,2,2,0,1,3,1,6,2,5,1,1,1,220,888888,888888,88888,36,23,125,0,0,2008,32
20355,1,1,1,1,5,2,8,5,5,2,2,1,750,888888,888888,88888,400,22,60,999,1,2008,43
20356,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,63
20358,2,2,1,1,6,2,9,1,5,5,1,1,140,888888,888888,88888,0,22,38,3,1,2008,40
20359,2,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,54
20360,2,2,1,1,8,2,10,4,5,5,2,4,88888,888888,800,88888,0,17,56,8,1,2008,39
20362,1,1,1,1,4,1,7,1,1,8,5,1,400,888888,888888,88888,0,25,30,0,1,2008,69
20363,2,2,1,1,3,1,6,1,1,8,1,1,166,888888,888888,88888,0,25,54,999,1,2008,71
20365,2,1,0,1,8,2,16,5,5,1,1,1,210,888888,888888,88888,40,15,48,8,0,2008,29
20366,1,1,1,1,4,2,16,5,5,4,2,4,88888,888888,1000,88888,0,25,27,0,1,2008,62
20368,1,1,1,1,9,2,12,2,5,2,9,1,400,888888,888888,88888,80,20,50,13,1,2008,31
20369,1,2,0,3,8,1,5,1,5,5,1,4,88888,888888,900,88888,0,20,25,0,0,2008,49
20372,2,2,1,1,3,2,6,3,5,5,1,4,88888,888888,860,88888,0,20,42,0,1,2008,46
20373,1,2,0,3,4,1,16,1,3,8,5,1,120,888888,888888,88888,0,20,4,999,0,2008,49
20374,2,2,1,3,6,2,5,4,5,5,1,4,88888,888888,1200,88888,0,12,30,0,1,2008,63
20375,2,2,1,3,3,2,9,5,6,8,5,1,15,888888,888888,88888,0,20,10,999,1,2008,70
20376,2,2,1,1,6,2,8,5,5,6,2,4,88888,888888,1670,88888,0,20,36,1,1,2008,40
20377,1,2,1,1,4,2,16,4,5,5,2,4,88888,888888,920,88888,0,20,28,0,1,2008,47
20378,2,1,1,1,3,2,6,4,5,5,1,1,123,888888,888888,88888,0,21,32,0,1,2008,29
20379,2,1,1,1,9,2,11,3,5,4,1,1,580,888888,888888,88888,0,28,70,999,1,2008,47
20380,2,2,1,3,4,2,7,2,5,5,2,4,88888,888888,900,88888,0,20,20,0,1,2008,40
20381,2,1,1,1,9,1,12,1,1,8,5,5,88888,888888,888888,400,0,4,40,999,1,2008,38
20383,2,1,1,1,4,2,16,5,5,5,2,4,88888,888888,1200,88888,0,20,8,0,1,2008,58
20387,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,70
20390,1,1,1,1,8,1,4,2,1,8,5,1,330,888888,888888,88888,0,25,60,0,1,2008,31
20391,1,1,1,1,5,2,16,3,5,2,1,5,88888,888888,888888,750,0,20,50,999,1,2008,45
20392,1,1,1,1,8,1,4,1,1,8,1,1,580,888888,888888,88888,0,24,42,999,1,2008,41
20393,2,1,0,1,6,2,8,4,5,1,1,5,88888,888888,888888,500,0,20,50,10,0,2008,29
20394,1,1,1,1,11,4,17,6,5,2,1,1,490,888888,888888,88888,180,22,40,999,1,2008,49
20396,1,1,1,1,10,2,14,5,5,1,1,1,430,888888,888888,88888,115,21,52,12,1,2008,39
20399,2,2,0,1,4,3,16,4,5,4,1,1,150,888888,888888,88888,18,20,8,999,0,2008,26
20401,2,2,1,3,3,2,5,4,9,8,5,4,88888,888888,999999,88888,99999,12,30,6,1,2008,44
20403,1,1,1,1,3,2,8,5,5,2,2,1,590,888888,888888,88888,400,22,50,999,1,2008,47
20406,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2008,71
20407,1,1,1,1,6,2,11,5,5,1,2,1,554,888888,888888,88888,270,20,50,999,1,2008,42
20408,2,1,1,1,8,2,4,3,5,1,1,9,88888,888888,888888,88888,0,99,999,999,1,2008,57
20414,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2008,31
20420,1,1,1,1,8,2,16,3,5,1,1,1,270,888888,888888,88888,0,25,45,999,1,2008,58
20421,1,1,1,1,8,2,10,3,5,9,1,1,695,888888,888888,88888,0,25,60,0,1,2008,56
