id,marital,sex,head,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
58,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
59,1,1,1,1,1,7,2,10,5,5,2,2,1,785,888888,888888,88888,390,21,38,0,2013,54
60,1,1,1,1,1,7,2,10,5,5,1,2,1,400,888888,888888,88888,250,20,42,0,2013,53
62,1,2,1,1,3,4,2,7,4,5,5,1,4,88888,888888,840,88888,2,99,25,0,2013,44
63,1,2,0,1,1,10,4,14,6,5,2,3,1,543,888888,888888,88888,190,20,45,5,2013,58
65,1,1,1,1,1,3,2,6,5,5,2,3,1,405,888888,888888,88888,85,22,60,20,2013,41
66,1,1,1,1,1,8,9,16,3,5,2,5,1,99999,888888,888888,88888,99999,22,40,999,2013,44
67,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
68,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,34
70,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,65
72,1,1,1,1,1,8,2,5,2,5,2,1,1,650,888888,888888,88888,0,25,73,25,2013,46
73,1,1,1,1,1,6,2,5,2,5,2,1,1,300,888888,888888,88888,0,22,38,3,2013,55
77,2,2,1,1,1,4,3,14,2,5,1,1,1,220,888888,888888,88888,20,26,45,4,2013,49
78,1,1,0,0,1,3,1,6,1,3,8,5,1,200,888888,888888,88888,60,22,45,999,2013,45
80,1,2,0,0,1,3,1,6,1,5,5,5,1,150,888888,888888,88888,0,25,9,999,2013,49
82,1,1,1,1,1,4,1,16,1,6,8,9,9,88888,888888,888888,88888,99999,99,999,999,2013,57
84,1,2,0,0,1,4,1,16,1,1,8,5,3,88888,10000,888888,88888,0,26,50,999,2013,42
85,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,60
86,1,2,1,1,3,4,1,16,2,5,5,1,4,88888,888888,1200,88888,0,20,10,0,2013,72
87,2,1,1,1,1,4,2,16,2,5,2,1,1,980,888888,888888,88888,8,26,60,6,2013,57
88,1,2,0,0,1,4,1,16,1,3,8,3,1,90,888888,888888,88888,0,24,36,0,2013,44
89,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,61
94,1,2,0,0,3,4,1,9,1,3,8,5,1,52,888888,888888,88888,0,99,999,999,2013,60
95,1,1,1,1,1,8,1,4,1,1,8,4,1,165,888888,888888,88888,0,20,40,0,2013,55
96,1,1,1,1,1,10,3,15,4,5,1,3,1,520,888888,888888,88888,74,26,45,0,2013,50
98,1,1,1,1,1,5,2,8,5,5,2,3,1,725,888888,888888,88888,350,20,60,999,2013,48
99,1,1,1,1,1,10,4,15,3,5,7,2,1,220,888888,888888,88888,40,19,40,8,2013,63
101,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,67
103,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,65
104,1,2,0,1,1,6,2,8,5,5,1,1,1,1000,888888,888888,88888,0,20,50,10,2013,46
106,1,1,1,1,1,7,2,10,5,5,1,1,1,340,888888,888888,88888,0,22,70,16,2013,28
107,1,1,1,0,1,6,2,9,4,5,5,5,3,88888,4000,888888,88888,0,15,16,999,2013,70
108,1,2,0,0,1,6,2,6,2,5,5,1,4,88888,888888,950,88888,7,16,20,0,2013,45
109,1,2,1,1,3,3,1,7,1,3,8,1,1,30,888888,888888,88888,0,8,6,999,2013,65
110,1,1,0,0,3,4,3,16,9,9,8,1,1,20,888888,888888,88888,0,14,4,999,2013,65
112,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,37
113,1,2,0,0,3,4,1,16,2,5,5,1,1,65,888888,888888,88888,0,9,16,0,2013,44
116,1,1,1,1,1,10,1,14,2,2,8,5,5,88888,888888,888888,99999,0,25,54,999,2013,64
117,1,2,0,0,3,3,1,6,1,3,8,1,1,50,888888,888888,88888,0,15,6,0,2013,39
119,1,2,0,0,3,4,1,16,1,3,8,5,1,110,888888,888888,88888,0,99,999,999,2013,64
121,1,2,0,0,1,10,3,14,5,5,1,3,1,250,888888,888888,88888,0,22,14,1,2013,33
122,1,2,0,0,3,10,3,15,2,5,5,1,4,88888,888888,900,88888,0,6,5,0,2013,42
123,1,2,1,1,3,3,1,12,1,1,8,5,1,400,888888,888888,88888,0,99,999,999,2013,51
124,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,77
125,1,1,1,1,1,9,2,11,4,5,1,3,1,500,888888,888888,88888,200,22,60,20,2013,48
126,1,1,1,1,1,6,2,12,5,5,2,2,1,732,888888,888888,88888,292,20,65,14,2013,55
127,1,1,1,1,1,11,2,16,5,5,4,1,2,272,888888,888888,88888,0,26,50,2,2013,66
128,2,2,1,1,1,10,1,16,1,2,8,1,9,88888,888888,888888,88888,0,30,56,999,2013,47
130,1,1,1,1,1,3,1,5,1,1,8,5,5,88888,888888,888888,99999,0,25,60,999,2013,74
132,1,1,1,1,1,8,1,4,1,1,8,4,1,420,888888,888888,88888,0,25,40,999,2013,53
135,1,1,1,0,1,8,2,16,5,5,4,2,1,155,888888,888888,88888,8,13,30,0,2013,61
137,1,2,0,0,1,10,2,14,5,5,1,9,1,230,888888,888888,88888,40,20,50,10,2013,55
138,1,1,1,0,1,4,2,9,3,5,1,1,1,320,888888,888888,88888,50,20,45,5,2013,34
139,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
140,1,2,0,0,3,8,2,10,3,6,8,5,1,60,888888,888888,88888,0,16,15,999,2013,41
141,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,62
144,1,2,0,0,1,3,2,6,3,5,5,1,4,88888,888888,1000,88888,0,14,28,0,2013,43
145,1,2,1,1,3,10,1,15,1,1,8,5,1,20,888888,888888,88888,0,8,4,0,2013,59
147,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,78
148,1,2,0,0,1,4,2,16,3,5,5,2,4,88888,888888,850,88888,0,22,27,999,2013,35
150,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,68
151,1,1,1,0,1,9,2,11,3,5,1,1,1,270,888888,888888,88888,60,18,10,2,2013,35
154,1,1,1,1,1,9,2,11,2,5,2,1,1,400,888888,888888,88888,50,22,50,10,2013,43
157,1,1,1,1,1,10,2,11,5,5,1,1,1,400,888888,888888,88888,120,20,50,999,2013,43
159,2,2,1,1,1,6,4,17,6,5,1,3,1,400,888888,888888,88888,130,20,45,5,2013,44
161,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,68
162,1,2,0,0,3,8,2,5,4,5,5,1,4,88888,888888,850,88888,3,24,36,1,2013,41
163,1,2,0,0,3,4,3,16,5,6,8,5,1,40,888888,888888,88888,0,13,9,0,2013,61
164,1,1,1,1,1,10,2,16,5,5,7,1,5,88888,888888,888888,710,140,20,45,5,2013,62
166,1,2,0,0,3,6,2,8,5,5,5,3,1,66,888888,888888,88888,0,12,19,1,2013,42
168,1,1,0,0,1,4,2,14,3,5,5,1,4,88888,888888,900,88888,2,20,20,0,2013,71
170,1,2,0,0,3,10,2,5,4,5,5,1,4,88888,888888,1150,88888,0,15,20,999,2013,51
171,1,1,1,1,1,10,1,16,1,2,8,5,1,350,888888,888888,88888,30,30,77,0,2013,42
173,1,2,0,0,3,4,2,9,3,6,8,2,1,8,888888,888888,88888,0,10,1,0,2013,45
176,1,1,1,1,1,3,1,6,1,1,8,5,5,88888,888888,888888,545,0,25,90,999,2013,42
177,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,68
178,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,43
179,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
180,1,1,1,1,1,5,2,11,4,5,2,1,5,88888,888888,888888,800,0,20,45,5,2013,53
181,1,1,1,1,1,10,3,16,5,5,4,2,5,88888,888888,888888,800,0,21,50,10,2013,55
182,1,1,1,1,1,4,1,9,1,2,8,5,5,88888,888888,888888,200,0,10,20,999,2013,72
184,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,67
185,1,1,1,1,1,8,1,4,1,1,8,4,1,450,888888,888888,88888,0,21,48,0,2013,51
188,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,55
189,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,65
192,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,63
193,1,2,0,0,1,9,2,11,5,5,1,1,1,234,888888,888888,88888,63,21,33,3,2013,32
194,1,2,0,0,3,6,2,15,4,4,8,5,1,8,888888,888888,88888,0,7,3,0,2013,34
196,1,2,0,0,1,4,1,16,1,3,8,5,9,88888,888888,888888,88888,0,24,10,0,2013,53
198,2,2,0,0,3,10,1,15,1,4,8,9,1,20,888888,888888,88888,0,99,999,999,2013,73
199,1,1,1,1,1,8,2,16,3,5,1,3,3,88888,14000,888888,88888,92,25,56,11,2013,30
200,1,1,1,1,1,7,4,17,6,5,4,3,1,157,888888,888888,88888,60,15,30,0,2013,65
201,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,28
202,1,1,1,0,1,5,1,4,1,2,8,5,1,80,888888,888888,88888,0,23,40,999,2013,42
204,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,40
205,1,2,0,0,1,6,2,8,4,5,4,2,1,180,888888,888888,88888,16,21,37,2,2013,51
206,1,1,1,1,1,7,4,10,6,5,1,3,1,405,888888,888888,88888,110,22,46,14,2013,43
208,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,70
209,1,1,1,1,1,3,1,16,2,1,8,1,9,88888,888888,888888,88888,99999,99,999,999,2013,44
210,1,1,1,1,1,4,1,7,1,1,8,5,1,300,888888,888888,88888,40,25,50,999,2013,59
211,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,66
212,1,2,0,0,1,6,2,10,4,5,6,2,4,88888,888888,1630,88888,0,20,45,10,2013,44
213,1,1,1,1,1,3,2,5,3,5,2,1,1,500,888888,888888,88888,0,20,40,0,2013,34
214,1,1,1,1,1,8,2,16,2,5,2,1,1,300,888888,888888,88888,100,22,48,0,2013,44
215,1,1,1,1,1,10,4,15,6,5,1,2,1,150,888888,888888,88888,30,16,20,0,2013,62
217,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,78
221,1,1,1,1,1,10,2,5,3,5,7,2,1,633,888888,888888,88888,0,20,47,12,2013,65
224,1,1,1,1,1,11,2,16,4,5,4,2,4,88888,888888,960,88888,0,22,48,8,2013,63
225,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
226,1,2,1,1,3,10,3,14,2,5,5,1,1,50,888888,888888,88888,0,14,12,0,2013,54
230,1,2,0,0,1,6,4,17,6,5,1,2,1,240,888888,888888,88888,100,20,30,0,2013,37
231,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,59
232,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
233,1,1,1,1,1,3,2,9,5,5,9,1,1,500,888888,888888,88888,400,25,60,4,2013,52
235,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
236,1,1,1,1,1,8,2,10,4,5,1,3,1,360,888888,888888,88888,100,22,40,5,2013,37
237,1,1,1,1,1,5,3,15,4,5,2,1,5,88888,888888,888888,1500,0,23,45,0,2013,67
238,1,2,0,0,4,10,2,12,4,5,2,1,1,99999,888888,888888,88888,0,99,999,0,2013,35
240,1,2,1,1,1,6,3,16,1,5,1,1,1,160,888888,888888,88888,60,20,140,0,2013,66
241,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,80
243,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
245,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,42
247,1,1,1,1,1,6,2,12,4,5,2,2,5,88888,888888,888888,1470,250,22,45,8,2013,42
248,1,1,1,1,1,3,1,6,1,1,8,5,1,180,888888,888888,88888,0,25,56,0,2013,76
249,1,2,0,0,3,4,1,16,1,5,1,1,1,100,888888,888888,88888,0,15,30,0,2013,42
250,1,2,0,0,3,6,2,15,4,6,8,1,4,88888,888888,1000,88888,0,3,5,0,2013,55
252,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,73
253,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,74
254,1,1,1,1,1,10,2,5,4,5,1,1,1,380,888888,888888,88888,40,5,50,10,2013,37
256,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,76
258,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,62
260,1,2,0,0,3,3,2,6,5,5,5,2,4,88888,888888,880,88888,1,16,16,999,2013,50
262,1,1,1,1,1,4,1,16,1,1,8,5,1,140,888888,888888,88888,0,26,63,0,2013,37
264,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
266,1,2,0,0,1,6,2,16,2,5,2,1,1,280,888888,888888,88888,0,20,42,999,2013,64
268,1,2,0,0,3,6,1,6,1,3,8,1,1,200,888888,888888,88888,0,20,21,999,2013,62
269,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
271,1,1,1,1,1,7,2,10,5,5,1,3,1,648,888888,888888,88888,215,26,47,11,2013,48
273,1,2,1,1,1,3,2,8,5,5,1,3,1,360,888888,888888,88888,60,22,48,999,2013,57
274,1,2,0,0,1,4,1,16,1,9,8,5,1,122,888888,888888,88888,0,25,48,0,2013,68
275,1,1,1,1,1,8,2,4,3,5,2,2,3,88888,20000,888888,88888,0,22,48,999,2013,34
276,1,1,1,1,1,4,2,9,5,5,5,1,4,88888,888888,850,88888,0,18,12,0,2013,67
277,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,40
278,1,2,1,1,4,6,1,6,1,9,8,9,9,88888,888888,888888,88888,99999,99,999,999,2013,58
279,1,1,1,1,1,8,1,4,1,1,8,9,9,88888,888888,888888,88888,99999,23,48,999,2013,41
281,1,1,1,1,1,1,1,1,1,1,8,5,5,88888,888888,888888,120,0,25,7,0,2013,70
285,1,2,0,1,1,4,3,14,2,5,5,1,4,88888,888888,860,88888,39,20,37,999,2013,62
287,1,2,0,0,1,4,2,16,4,5,5,9,1,130,888888,888888,88888,0,25,36,9,2013,48
288,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,65
289,1,1,1,1,1,5,2,5,4,5,2,2,1,450,888888,888888,88888,180,20,50,11,2013,46
290,1,1,1,1,1,99,9,99,9,9,8,9,9,88888,888888,888888,88888,99999,99,999,999,2013,64
292,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,33
293,1,2,0,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,38
295,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
296,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,85
297,2,2,1,1,1,3,2,8,5,5,4,2,1,246,888888,888888,88888,32,19,32,0,2013,53
298,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,74
300,1,1,1,1,1,8,1,4,2,5,1,1,1,200,888888,888888,88888,0,23,70,999,2013,38
301,1,1,1,1,1,8,1,4,1,6,8,5,3,88888,15000,888888,88888,0,12,25,999,2013,68
302,1,2,0,0,3,3,2,6,5,5,5,1,4,88888,888888,850,88888,0,12,17,2,2013,33
303,1,2,0,0,1,6,3,16,3,5,5,1,4,88888,888888,1000,88888,0,16,7,0,2013,49
304,1,2,0,0,3,4,2,16,3,5,5,1,4,88888,888888,850,88888,6,25,18,0,2013,69
305,1,1,1,1,1,10,4,17,6,5,1,3,1,350,888888,888888,88888,100,20,40,0,2013,39
306,1,1,0,0,1,8,2,5,4,5,2,3,1,350,888888,888888,88888,25,24,40,4,2013,52
307,1,1,1,1,1,4,2,6,2,5,5,1,1,80,888888,888888,88888,0,26,18,0,2013,57
308,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
309,1,2,0,0,1,6,2,16,3,5,2,1,1,150,888888,888888,88888,20,22,50,15,2013,41
310,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
311,1,1,1,1,1,3,2,5,2,5,1,3,1,260,888888,888888,88888,55,22,100,50,2013,39
312,1,1,1,1,1,5,2,11,3,5,2,1,5,88888,888888,888888,1100,0,21,45,5,2013,57
313,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
314,1,2,0,0,3,4,2,16,5,5,5,3,4,88888,888888,865,88888,3,15,30,2,2013,64
318,1,1,1,1,1,5,2,12,5,5,2,2,1,540,888888,888888,88888,130,22,40,0,2013,52
319,1,1,1,1,1,9,2,12,5,5,2,3,9,88888,888888,888888,88888,99999,20,50,10,2013,55
320,1,2,0,0,3,10,3,14,2,5,5,1,4,88888,888888,1320,88888,0,10,16,999,2013,41
321,1,2,0,0,3,6,1,5,2,5,5,1,4,88888,888888,999999,88888,0,12,19,1,2013,47
322,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,73
323,1,2,0,0,1,6,2,5,3,5,1,1,1,233,888888,888888,88888,40,22,999,999,2013,40
325,1,2,0,0,3,6,1,4,1,5,2,1,1,60,888888,888888,88888,0,24,20,999,2013,73
326,1,1,1,1,1,4,2,16,4,5,4,1,1,165,888888,888888,88888,70,20,40,0,2013,63
327,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,70
330,1,1,0,1,1,1,1,1,1,1,8,5,5,88888,888888,888888,300,0,27,50,0,2013,56
331,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
335,1,1,1,1,1,8,2,4,2,5,1,1,3,88888,12500,888888,88888,0,26,48,0,2013,39
336,1,1,1,1,1,10,3,15,5,5,2,2,1,400,888888,888888,88888,160,22,60,20,2013,57
337,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,77
339,1,1,1,1,1,10,3,4,3,5,2,2,1,500,888888,888888,88888,200,20,60,20,2013,45
342,1,2,0,0,1,6,2,8,5,5,5,2,4,88888,888888,1000,88888,0,18,30,999,2013,56
344,1,1,1,1,1,10,2,4,5,5,2,3,1,576,888888,888888,88888,105,20,55,20,2013,42
345,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,83
346,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,41
347,1,2,0,0,3,4,2,7,5,5,5,3,1,80,888888,888888,88888,0,18,27,0,2013,49
348,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,55
350,1,1,1,1,1,3,2,6,2,5,1,1,1,290,888888,888888,88888,38,25,60,999,2013,44
352,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,51
353,1,1,1,1,1,3,2,5,5,5,1,1,1,400,888888,888888,88888,40,21,12,4,2013,40
355,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,29
356,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,48
357,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,76
358,1,1,1,1,1,6,2,5,4,5,2,3,1,300,888888,888888,88888,60,22,50,10,2013,39
359,1,1,1,1,1,5,2,13,5,5,2,2,1,640,888888,888888,88888,0,21,50,5,2013,52
360,1,1,1,1,1,5,2,13,5,5,2,2,1,533,888888,888888,88888,0,20,38,0,2013,54
361,1,1,1,0,1,3,2,6,4,5,7,1,1,200,888888,888888,88888,0,22,40,0,2013,65
362,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
364,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,48
365,1,2,0,0,3,10,3,14,4,5,5,2,4,88888,888888,1450,88888,0,15,25,1,2013,37
367,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,53
368,1,1,1,1,1,8,1,4,1,1,8,5,1,557,888888,888888,88888,0,20,25,0,2013,60
369,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
370,1,2,0,1,1,10,3,14,5,5,2,1,1,500,888888,888888,88888,0,20,40,3,2013,62
371,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,74
372,1,2,0,0,3,6,1,4,1,3,8,5,1,100,888888,888888,88888,0,25,12,0,2013,67
373,1,1,1,1,1,3,2,5,4,5,1,2,1,500,888888,888888,88888,140,20,65,25,2013,52
374,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
379,1,2,0,0,1,6,3,14,4,5,1,1,1,215,888888,888888,88888,62,22,8,1,2013,44
382,1,1,1,1,1,6,4,17,6,5,1,1,1,585,888888,888888,88888,150,21,60,20,2013,42
383,1,1,1,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,67
385,1,2,0,0,3,10,3,14,3,5,5,1,4,88888,888888,1500,88888,0,20,12,999,2013,48
