id,marital,sex,head,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
20001,1,2,0,0,3,4,2,7,5,5,5,1,4,88888,888888,950,88888,0,12,10,0,2011,47
20003,1,2,0,0,1,10,4,15,2,5,5,1,4,88888,888888,1000,88888,0,20,30,0,2011,45
20005,1,2,0,0,3,8,2,5,4,5,5,2,4,88888,888888,780,88888,0,20,7,999,2011,42
20007,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,38
20008,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,76
20009,1,1,1,1,1,9,2,11,4,5,1,3,1,375,888888,888888,88888,50,22,55,3,2011,40
20011,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,70
20013,2,1,0,0,1,8,1,4,1,5,1,1,1,325,888888,888888,88888,0,25,56,8,2011,41
20015,1,1,1,1,1,5,2,11,5,5,2,2,1,660,888888,888888,88888,350,20,68,999,2011,37
20017,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,71
20018,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,67
20022,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,72
20023,1,2,1,1,1,12,3,18,5,5,1,3,1,316,888888,888888,88888,78,21,32,2,2011,32
20024,1,2,0,0,3,6,2,5,4,5,5,1,4,88888,888888,900,88888,1,20,26,0,2011,52
20026,2,2,1,1,1,3,1,6,1,1,8,5,1,150,888888,888888,88888,0,29,9,999,2011,64
20029,1,2,0,0,3,6,1,9,2,5,5,1,1,60,888888,888888,88888,0,11,21,0,2011,47
20030,2,1,0,0,1,12,3,16,4,5,5,5,4,88888,888888,900,88888,2,15,4,1,2011,37
20031,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,73
20032,1,2,0,0,4,4,1,16,2,3,8,1,1,99999,888888,888888,88888,0,25,72,10,2011,42
20033,2,1,0,0,3,10,1,16,1,6,8,9,3,88888,8000,888888,88888,0,99,999,999,2011,31
20035,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,63
20036,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2011,74
