id,marital,sex,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,head,year,age
20218,1,1,0,1,8,2,4,2,5,1,1,1,283,888888,888888,88888,66,25,62,0,0,2006,56
20219,1,2,0,3,6,1,4,2,3,8,1,1,80,888888,888888,88888,0,15,12,999,0,2006,41
20220,1,1,1,1,8,1,4,1,1,8,5,9,88888,888888,888888,88888,0,20,36,999,1,2006,65
20221,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,40
20223,1,1,1,1,7,1,6,2,3,8,1,1,99999,888888,888888,88888,0,25,63,999,1,2006,49
20224,1,1,1,1,4,1,7,1,1,8,5,1,100,888888,888888,88888,0,25,72,999,1,2006,64
20226,2,1,0,1,8,1,5,1,1,8,5,1,250,888888,888888,88888,0,22,40,999,0,2006,40
20227,1,2,0,3,4,3,16,2,5,5,1,1,22,888888,888888,88888,0,7,6,0,0,2006,41
20228,2,2,1,1,6,2,16,2,5,1,1,1,230,888888,888888,88888,50,20,999,999,1,2006,51
20229,2,2,1,1,10,1,5,1,4,8,5,1,100,888888,888888,88888,0,25,42,999,1,2006,64
20230,1,2,0,3,6,2,8,4,5,5,1,4,88888,888888,1100,88888,0,16,19,0,0,2006,36
20231,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,55
20232,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,44
20235,2,2,0,1,6,2,6,4,6,8,2,4,88888,888888,1400,88888,0,20,37,1,0,2006,25
20236,1,2,0,1,3,2,8,5,5,2,1,1,100,888888,888888,88888,0,22,9,0,0,2006,62
20239,2,2,0,1,6,2,11,5,5,6,2,4,88888,888888,1360,88888,0,16,30,999,0,2006,35
20240,1,1,1,1,5,3,99,1,5,2,1,1,112,888888,888888,88888,0,22,30,0,1,2006,69
20241,1,1,1,1,9,2,11,5,5,1,1,1,600,888888,888888,88888,380,20,60,5,1,2006,40
20242,2,2,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2006,71
20243,1,2,0,3,4,2,16,3,5,4,1,4,88888,888888,1500,88888,0,16,15,999,0,2006,51
20245,2,1,1,1,4,2,16,5,5,4,1,1,200,888888,888888,88888,31,26,52,6,1,2006,56
20246,2,1,0,1,3,2,6,5,5,1,3,1,190,888888,888888,88888,30,22,9,1,0,2006,24
20247,1,1,1,1,10,2,5,3,5,1,1,1,320,888888,888888,88888,45,22,50,10,1,2006,38
20248,2,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,68
20249,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,43
20250,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,40
20251,1,2,0,1,6,2,12,5,5,6,1,4,88888,888888,1550,88888,0,20,40,8,0,2006,32
20252,1,1,1,1,4,1,7,1,1,8,5,1,800,888888,888888,88888,0,25,8,0,1,2006,71
20253,2,2,1,1,10,2,5,5,5,6,1,4,88888,888888,1630,88888,0,20,42,2,1,2006,39
20254,2,2,0,1,10,3,15,3,5,1,1,1,200,888888,888888,88888,40,23,45,5,0,2006,23
20255,1,2,1,3,8,2,5,4,5,5,1,1,63,888888,888888,88888,0,16,20,4,1,2006,50
20256,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2006,63
20258,1,2,0,3,10,3,15,3,5,4,1,1,170,888888,888888,88888,60,20,30,0,0,2006,37
20261,1,1,1,1,6,2,5,5,5,1,1,1,235,888888,888888,88888,60,23,8,0,1,2006,28
20262,1,2,0,3,6,2,8,2,5,5,1,4,88888,888888,1400,88888,12,12,6,999,0,2006,49
20263,1,1,1,1,10,4,15,6,5,2,2,1,450,888888,888888,88888,160,22,55,10,1,2006,39
20267,1,2,0,3,4,2,16,4,5,5,1,4,88888,888888,850,88888,4,20,20,0,0,2006,51
20268,1,2,0,3,4,1,7,1,5,5,2,4,88888,888888,900,88888,0,17,12,999,0,2006,46
20269,1,1,1,1,6,4,17,6,5,1,3,1,250,888888,888888,88888,50,25,8,999,1,2006,56
20270,1,1,0,1,8,1,4,2,3,8,5,1,350,888888,888888,88888,0,25,48,999,0,2006,49
20271,1,1,1,1,3,1,6,1,1,8,5,1,99999,888888,888888,88888,0,22,60,999,1,2006,58
20272,1,2,0,1,4,2,16,4,5,6,1,4,88888,888888,950,88888,0,20,40,0,0,2006,27
20273,1,1,1,1,8,2,4,1,5,1,1,1,240,888888,888888,88888,70,28,48,999,1,2006,36
20274,2,2,1,3,4,2,16,3,5,5,1,1,40,888888,888888,88888,0,20,12,999,1,2006,55
20275,1,1,1,1,10,3,14,4,5,1,1,1,270,888888,888888,88888,60,20,45,5,1,2006,40
20276,1,1,1,1,6,2,16,3,5,1,3,5,88888,888888,888888,480,0,20,45,5,1,2006,36
20277,1,2,0,1,3,2,8,5,5,1,3,4,88888,888888,1300,88888,0,20,6,999,0,2006,49
20278,1,1,1,1,3,2,6,5,5,2,3,1,380,888888,888888,88888,100,25,66,0,1,2006,35
20280,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,36
20283,1,1,1,1,6,2,8,5,5,1,3,1,700,888888,888888,88888,111,20,45,10,1,2006,45
20284,2,1,1,1,5,4,17,6,5,2,2,1,500,888888,888888,88888,150,20,999,999,1,2006,37
20285,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,39
20286,2,2,1,1,6,2,8,5,5,6,2,1,240,888888,888888,88888,30,20,40,0,1,2006,40
20287,1,1,1,1,8,1,4,2,5,2,1,1,420,888888,888888,88888,0,25,48,0,1,2006,40
20288,1,1,1,1,3,2,5,2,5,2,1,5,88888,888888,888888,620,0,20,8,0,1,2006,55
20290,1,1,1,1,6,2,8,5,5,1,3,1,600,888888,888888,88888,180,20,50,10,1,2006,52
20291,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,54
20293,1,1,1,1,11,2,16,5,5,2,1,1,380,888888,888888,88888,70,26,50,12,1,2006,53
20294,2,2,1,3,3,1,16,2,5,6,5,3,88888,10000,888888,88888,0,4,8,0,1,2006,69
20295,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2006,69
20297,1,2,0,3,8,1,5,1,4,8,1,1,50,888888,888888,88888,0,5,10,0,0,2006,31
20299,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,1,2006,66
20300,1,1,1,1,5,3,15,5,5,2,2,1,99999,888888,888888,88888,99999,21,40,999,1,2006,65
20303,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,68
20305,2,1,0,1,9,2,11,4,5,1,3,1,200,888888,888888,88888,80,5,50,5,0,2006,24
20306,2,1,0,1,3,2,8,4,5,1,1,1,200,888888,888888,88888,50,20,60,20,0,2006,24
20307,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,40
20308,1,1,1,1,6,1,16,2,2,8,5,1,600,888888,888888,88888,150,22,60,999,1,2006,60
20309,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,71
20310,2,1,0,1,9,2,12,5,5,1,3,1,300,888888,888888,88888,150,22,60,20,0,2006,30
20313,2,2,0,1,10,4,14,3,5,5,1,1,150,888888,888888,88888,10,20,10,2,0,2006,23
20315,1,1,1,1,4,2,16,3,5,2,1,1,500,888888,888888,88888,100,20,50,10,1,2006,56
20318,1,2,0,1,10,3,14,4,5,2,1,1,430,888888,888888,88888,70,22,8,0,0,2006,44
20320,2,2,0,1,10,3,14,3,5,2,5,1,193,888888,888888,88888,0,22,42,0,0,2006,26
20322,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,45
20324,1,2,0,3,6,2,6,2,5,5,1,4,88888,888888,900,88888,0,13,23,0,0,2006,54
20325,2,2,0,1,6,2,4,5,5,2,3,1,300,888888,888888,88888,90,21,999,999,0,2006,31
20326,1,1,1,1,7,2,10,5,5,1,2,1,425,888888,888888,88888,0,12,999,999,1,2006,59
20327,2,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,48
20328,2,2,1,1,4,2,16,1,5,1,1,1,170,888888,888888,88888,18,26,66,0,1,2006,24
20330,2,1,1,1,6,1,16,2,6,8,5,9,88888,888888,888888,88888,0,20,35,999,1,2006,62
20331,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,67
20332,1,1,1,1,8,2,5,2,5,1,1,1,320,888888,888888,88888,80,25,50,8,1,2006,45
20333,2,1,1,1,4,1,16,1,1,8,1,1,470,888888,888888,88888,0,6,60,999,1,2006,41
20334,1,2,0,3,6,2,11,4,4,8,5,9,88888,888888,888888,88888,0,5,4,0,0,2006,38
20335,2,1,1,1,3,2,7,3,5,2,1,5,88888,888888,888888,360,0,22,60,999,1,2006,29
20338,2,1,0,1,10,4,15,6,5,1,2,1,255,888888,888888,88888,50,22,50,5,0,2006,33
20339,2,2,1,1,4,2,6,5,5,1,1,1,257,888888,888888,88888,31,22,57,0,1,2006,29
20340,1,2,0,1,6,2,11,5,5,5,1,4,88888,888888,1100,88888,0,17,25,2,0,2006,53
20341,1,1,1,1,5,3,15,5,5,1,2,1,511,888888,888888,88888,377,25,39,999,1,2006,55
20342,1,2,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,0,2006,62
20345,1,2,0,3,3,1,6,1,3,8,1,1,30,888888,888888,88888,0,25,36,999,0,2006,33
