id,marital,sex,head,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
20113,1,2,0,0,3,4,1,14,2,5,5,1,4,88888,888888,1000,88888,2,20,8,999,2010,64
20115,1,2,0,0,1,4,2,7,4,5,2,1,1,226,888888,888888,88888,6,20,43,3,2010,53
20117,1,1,1,1,1,99,9,10,3,5,1,1,1,450,888888,888888,88888,25,25,40,0,2010,42
20118,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,70
20119,1,2,0,0,3,6,2,8,5,5,4,3,4,88888,888888,1232,88888,0,20,35,5,2010,51
20120,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,35
20124,1,2,0,0,1,4,1,7,2,3,8,1,1,500,888888,888888,88888,0,25,73,999,2010,65
20127,1,2,0,0,1,10,4,17,6,5,5,2,4,88888,888888,900,88888,0,19,29,0,2010,49
20129,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,66
20131,1,1,1,1,1,10,2,15,3,5,1,3,1,400,888888,888888,88888,0,20,50,10,2010,52
20134,2,1,0,0,1,12,3,99,1,5,2,9,1,250,888888,888888,88888,0,25,48,999,2010,34
20135,2,1,0,0,1,9,2,11,5,5,1,3,1,99999,888888,888888,88888,64,20,50,10,2010,33
20136,1,2,0,0,3,6,1,14,2,5,5,1,4,88888,888888,930,88888,6,20,23,999,2010,45
20137,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,34
20138,1,1,1,1,1,10,3,14,3,5,1,1,1,230,888888,888888,88888,80,20,45,12,2010,30
20141,1,2,0,0,3,6,3,14,2,5,5,1,4,88888,888888,930,88888,6,21,20,0,2010,50
20142,1,1,1,1,3,12,4,11,6,6,8,5,9,88888,888888,888888,88888,0,5,5,0,2010,74
20143,1,2,0,0,3,3,1,6,2,3,8,5,1,150,888888,888888,88888,0,22,27,999,2010,51
20146,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,42
20148,1,2,0,1,1,6,4,17,6,5,2,2,1,540,888888,888888,88888,180,20,65,25,2010,52
20149,1,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,61
20150,2,2,1,1,1,4,1,16,1,1,8,5,1,120,888888,888888,88888,0,20,55,999,2010,58
20151,1,1,1,1,1,10,1,16,1,1,8,5,3,88888,20000,888888,88888,0,18,40,0,2010,54
20152,2,1,1,1,1,3,2,6,2,5,1,1,1,246,888888,888888,88888,0,25,80,999,2010,44
20153,1,2,0,0,3,8,2,6,5,5,5,1,4,88888,888888,800,88888,0,16,18,0,2010,37
20154,1,2,0,0,3,6,2,6,1,5,5,1,4,88888,888888,960,88888,12,17,13,0,2010,59
20155,2,1,0,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,34
20156,1,1,1,1,1,3,1,6,1,1,8,5,9,88888,888888,888888,88888,0,24,72,999,2010,59
20157,1,1,1,1,1,7,2,4,2,5,1,1,1,280,888888,888888,88888,0,24,48,0,2010,43
20160,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,58
20163,1,1,0,0,1,3,2,6,5,5,5,1,1,99999,888888,888888,88888,0,3,18,0,2010,61
20164,2,2,0,1,1,10,3,14,2,5,1,1,1,230,888888,888888,88888,45,24,48,999,2010,29
20165,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,60
20167,1,1,1,1,3,8,3,16,5,6,8,1,4,88888,888888,840,88888,0,16,999,999,2010,73
20168,1,1,1,1,1,6,1,18,1,1,8,1,1,400,888888,888888,88888,120,23,40,0,2010,36
20170,1,2,0,0,3,6,2,16,4,9,8,9,1,900,888888,888888,88888,0,20,20,0,2010,62
20173,1,1,1,1,1,12,2,8,5,5,4,1,1,250,888888,888888,88888,0,15,24,0,2010,66
20174,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,69
20178,1,2,0,0,3,3,2,6,3,5,5,2,9,88888,888888,888888,88888,0,16,16,999,2010,26
20180,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,68
20181,1,2,0,0,1,3,2,6,4,5,5,1,4,88888,888888,1000,88888,5,22,35,0,2010,57
20183,2,1,1,1,1,8,2,4,2,5,1,1,3,88888,10000,888888,88888,0,20,40,2,2010,62
20184,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,53
20186,1,1,1,1,4,8,1,4,1,6,8,5,3,88888,15000,888888,88888,0,8,15,999,2010,58
20187,1,1,1,1,1,7,2,8,5,5,4,2,1,200,888888,888888,88888,15,20,40,0,2010,61
20188,1,1,1,1,1,8,1,5,1,1,8,5,1,100,888888,888888,88888,0,25,48,999,2010,75
20189,1,2,1,1,3,4,1,7,1,5,5,1,4,88888,888888,1000,88888,0,20,25,999,2010,57
20191,1,2,0,0,1,3,2,6,4,5,5,3,4,88888,888888,820,88888,0,18,24,0,2010,36
20192,2,1,1,1,1,6,2,6,4,5,2,1,1,300,888888,888888,88888,40,20,40,0,2010,45
20193,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,66
20194,2,2,0,0,1,6,2,16,2,5,6,3,4,88888,888888,1670,88888,0,20,45,5,2010,30
20195,1,2,1,1,1,6,3,8,5,5,1,1,1,167,888888,888888,88888,8,20,40,0,2010,52
20197,1,1,1,1,1,3,1,9,1,1,8,5,9,88888,888888,888888,88888,99999,20,40,999,2010,62
20199,2,2,0,0,1,3,2,6,4,5,2,1,1,255,888888,888888,88888,40,21,39,1,2010,30
20201,1,1,1,1,1,12,9,5,3,5,2,2,1,300,888888,888888,88888,0,25,66,999,2010,38
20202,2,2,0,0,1,4,3,14,5,5,4,9,4,88888,888888,950,88888,0,20,40,999,2010,35
20203,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,37
20204,1,1,1,1,1,3,1,6,1,1,8,5,1,300,888888,888888,88888,0,20,40,0,2010,67
20205,1,1,1,1,1,4,1,16,1,1,8,5,1,170,888888,888888,88888,0,25,60,0,2010,40
20207,1,2,0,0,3,3,2,6,5,5,5,1,1,75,888888,888888,88888,0,10,16,0,2010,29
20208,1,2,0,0,1,4,1,16,1,3,8,5,1,200,888888,888888,88888,0,25,54,0,2010,53
20209,2,1,0,0,1,3,1,6,1,3,8,5,1,300,888888,888888,88888,30,25,72,999,2010,27
20212,1,1,1,1,1,6,2,5,3,5,2,1,1,344,888888,888888,88888,91,24,60,999,2010,48
20214,1,2,0,0,1,3,2,6,4,5,5,1,4,88888,888888,860,88888,0,18,25,0,2010,40
20215,1,2,0,0,1,6,2,6,3,5,4,3,1,190,888888,888888,88888,35,22,46,3,2010,40
20217,1,1,1,1,1,6,2,8,5,5,2,3,1,700,888888,888888,88888,120,24,70,0,2010,33
20218,1,1,1,1,1,8,2,4,2,5,1,1,1,332,888888,888888,88888,47,25,55,0,2010,60
20219,1,2,0,0,1,6,1,4,2,3,8,5,1,85,888888,888888,88888,0,20,20,999,2010,45
20220,1,1,1,1,1,8,1,4,2,1,8,5,9,88888,888888,888888,88888,99999,22,30,999,2010,69
20221,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,44
20224,1,1,1,0,1,4,1,7,1,1,8,5,1,170,888888,888888,88888,0,25,66,999,2010,68
20226,2,1,1,1,1,8,1,5,1,1,8,5,1,100,888888,888888,88888,0,22,40,999,2010,44
20228,2,2,1,1,1,6,2,6,1,5,1,1,1,300,888888,888888,88888,0,21,40,0,2010,55
20230,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,40
20236,1,2,0,0,3,3,2,8,5,5,7,1,1,99999,888888,888888,88888,0,99,999,999,2010,66
20239,2,2,0,1,1,3,1,9,2,5,5,1,1,99999,888888,888888,88888,0,12,24,0,2010,39
20240,1,1,1,0,1,6,2,4,1,5,1,1,1,70,888888,888888,88888,0,20,6,0,2010,73
20241,1,1,1,1,1,9,2,11,5,5,2,1,1,400,888888,888888,88888,180,20,40,1,2010,44
20242,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,75
20250,1,2,0,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,44
20252,1,1,1,1,1,4,1,7,1,1,8,5,5,88888,888888,888888,99999,0,25,36,999,2010,75
20253,2,2,1,1,1,6,2,5,5,5,6,1,4,88888,888888,2000,88888,0,20,40,1,2010,43
20254,2,2,0,0,1,10,3,15,3,5,1,1,1,200,888888,888888,88888,40,24,55,6,2010,27
20256,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,67
20258,1,2,0,0,1,10,3,15,3,5,9,3,1,200,888888,888888,88888,70,20,30,0,2010,41
20261,1,1,1,1,1,6,2,5,5,5,2,1,1,330,888888,888888,88888,100,20,40,0,2010,32
20263,1,1,1,1,1,10,4,15,2,5,2,2,1,550,888888,888888,88888,190,23,57,12,2010,43
20267,1,2,0,0,3,4,2,7,4,5,5,3,4,88888,888888,930,88888,0,15,20,0,2010,55
20268,1,2,0,0,3,4,1,7,1,5,5,1,1,25,888888,888888,88888,0,12,8,999,2010,50
20269,1,1,1,1,1,12,4,17,6,5,1,3,1,250,888888,888888,88888,250,20,8,999,2010,60
20272,1,2,0,0,1,6,2,6,4,5,5,1,4,88888,888888,950,88888,0,20,38,0,2010,31
20273,1,1,1,1,1,8,2,4,1,5,1,1,1,360,888888,888888,88888,70,25,48,999,2010,40
20274,2,2,1,1,1,4,2,16,5,5,5,2,1,160,888888,888888,88888,0,25,9,999,2010,59
20275,1,1,1,1,1,10,3,14,4,5,2,1,1,230,888888,888888,88888,87,20,42,2,2010,44
20276,1,1,1,1,1,6,2,16,4,5,1,1,1,500,888888,888888,88888,13,20,45,5,2010,40
20278,1,1,1,1,1,3,2,6,5,5,2,3,5,88888,888888,888888,750,100,26,72,999,2010,39
20280,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,40
20283,1,1,1,1,1,5,2,8,5,5,2,2,1,830,888888,888888,88888,175,20,40,999,2010,49
20285,1,2,0,0,3,4,2,16,3,5,5,1,4,88888,888888,850,88888,0,8,10,0,2010,43
20286,2,2,0,0,1,6,2,8,5,5,6,2,1,280,888888,888888,88888,35,20,40,3,2010,44
20287,1,1,1,1,1,8,2,4,2,5,2,9,1,420,888888,888888,88888,90,25,48,0,2010,44
20288,1,1,1,1,3,3,1,16,1,1,8,5,1,330,888888,888888,88888,0,20,40,0,2010,59
20291,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,58
20293,1,1,1,1,1,11,2,16,5,5,1,3,1,421,888888,888888,88888,82,99,999,999,2010,57
20294,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,73
20297,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,35
20299,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,70
20300,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,69
20303,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,72
20308,1,1,1,1,1,6,1,16,2,2,8,1,1,99999,888888,888888,88888,99999,25,50,999,2010,64
20309,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,75
20313,2,2,0,0,1,10,3,14,3,5,1,1,1,155,888888,888888,88888,56,25,50,10,2010,27
20315,1,1,1,1,1,3,2,6,2,5,2,1,1,420,888888,888888,88888,0,25,48,0,2010,60
20318,1,2,0,0,1,10,3,14,4,5,2,1,1,300,888888,888888,88888,80,25,45,2,2010,48
20322,1,2,0,0,3,8,2,9,5,6,8,1,9,88888,888888,888888,88888,0,15,8,0,2010,49
20324,1,2,0,0,3,6,2,6,2,5,5,1,4,88888,888888,1050,88888,4,12,20,0,2010,58
20325,1,2,0,0,1,6,2,4,5,5,1,3,1,263,888888,888888,88888,45,22,35,0,2010,35
20326,1,1,1,1,1,7,2,10,5,5,5,3,1,201,888888,888888,88888,8,16,36,4,2010,63
20327,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,52
20328,1,2,0,0,1,4,2,16,1,5,1,1,1,130,888888,888888,88888,0,24,42,999,2010,28
20330,2,1,1,1,1,6,2,16,2,6,8,5,1,51,888888,888888,88888,0,8,14,999,2010,66
20331,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,71
20333,2,1,1,1,1,4,1,16,1,1,8,1,1,470,888888,888888,88888,0,24,60,999,2010,45
20334,1,2,0,0,3,6,2,15,5,5,5,9,4,88888,888888,1000,88888,0,5,10,0,2010,42
20335,2,1,1,1,1,4,2,7,3,5,2,1,1,340,888888,888888,88888,0,27,60,0,2010,33
20338,2,1,0,0,1,10,4,15,6,5,1,2,1,280,888888,888888,88888,100,22,45,8,2010,37
20339,2,2,1,1,1,6,2,12,5,5,4,1,9,88888,888888,888888,88888,0,99,999,0,2010,33
20340,1,2,1,1,1,6,2,12,4,5,4,1,4,88888,888888,1400,88888,0,21,44,4,2010,57
20341,1,1,1,1,1,5,3,15,5,5,2,2,1,561,888888,888888,88888,348,23,37,0,2010,59
20346,2,1,1,1,1,10,1,14,1,3,8,1,1,95,888888,888888,88888,0,24,42,999,2010,67
20349,2,2,1,1,1,10,2,14,5,5,1,3,1,270,888888,888888,88888,80,22,40,5,2010,46
20350,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,75
20351,2,2,0,1,1,3,2,6,2,5,1,1,1,210,888888,888888,88888,48,23,96,0,2010,34
20355,1,1,1,1,1,5,2,8,5,5,2,2,1,800,888888,888888,88888,440,22,50,999,2010,45
20356,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,65
20358,2,2,1,1,1,6,1,9,1,5,5,1,4,88888,888888,1000,88888,0,22,40,0,2010,42
20360,1,2,0,0,1,8,2,10,4,5,5,9,4,88888,888888,850,88888,1,17,30,5,2010,41
20362,1,1,1,1,1,4,1,7,1,1,8,5,5,88888,888888,888888,300,0,25,48,0,2010,71
20366,1,1,1,1,1,4,2,16,4,5,4,2,3,88888,4875,888888,88888,0,25,27,0,2010,64
20368,1,1,1,0,1,3,2,9,2,5,1,1,1,310,888888,888888,88888,70,25,65,999,2010,33
20372,2,2,1,0,3,3,2,6,3,5,5,1,4,88888,888888,1000,88888,0,13,16,0,2010,48
20373,1,2,0,0,3,4,2,14,3,5,5,5,4,88888,888888,1300,88888,0,12,18,999,2010,51
20374,2,2,1,1,3,6,2,5,4,5,5,1,4,88888,888888,1200,88888,0,11,6,0,2010,65
20375,2,2,1,1,3,3,2,9,5,6,8,5,9,88888,888888,888888,88888,99999,15,8,0,2010,72
20376,2,2,1,1,1,6,2,8,5,5,6,1,4,88888,888888,1890,88888,0,20,35,0,2010,42
20377,1,2,0,0,1,4,2,16,5,5,4,2,1,165,888888,888888,88888,32,20,40,999,2010,49
20378,2,1,1,1,1,3,2,6,3,5,4,1,1,275,888888,888888,88888,0,22,60,15,2010,31
20379,2,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,49
20380,2,2,1,1,3,4,2,7,2,5,5,2,4,88888,888888,930,88888,0,18,20,999,2010,42
20381,2,1,1,1,1,9,1,12,1,1,8,5,1,230,888888,888888,88888,0,5,35,0,2010,40
20383,2,1,1,1,1,4,2,16,4,5,4,1,4,88888,888888,950,88888,0,20,47,0,2010,60
20390,1,1,1,1,1,8,1,4,1,1,8,5,1,250,888888,888888,88888,0,25,60,999,2010,33
20391,1,1,1,1,1,5,2,16,3,5,2,1,5,88888,888888,888888,750,0,20,9,0,2010,47
20392,1,1,1,1,1,8,1,4,1,1,8,1,1,583,888888,888888,88888,0,23,39,999,2010,43
20393,2,1,1,1,1,3,2,8,4,5,1,1,1,550,888888,888888,88888,0,20,50,10,2010,31
20394,1,1,1,1,1,11,4,17,6,5,2,1,1,500,888888,888888,88888,220,22,40,0,2010,51
20396,1,1,1,1,1,10,2,14,5,5,1,1,1,380,888888,888888,88888,115,20,10,2,2010,41
20399,2,2,0,0,1,5,3,16,4,5,4,1,1,150,888888,888888,88888,18,20,8,0,2010,28
20403,1,1,1,1,1,3,2,8,5,5,2,2,1,598,888888,888888,88888,300,21,50,10,2010,49
20406,2,2,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,73
20407,1,1,1,1,1,6,2,11,5,5,1,2,1,550,888888,888888,88888,340,22,50,999,2010,44
20408,2,1,1,1,1,8,2,4,3,5,1,1,1,209,888888,888888,88888,58,99,999,999,2010,59
20414,1,2,0,1,1,10,3,15,5,5,1,2,1,308,888888,888888,88888,50,23,50,10,2010,33
20420,1,1,1,1,1,8,9,10,3,5,1,1,1,340,888888,888888,88888,0,24,80,40,2010,60
20421,1,1,1,1,1,8,2,10,3,5,9,9,5,88888,888888,888888,540,0,26,62,0,2010,58
20422,1,2,0,0,3,10,3,14,4,6,8,1,4,88888,888888,1500,88888,0,17,20,0,2010,57
20423,1,1,1,1,1,6,3,14,4,5,2,2,1,683,888888,888888,88888,0,20,60,0,2010,42
20427,1,2,0,0,3,8,2,10,4,5,5,2,4,88888,888888,860,88888,3,15,17,0,2010,60
20428,1,2,0,0,3,3,2,6,4,9,8,5,1,80,888888,888888,88888,0,20,30,0,2010,42
20429,1,2,0,0,1,4,2,16,5,5,5,2,4,88888,888888,920,88888,0,99,999,999,2010,63
20430,1,1,1,1,1,6,2,10,4,5,1,2,1,551,888888,888888,88888,172,22,50,10,2010,53
20433,2,1,1,1,1,6,2,6,5,5,2,1,1,400,888888,888888,88888,120,22,38,0,2010,44
20435,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,51
20436,2,2,1,1,1,10,3,18,4,5,1,3,1,260,888888,888888,88888,70,20,35,0,2010,26
20443,1,1,1,1,1,8,2,5,1,5,1,1,3,88888,7000,888888,88888,0,20,10,999,2010,72
20446,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,38
20447,2,2,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,46
20448,2,2,1,0,1,3,1,6,1,5,5,1,4,88888,888888,750,88888,0,24,60,0,2010,66
20451,1,1,1,1,1,3,1,6,1,1,8,5,1,120,888888,888888,88888,0,20,50,0,2010,71
20452,1,1,1,1,1,3,2,16,3,5,2,1,5,88888,888888,888888,850,0,22,40,4,2010,51
20453,1,1,1,1,1,7,1,10,2,6,8,9,9,88888,888888,888888,88888,99999,99,999,999,2010,36
20454,1,2,0,0,3,8,2,6,2,5,5,1,4,88888,888888,900,88888,0,16,28,0,2010,35
20455,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,73
20456,2,1,0,0,1,7,1,10,9,1,8,5,5,88888,888888,888888,245,0,15,100,0,2010,73
20457,1,2,0,0,1,10,1,14,1,6,8,1,1,215,888888,888888,88888,40,24,60,8,2010,51
20459,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,70
20460,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,74
20463,1,1,1,1,1,8,2,16,2,5,1,1,1,400,888888,888888,88888,60,24,8,0,2010,44
20464,1,1,1,1,1,8,1,4,1,1,8,4,3,88888,18000,888888,88888,0,25,54,0,2010,53
20465,1,1,1,1,1,10,1,16,1,1,8,5,5,88888,888888,888888,600,0,25,50,0,2010,56
20466,1,1,1,0,1,4,1,16,1,5,5,1,1,150,888888,888888,88888,0,22,40,0,2010,47
20468,1,2,0,0,1,6,2,8,5,5,6,9,4,88888,888888,1770,88888,0,20,38,3,2010,45
20469,1,1,1,1,1,4,2,16,4,5,2,1,1,250,888888,888888,88888,99999,99,999,999,2010,45
20470,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2010,47
20472,1,1,0,0,1,10,2,5,5,5,2,2,5,88888,888888,888888,720,30,25,60,20,2010,57
20473,2,2,1,1,1,6,2,5,5,5,6,1,1,150,888888,888888,88888,0,99,999,999,2010,53
20474,1,1,1,1,1,10,2,14,3,5,2,3,1,400,888888,888888,88888,160,21,40,999,2010,45
20476,1,1,0,0,1,8,1,4,2,5,1,1,1,300,888888,888888,88888,0,25,70,999,2010,53
